GEO_CODE,Total_households,Households_with_at_least_one_vars_or_vans,Per_cent_of_households_with_at_least_one_car_or_van
E02003490,2590,1725,0.666023166
E02003491,3088,2446,0.792098446
E02003492,2166,1365,0.630193906
E02003493,3348,2764,0.825567503
E02003494,2641,2193,0.830367285
E02003495,2970,2393,0.805723906
E02003496,3146,2296,0.729815639
E02003497,2804,2499,0.891226819
E02003498,3475,1842,0.530071942
E02003499,2843,1838,0.646500176
E02003500,3049,2466,0.808789767
E02003501,3685,2845,0.772048847
E02003502,3145,2231,0.709379968
E02003503,3487,2538,0.727846286
E02003504,3838,2383,0.6208963
E02003505,3786,2012,0.53143159
E02003506,2871,2000,0.696621386
E02003507,3924,3139,0.799949032
E02003508,3418,2242,0.655939146
E02003509,4695,2581,0.549733759
E02003510,4055,2481,0.611837238
E02003511,3318,2416,0.728149488
E02003512,3736,2129,0.569860814
E02003513,2907,1947,0.669762642
E02003514,4856,1958,0.403212521
E02003515,3659,1860,0.508335611
E02003516,4972,2444,0.491552695
E02003517,5238,1858,0.35471554
E02003518,4158,2454,0.59018759
E02003519,5052,1911,0.378266033
E02003520,4690,1762,0.375692964
E02003521,4424,2044,0.462025316
E02003522,3584,2101,0.586216518
E02003523,4512,3687,0.817154255
E02003524,3076,2040,0.66319896
E02003525,2459,1543,0.62749085
E02003526,2687,2292,0.852995906
E02003527,2571,1979,0.769739401
E02003529,3027,2434,0.804096465
E02003530,3101,2306,0.743631087
E02003531,3314,2779,0.838563669
E02003532,3149,2297,0.729437917
E02003533,2408,1515,0.629152824
E02003534,3469,2630,0.758143557
E02003535,3810,2671,0.701049869
E02003536,3277,1417,0.43240769
E02003537,4182,3200,0.765184122
E02003538,4386,2609,0.594847241
E02003539,4872,1796,0.36863711
E02003540,3685,2763,0.749796472
E02003541,4631,1981,0.42776938
E02003542,3669,2389,0.651131098
E02003543,3503,2180,0.622323723
E02003544,2851,1978,0.693791652
E02003545,3555,1999,0.56230661
E02003546,3825,2930,0.766013072
E02003547,4470,2962,0.662639821
E02003548,2866,1974,0.688764829
E02003549,2849,2227,0.781677782
E02003550,3216,2627,0.816853234
E02003551,2256,1556,0.689716312
E02003552,2646,1815,0.685941043
E02003553,2394,1578,0.65914787
E02003554,2646,2079,0.785714286
E02003555,3140,2273,0.72388535
E02003556,2471,2001,0.809793606
E02003557,2753,2009,0.729749364
E02003558,2924,1849,0.632352941
E02003559,3065,2549,0.831647635
E02003560,3040,1911,0.628618421
E02003561,3181,2026,0.636906633
E02003562,3636,2913,0.801155116
E02003563,3483,2308,0.662647143
E02003564,3474,2567,0.738917674
E02003565,2563,1675,0.653531018
E02003566,2607,1938,0.743383199
E02003567,2991,2267,0.757940488
E02003568,3820,2791,0.730628272
E02003569,3527,2377,0.673943862
E02003570,3635,1763,0.485006878
E02003571,3040,1713,0.563486842
E02003572,2484,2047,0.824074074
E02003573,3236,2170,0.670580964
E02003574,3412,2757,0.808030481
E02003575,2808,1852,0.65954416
E02003576,3434,2481,0.722481072
E02003577,4908,2766,0.563569682
E02003578,2641,2160,0.817872018
E02003579,3357,2603,0.775394698
E02003580,2617,1610,0.615208254
E02003581,3669,2724,0.742436631
E02003582,3516,3033,0.862627986
E02003583,2847,2278,0.800140499
E02003584,3149,1952,0.619879327
E02003585,3018,2526,0.836978131
E02003586,3268,2543,0.778151775
E02003587,3610,2527,0.7
E02003588,2917,2208,0.756942064
E02003589,3320,2204,0.663855422
E02003590,3549,3008,0.847562694
E02003591,3750,3057,0.8152
E02003592,4475,3581,0.800223464
E02003593,2350,2099,0.893191489
E02003594,3910,2993,0.765473146
E02003595,3613,2971,0.822308331
E02003596,4020,2695,0.67039801
E02003597,2464,2161,0.877029221
E02003598,3640,2764,0.759340659
E02003599,2236,1889,0.844812165
E02003600,2556,2145,0.839201878
E02003601,3029,2730,0.901287554
E02003602,2444,2257,0.923486088
E02003603,4186,3375,0.806258958
E02003604,2729,2344,0.858922682
E02003605,3066,2732,0.891063275
E02003606,3068,2788,0.908735332
E02003607,3499,3134,0.895684481
E02003608,4562,4101,0.89894783
E02003609,4001,3604,0.900774806
E02003610,2966,2626,0.885367498
E02003611,3353,3118,0.92991351
E02003612,3978,3647,0.916792358
E02003613,2387,2043,0.855886049
E02003614,3020,2727,0.902980132
E02003615,3451,3193,0.925239061
E02003616,2275,2116,0.93010989
E02003617,3714,3402,0.915993538
E02003618,3521,3135,0.890372053
E02003619,4057,3705,0.913236382
E02003620,3497,2901,0.829568201
E02003621,3304,2873,0.869552058
E02003622,3762,2716,0.721956406
E02003623,3285,3041,0.925722983
E02003624,2346,1759,0.749786871
E02003625,3737,2266,0.606368745
E02003626,2259,1895,0.838866755
E02003627,4080,2631,0.644852941
E02003628,2801,1891,0.67511603
E02003629,3940,2660,0.675126904
E02003630,3681,2491,0.676718283
E02003631,2180,1683,0.772018349
E02003632,2491,1940,0.778803693
E02003633,2982,2354,0.789403085
E02003634,3747,3308,0.882839605
E02003635,2153,1908,0.886205295
E02003636,2974,2703,0.908876933
E02003637,3878,3520,0.907684373
E02003638,2933,2637,0.899079441
E02003639,3948,2917,0.738855117
E02003640,2621,2192,0.836322014
E02003641,2233,2046,0.916256158
E02003642,3325,2574,0.774135338
E02003643,3946,3544,0.898124683
E02003644,3473,2837,0.81687302
E02003645,2648,2332,0.880664653
E02003646,3557,2872,0.807421985
E02003647,3862,2941,0.761522527
E02003648,2206,1594,0.722574796
E02003649,2786,2475,0.888370424
E02003650,2914,2670,0.916266301
E02003651,2564,2272,0.886115445
E02003652,3079,2823,0.916856122
E02003653,2616,2123,0.811544343
E02003654,2208,2067,0.936141304
E02003655,3706,3467,0.935509984
E02003656,2485,2179,0.876861167
E02003657,2411,2244,0.930734135
E02003658,2869,2613,0.910770303
E02003659,3272,2936,0.897310513
E02003660,3823,3566,0.932775307
E02003661,2066,1956,0.946757018
E02003662,2592,2137,0.824459877
E02003663,2044,1575,0.770547945
E02003664,2440,1782,0.730327869
E02003665,2209,1885,0.853327297
E02003666,2974,2004,0.673839946
E02003667,3887,3439,0.884744019
E02003668,3472,3088,0.889400922
E02003669,2506,1769,0.705905826
E02003670,3650,3083,0.844657534
E02003671,2395,1972,0.823382046
E02003672,3837,3542,0.923117019
E02003673,3387,3052,0.901092412
E02003674,2137,1958,0.916237716
E02003675,3341,2902,0.868602215
E02003676,3190,3018,0.946081505
E02003677,3751,3097,0.825646494
E02003678,2195,1964,0.89476082
E02003679,2796,2162,0.773247496
E02003680,4032,3697,0.916914683
E02003681,3982,3416,0.857860372
E02003682,3000,2686,0.895333333
E02003683,2509,2243,0.893981666
E02003685,3185,2972,0.933124019
E02003686,2702,2505,0.927091044
E02003687,2182,1978,0.906507791
E02003688,4733,4212,0.889921825
E02003689,3160,2969,0.939556962
E02003690,2806,2380,0.848182466
E02003691,2698,2478,0.918458117
E02003692,3354,3071,0.915623137
E02003693,2520,2372,0.941269841
E02003694,3294,2796,0.848816029
E02003695,3949,3525,0.892631046
E02003696,3500,2862,0.817714286
E02003697,2384,2267,0.950922819
E02003698,3247,3066,0.944256237
E02003699,2290,2096,0.915283843
E02003701,4149,3579,0.862617498
E02003702,3207,3046,0.949797318
E02003703,3049,2545,0.834699902
E02003704,2330,2184,0.937339056
E02003705,2491,1966,0.789241269
E02003706,2657,2146,0.807677832
E02003707,2445,2072,0.847443763
E02003708,3075,2220,0.72195122
E02003709,2315,1750,0.755939525
E02003710,3520,2839,0.806534091
E02003711,3848,3182,0.826923077
E02003712,3246,2698,0.831176833
E02003713,2390,2173,0.909205021
E02003714,2829,2541,0.898197243
E02003715,2563,2448,0.955130706
E02003716,2460,2172,0.882926829
E02003717,3729,3247,0.870742826
E02003718,2377,2079,0.874631889
E02003719,3918,2577,0.657733538
E02003720,3886,2504,0.644364385
E02003721,4038,2766,0.684992571
E02003722,3729,2532,0.679002414
E02003723,2082,1447,0.695004803
E02003724,4106,2701,0.657817828
E02003725,3372,2063,0.611803084
E02003726,3366,1865,0.554070113
E02003727,3857,2430,0.630023334
E02003728,3788,2486,0.656282999
E02003729,3676,2691,0.732045702
E02003730,3472,2395,0.689804147
E02003731,3424,2555,0.746203271
E02003732,3584,3001,0.837332589
E02003733,3414,3127,0.915934388
E02003734,4897,3963,0.809270982
E02003735,3642,2946,0.808896211
E02003736,4024,3660,0.909542744
E02003737,4782,4207,0.879757424
E02003738,2534,2310,0.91160221
E02003739,2631,2297,0.873052071
E02003740,2393,2154,0.900125366
E02003742,2775,2456,0.885045045
E02003743,4066,2945,0.724299065
E02003744,5517,3952,0.716331339
E02003745,4050,3632,0.896790123
E02003746,3066,2525,0.823548598
E02003747,4861,3987,0.820201605
E02003748,3444,2601,0.755226481
E02003749,2509,2300,0.91669988
E02003750,3068,2485,0.809973924
E02003751,2727,2458,0.901356802
E02003752,4537,3915,0.862905003
E02003753,4448,3905,0.877922662
E02003754,2381,2226,0.934901302
E02003755,3559,3011,0.846024164
E02003756,2641,2379,0.900795153
E02003757,2553,2324,0.910301606
E02003758,3775,3515,0.931125828
E02003759,2414,2273,0.941590721
E02003760,3081,2114,0.686140863
E02003761,2386,2029,0.8503772
E02003762,3431,3061,0.89215972
E02003763,4072,3533,0.867632613
E02003764,3929,3119,0.793840672
E02003765,2938,2316,0.788291355
E02003766,2879,2354,0.817645016
E02003767,2591,2454,0.947124662
E02003768,3974,3627,0.912682436
E02003769,2657,2454,0.923598043
E02003770,3202,2941,0.918488445
E02003771,2785,2113,0.758707361
E02003772,2856,2566,0.898459384
E02003773,4334,3569,0.823488694
E02003774,2447,2009,0.821005313
E02003775,2750,2523,0.917454545
E02003776,2658,2343,0.881489842
E02003777,2715,2511,0.924861878
E02003778,2290,1974,0.862008734
E02003779,2139,1878,0.877980365
E02003780,4211,3556,0.844454999
E02003781,2626,2261,0.861005331
E02003783,2772,2398,0.865079365
E02003784,3395,3178,0.936082474
E02003785,3602,3084,0.856191005
E02003786,2673,2296,0.85895997
E02003787,3019,2755,0.912553826
E02003788,2592,2385,0.920138889
E02003789,2992,2524,0.843582888
E02003790,3831,3477,0.907595928
E02003791,3215,2916,0.906998445
E02003792,3829,3402,0.888482633
E02003793,2871,2657,0.925461512
E02003794,3531,3217,0.91107335
E02003795,2211,1976,0.893713252
E02003796,3254,2370,0.728334358
E02003797,3990,3397,0.851378446
E02003798,2488,1572,0.631832797
E02003799,3103,1963,0.6326136
E02003800,2603,2405,0.923933922
E02003801,2888,2397,0.82998615
E02003802,4274,2706,0.633130557
E02003803,3869,2490,0.643577152
E02003804,3217,2447,0.760646565
E02003805,2535,2294,0.904930966
E02003806,2547,2207,0.866509619
E02003807,3832,3129,0.816544885
E02003808,2776,1971,0.710014409
E02003809,3061,2831,0.924861156
E02003810,3445,3151,0.914658926
E02003811,2433,2323,0.954788327
E02003812,2419,2134,0.88218272
E02003813,2710,2293,0.846125461
E02003814,2961,2616,0.883485309
E02003815,2897,2225,0.768035899
E02003816,3192,2537,0.794799499
E02003817,3005,2677,0.890848586
E02003818,2467,2281,0.924604783
E02003819,2540,2170,0.854330709
E02003820,2770,2519,0.909386282
E02003821,2530,2016,0.796837945
E02003822,4584,4224,0.921465969
E02003823,2967,2457,0.828109201
E02003824,2216,1917,0.865072202
E02003825,2618,2419,0.923987777
E02003826,2998,2048,0.683122081
E02003827,3882,2409,0.620556414
E02003828,2804,1941,0.692225392
E02003829,2549,2062,0.808944684
E02003830,3213,2149,0.668845316
E02003831,3660,3376,0.922404372
E02003832,2488,1673,0.672427653
E02003833,2640,2136,0.809090909
E02003834,2786,1960,0.703517588
E02003835,3303,3032,0.917953376
E02003836,3419,2562,0.749341913
E02003837,4612,4391,0.952081526
E02003838,2764,2446,0.884949349
E02003839,3291,2658,0.807657247
E02003840,4140,3866,0.933816425
E02003841,3462,2825,0.816002311
E02003842,2367,2178,0.920152091
E02003843,2612,2015,0.77143951
E02003844,2948,2611,0.88568521
E02003845,3846,2399,0.623764951
E02003846,2928,1961,0.669740437
E02003847,3844,3574,0.929760666
E02003848,2135,1548,0.725058548
E02003849,3003,1870,0.622710623
E02003850,2265,1865,0.823399558
E02003851,2375,2142,0.901894737
E02003852,2792,2579,0.923710602
E02003853,2472,2239,0.905744337
E02003854,2697,2407,0.892473118
E02003855,2811,2491,0.886161508
E02003856,4778,3698,0.773964002
E02003857,2735,2413,0.88226691
E02003858,2911,2550,0.875987633
E02003859,4801,4475,0.93209748
E02003860,2889,2678,0.926964348
E02003861,2896,2308,0.796961326
E02003862,2093,1975,0.943621596
E02003863,3014,2581,0.856337094
E02003864,3624,3232,0.89183223
E02003865,3437,2987,0.869071865
E02003866,2402,2237,0.931307244
E02003867,3140,2725,0.867834395
E02003868,3901,2858,0.732632658
E02003869,2992,2605,0.87065508
E02003870,5079,3695,0.727505414
E02003871,3058,2287,0.747874428
E02003872,4188,3885,0.92765043
E02003873,2665,1889,0.708818011
E02003874,4025,3384,0.840745342
E02003875,2681,2533,0.944796718
E02003876,2393,2016,0.842457167
E02003877,3884,3544,0.91246138
E02003878,3299,3008,0.911791452
E02003879,2800,2086,0.745
E02003880,2755,2245,0.814882033
E02003881,2730,2215,0.811355311
E02003882,3989,3058,0.766608172
E02003883,4031,3762,0.933267179
E02003884,3318,3083,0.929174201
E02003885,2408,2151,0.893272425
E02003886,2599,2056,0.79107349
E02003887,2496,2178,0.872596154
E02003888,2627,1913,0.72820708
E02003889,2297,1583,0.689159774
E02003890,2454,1994,0.812550937
E02003891,2455,2246,0.914867617
E02003892,2769,2470,0.892018779
E02003893,2819,2596,0.920893934
E02003894,3479,2958,0.850244323
E02003895,3379,2923,0.865048831
E02003896,2608,1926,0.738496933
E02003897,2228,2100,0.942549372
E02003898,2879,2643,0.918027093
E02003899,2372,1819,0.766863406
E02003900,3090,2601,0.841747573
E02003901,3369,2853,0.846838825
E02003902,2383,1726,0.724297104
E02003903,2872,2422,0.843314763
E02003904,2509,1991,0.793543244
E02003905,2556,2350,0.919405321
E02003906,2362,2018,0.854360711
E02003907,3404,2944,0.864864865
E02003908,3387,2660,0.785355772
E02003909,3914,3140,0.802248339
E02003910,3002,2058,0.685542971
E02003911,3594,3243,0.902337229
E02003912,3496,3078,0.880434783
E02003913,2564,2300,0.897035881
E02003914,3146,2455,0.780356008
E02003915,3308,2251,0.680471584
E02003916,3034,2197,0.724126566
E02003917,3167,2666,0.841806126
E02003918,2969,2567,0.864600876
E02003919,2998,2224,0.741827885
E02003920,3093,2602,0.841254446
E02003921,2517,2198,0.87326182
E02003922,3262,2699,0.827406499
E02003923,3090,2379,0.769902913
E02003924,3123,2298,0.735830932
E02003925,2892,2363,0.817081604
E02003926,3117,2882,0.924606994
E02003927,3674,3323,0.9044638
E02003928,4916,4129,0.839910496
E02003929,2957,2567,0.868109571
E02003930,3600,3179,0.883055556
E02003931,4484,3598,0.802408564
E02003932,2853,2626,0.92043463
E02003933,3078,2714,0.881741391
E02003934,2734,2479,0.906730066
E02003935,3926,3158,0.804381049
E02003936,3414,3148,0.92208553
E02003937,2396,2132,0.889816361
E02003938,2810,2385,0.848754448
E02003939,2955,2383,0.80642978
E02003940,2553,2357,0.923227575
E02003941,3098,2516,0.812136862
E02003942,3148,2388,0.758576874
E02003943,3445,2429,0.705079826
E02003944,4031,3233,0.802034235
E02003945,2656,2308,0.868975904
E02003946,3714,3213,0.865105008
E02003947,2753,2372,0.861605521
E02003948,3685,2582,0.700678426
E02003949,3472,1952,0.562211982
E02003950,2429,1983,0.816385344
E02003951,2920,2197,0.75239726
E02003952,2853,2365,0.82895198
E02003953,4232,3789,0.895321361
E02003954,3091,2278,0.736978324
E02003955,4032,3174,0.787202381
E02003956,2884,2494,0.864771151
E02003957,4192,3685,0.879055344
E02003958,3180,2760,0.867924528
E02003959,2841,2316,0.815205913
E02003960,2577,2158,0.837407839
E02003961,3866,3425,0.885928608
E02003962,2587,2102,0.812524159
E02003963,4195,2973,0.708700834
E02003964,3407,2982,0.875256824
E02003965,4705,3854,0.819128587
E02003966,2945,2746,0.932427844
E02003967,3580,3078,0.859776536
E02003968,3755,2975,0.792276964
E02003969,2898,1939,0.669082126
E02003970,3454,2969,0.859583092
E02003971,3513,3022,0.860233419
E02003972,4141,3158,0.762617725
E02003973,4132,2516,0.608906099
E02003974,3461,2502,0.722912453
E02003975,2749,2386,0.867951983
E02003976,3012,2395,0.795152722
E02003977,2680,2205,0.822761194
E02003978,2618,2062,0.787624141
E02003979,3350,2953,0.881492537
E02003980,3189,1789,0.560990906
E02003981,2990,2272,0.759866221
E02003982,3224,2688,0.833746898
E02003983,3426,2070,0.604203152
E02003984,3422,1528,0.446522501
E02003985,3088,2249,0.728303109
E02003986,3237,2063,0.637318505
E02003987,2629,2265,0.861544313
E02003988,2948,2428,0.823609227
E02003989,3335,2736,0.820389805
E02003990,4217,3684,0.873606829
E02003991,3197,2844,0.889583985
E02003992,4201,2612,0.621756725
E02003993,3720,3446,0.926344086
E02003994,3519,2292,0.651321398
E02003995,4475,2871,0.641564246
E02003996,4756,3164,0.665264929
E02003997,4280,2622,0.612616822
E02003998,3007,1894,0.629863651
E02003999,4058,3552,0.875308034
E02004000,2309,1803,0.780857514
E02004001,2735,1705,0.623400366
E02004002,4325,3584,0.82867052
E02004003,5278,4036,0.764683592
E02004004,3983,2573,0.645995481
E02004005,3605,2775,0.769764216
E02004006,3926,3542,0.902190525
E02004007,4375,3375,0.771428571
E02004008,2771,2503,0.903284013
E02004009,2493,2319,0.930204573
E02004010,3354,2300,0.68574836
E02004011,4311,3648,0.846207376
E02004012,2491,2268,0.91047772
E02004013,4319,3826,0.885853207
E02004014,3304,2968,0.898305085
E02004015,2924,2356,0.805745554
E02004016,3738,3092,0.82718031
E02004017,3865,3098,0.801552393
E02004018,3783,2608,0.689399947
E02004019,3397,2962,0.871945835
E02004020,3597,3102,0.862385321
E02004021,2404,2259,0.93968386
E02004022,2493,2292,0.919374248
E02004023,2661,2298,0.863585118
E02004024,3107,2947,0.948503379
E02004025,3656,3270,0.894420131
E02004026,3745,2862,0.764218959
E02004027,3744,3185,0.850694444
E02004028,3438,3079,0.895578825
E02004029,2845,2021,0.710369069
E02004030,2550,2222,0.871372549
E02004031,3218,2070,0.643256681
E02004032,3643,3118,0.855888004
E02004033,3828,3105,0.811128527
E02004034,3197,2643,0.826712543
E02004035,2727,2462,0.902823616
E02004036,4267,3248,0.761190532
E02004037,3154,2787,0.883639822
E02004038,3643,2803,0.769420807
E02004039,3413,2985,0.874597129
E02004040,3658,3013,0.823674139
E02004041,2938,2398,0.816201498
E02004043,3009,2541,0.8444666
E02004044,3151,2799,0.888289432
E02004045,3899,3270,0.838676584
E02004046,2738,2175,0.794375457
E02004047,2507,1775,0.708017551
E02004048,2919,2121,0.726618705
E02004049,3478,2693,0.774295572
E02004050,2969,2046,0.689120916
E02004051,3831,2737,0.714434873
E02004052,3382,2743,0.811058545
E02004053,3347,2509,0.749626531
E02004054,3731,3070,0.822835701
E02004055,3286,2393,0.728241023
E02004056,3228,2205,0.683085502
E02004057,3398,2497,0.734844026
E02004058,3638,2363,0.64953271
E02004059,3232,2482,0.767945545
E02004060,3190,2387,0.748275862
E02004061,3430,2359,0.687755102
E02004062,3680,2702,0.73423913
E02004063,3655,2881,0.788235294
E02004064,4271,2784,0.651837977
E02004065,3672,3266,0.889433551
E02004066,5124,4070,0.794301327
E02004067,2992,1729,0.577874332
E02004068,3302,2889,0.874924288
E02004069,3099,2753,0.888351081
E02004070,2763,2301,0.832790445
E02004071,2229,1884,0.845222073
E02004072,3722,3249,0.872917786
E02004073,4129,3246,0.786146767
E02004074,2582,2132,0.825716499
E02004075,3156,2851,0.903358682
E02004076,2796,2117,0.757153076
E02004077,2966,2765,0.932231962
E02004078,3159,1962,0.621082621
E02004080,4284,2862,0.668067227
E02004081,2470,2143,0.867611336
E02004082,2550,2294,0.899607843
E02004083,3310,2566,0.775226586
E02004084,2667,1780,0.667416573
E02004085,3726,3011,0.808105207
E02004086,3175,2671,0.841259843
E02004087,3414,2543,0.744874048
E02004088,3124,2755,0.881882202
E02004089,3259,2002,0.614298865
E02004090,2733,2267,0.829491401
E02004091,3905,3259,0.834571063
E02004092,4194,3310,0.789222699
E02004093,2751,2233,0.811704835
E02004094,2994,2070,0.691382766
E02004095,4463,3189,0.714541788
E02004096,3795,3498,0.92173913
E02004097,3328,2882,0.865985577
E02004098,3227,2559,0.792996591
E02004100,3216,2809,0.873445274
E02004102,3909,2718,0.695318496
E02004103,2938,2114,0.7195371
E02004104,2912,2573,0.883585165
E02004105,3845,3205,0.833550065
E02004106,3111,2728,0.87688846
E02004108,3387,2692,0.794803661
E02004109,2880,2606,0.904861111
E02004110,3136,2859,0.911670918
E02004111,2414,1922,0.796188898
E02004112,2894,2538,0.876986869
E02004113,4027,2721,0.675689099
E02004114,3163,2763,0.873537781
E02004115,3978,3320,0.834590246
E02004116,3604,2466,0.684239734
E02004117,3170,2589,0.816719243
E02004118,2700,2458,0.91037037
E02004119,4330,4030,0.930715935
E02004120,2903,2614,0.900447813
E02004121,2800,2591,0.925357143
E02004122,2472,2270,0.91828479
E02004123,2816,2398,0.8515625
E02004124,3141,2558,0.814390322
E02004125,3775,3023,0.800794702
E02004126,3009,2357,0.783316717
E02004128,4296,3789,0.88198324
E02004129,2363,2222,0.940330089
E02004130,2873,2137,0.743821789
E02004131,2421,2104,0.869062371
E02004132,3349,3110,0.928635414
E02004133,3711,3079,0.8296955
E02004134,2810,2561,0.9113879
E02004135,3604,3234,0.897336293
E02004136,3398,3047,0.896703943
E02004137,2375,2153,0.906526316
E02004138,3564,2812,0.789001122
E02004139,3032,2428,0.800791557
E02004140,2606,1961,0.752494244
E02004141,2472,2248,0.909385113
E02004142,2224,2021,0.908723022
E02004143,2679,2313,0.863381859
E02004144,2973,2541,0.85469223
E02004145,2896,2434,0.840469613
E02004146,3043,2425,0.796910943
E02004147,3328,2268,0.681490385
E02004148,3350,2564,0.765373134
E02004149,2681,2323,0.866467736
E02004150,2835,2019,0.712169312
E02004151,3284,2671,0.813337393
E02004152,2986,1815,0.607836571
E02004153,3219,2587,0.803665735
E02004154,3183,2271,0.713477851
E02004155,3305,2307,0.698033283
E02004156,4766,2273,0.476919849
E02004157,2993,2207,0.737387237
E02004158,3317,2372,0.71510401
E02004159,3939,3473,0.881695862
E02004160,3030,2417,0.797689769
E02004161,3313,2200,0.664050709
E02004162,3247,2556,0.787188174
E02004163,3144,2428,0.772264631
E02004164,2747,2563,0.933017838
E02004165,3433,3084,0.898339645
E02004166,2715,2413,0.888766114
E02004167,3015,2207,0.732006633
E02004168,2734,1873,0.685076811
E02004169,2858,2628,0.919524143
E02004170,3223,2667,0.827489916
E02004171,3144,2846,0.905216285
E02004172,2571,2367,0.920653442
E02004173,2922,2722,0.93155373
E02004174,3396,2692,0.792697291
E02004175,2491,1649,0.661983139
E02004176,2421,2097,0.866171004
E02004177,2541,1881,0.74025974
E02004178,2260,2067,0.91460177
E02004179,3717,3114,0.837772397
E02004180,2273,2138,0.940607127
E02004181,2571,1925,0.7487359
E02004182,2896,1765,0.609461326
E02004183,2654,1985,0.747927656
E02004184,3532,2708,0.766704417
E02004185,2510,2192,0.873306773
E02004186,3426,3046,0.889083479
E02004187,3966,3357,0.846444781
E02004188,2743,2468,0.899744805
E02004189,2417,2248,0.93007861
E02004190,3285,2963,0.901978691
E02004191,3848,2858,0.742723493
E02004192,3230,2961,0.916718266
E02004193,4741,4151,0.875553681
E02004194,2655,2436,0.917514124
E02004195,2635,1951,0.740417457
E02004196,3111,2855,0.917711347
E02004197,2874,2636,0.917188587
E02004198,2980,2355,0.790268456
E02004199,2550,2292,0.898823529
E02004200,2532,2232,0.881516588
E02004201,2231,2070,0.927835052
E02004202,3332,2986,0.896158463
E02004203,2425,2240,0.92371134
E02004204,4038,3577,0.885834572
E02004205,2759,2280,0.826386372
E02004206,3216,2281,0.709266169
E02004207,2534,2342,0.924230466
E02004208,3423,3013,0.880222027
E02004209,3553,3049,0.858148044
E02004210,3268,2029,0.620869033
E02004211,2946,2678,0.909029192
E02004212,2494,2108,0.845228549
E02004213,2049,1862,0.908735969
E02004214,2821,1858,0.658631691
E02004215,2390,1792,0.749790795
E02004216,2383,2025,0.849769198
E02004217,3382,2868,0.848018924
E02004218,2462,2154,0.874898457
E02004219,2297,2118,0.922072268
E02004220,3027,2381,0.78658738
E02004221,2767,2353,0.850379472
E02004222,2762,1869,0.676683563
E02004223,4793,3761,0.784686
E02004224,2640,2410,0.912878788
E02004225,2438,1929,0.791222313
E02004226,3047,2815,0.923859534
E02004227,3682,3270,0.888104291
E02004228,2830,2645,0.934628975
E02004229,3272,2981,0.91106357
E02004230,3242,2624,0.809376928
E02004231,2710,2468,0.910701107
E02004232,2639,2469,0.93558166
E02004233,5467,4410,0.806658131
E02004234,2630,2415,0.918250951
E02004235,2765,2436,0.881012658
E02004236,2440,2161,0.885655738
E02004237,3105,2650,0.853462158
E02004238,3503,2834,0.809020839
E02004239,2627,2327,0.885801294
E02004240,2576,1857,0.720885093
E02004241,4132,3153,0.763068732
E02004242,3092,2650,0.857050453
E02004243,2605,2429,0.93243762
E02004244,3096,2891,0.93378553
E02004245,2965,2727,0.919730185
E02004246,3040,2841,0.934539474
E02004247,2373,2249,0.94774547
E02004248,3492,3020,0.864833906
E02004249,2223,2090,0.94017094
E02004250,3569,2928,0.820397871
E02004251,2757,2495,0.904969169
E02004252,3422,2669,0.779953244
E02004253,3944,3561,0.902890467
E02004254,4078,3784,0.927905836
E02004255,3399,2807,0.825831127
E02004256,3769,3525,0.935261343
E02004257,3235,2653,0.820092736
E02004258,4545,3978,0.875247525
E02004259,2759,2553,0.925335266
E02004260,3328,3109,0.934194712
E02004261,4438,3605,0.812302839
E02004262,3197,2993,0.936190178
E02004263,2463,2237,0.908241981
E02004264,3372,2940,0.871886121
E02004265,3690,3057,0.828455285
E02004266,3313,2978,0.898883187
E02004267,2241,2024,0.903168228
E02004268,4504,3515,0.780417407
E02004269,4213,3244,0.769997626
E02004270,3226,2996,0.928704278
E02004271,4408,3980,0.902903811
E02004272,4925,4527,0.919187817
E02004273,3338,2784,0.834032355
E02004274,3001,2326,0.775074975
E02004275,3366,3055,0.907605466
E02004276,2813,2134,0.75862069
E02004277,4573,3335,0.72928056
E02004278,3876,3155,0.813983488
E02004279,3323,3033,0.912729461
E02004280,3324,2856,0.859205776
E02004281,3176,2473,0.778652393
E02004282,3912,3342,0.854294479
E02004283,3709,2979,0.803181451
E02004284,4743,2807,0.591819524
E02004285,3299,2305,0.698696575
E02004286,2122,1726,0.8133836
E02004287,2399,1945,0.810754481
E02004288,2094,1458,0.696275072
E02004289,3081,2442,0.792599805
E02004290,2518,2200,0.873709293
E02004291,3131,2199,0.702331523
E02004292,3523,2846,0.807834232
E02004293,4412,2734,0.619673617
E02004294,3655,3047,0.833652531
E02004295,3213,2545,0.792094616
E02004296,3529,2587,0.733068858
E02004297,3550,2849,0.802535211
E02004298,4178,3488,0.83484921
E02004299,3758,2736,0.728046833
E02004300,3491,2302,0.659409911
E02004301,3913,2398,0.612829031
E02004302,3530,2246,0.636260623
E02004303,5253,3747,0.713306682
E02004304,3896,2761,0.708675565
E02004305,3816,2685,0.703616352
E02004306,2681,2184,0.81462141
E02004307,2878,2164,0.751911049
E02004308,2987,2631,0.880816873
E02004309,2769,1995,0.720476706
E02004310,3526,2650,0.751559841
E02004311,4118,3208,0.779018941
E02004312,3409,2840,0.833088882
E02004313,2957,1618,0.547176192
E02004314,2363,1381,0.584426576
E02004315,3845,3188,0.829128739
E02004316,2644,1899,0.718229955
E02004317,3554,2467,0.69414744
E02004318,2666,2119,0.794823706
E02004319,3293,2529,0.767992712
E02004320,3851,2999,0.778758764
