GEO_CODE,Total_households,Households_with_at_least_one_vars_or_vans,Per_cent_of_households_with_at_least_one_car_or_van
E02006606,3310,3074,0.928700906
E02006607,2981,2722,0.913116404
E02006608,2343,2173,0.927443449
E02006609,2729,2526,0.925613778
E02006610,2784,2566,0.921695402
E02006611,4165,3692,0.886434574
E02006612,4656,3724,0.799828179
E02006613,3028,2408,0.795244386
E02006614,4149,3632,0.875391661
E02006615,2608,2351,0.901457055
E02006616,3264,2818,0.863357843
E02006617,3877,2934,0.756770699
E02006618,2377,2183,0.918384518
E02006619,3192,2937,0.920112782
E02006620,4024,3383,0.840705765
E02006621,3330,2946,0.884684685
E02006622,3466,2900,0.836699365
E02006623,3340,2686,0.804191617
E02006624,2862,2526,0.882599581
E02006625,3295,2628,0.797572079
E02006626,3001,2348,0.782405865
E02006627,3758,3060,0.814262906
E02006628,3969,2742,0.690854119
E02006629,3391,2367,0.698024182
E02006630,4164,2637,0.633285303
E02006631,4945,2728,0.551668352
E02006632,3783,2982,0.788263283
E02006633,3740,3080,0.823529412
E02006634,3533,3214,0.909708463
E02006635,3415,2772,0.811713031
E02006636,3059,2646,0.864988558
E02006637,4505,3837,0.851720311
E02006638,3076,2205,0.716840052
E02006639,3391,3112,0.917723385
E02006640,2941,2703,0.919075145
E02006641,2968,2681,0.903301887
E02006642,2412,2197,0.910862355
E02006643,4512,3880,0.859929078
E02006644,2782,2486,0.893601725
E02006645,2992,2655,0.88736631
E02006646,2242,2001,0.89250669
E02006647,2337,2236,0.956782199
E02006648,2398,2222,0.926605505
E02006649,2979,2417,0.811346089
E02006650,4387,3984,0.90813768
E02006651,2760,2607,0.944565217
E02006652,3703,3157,0.852551985
E02006653,3989,3459,0.86713462
E02006654,4291,3082,0.718247495
E02006655,2703,2543,0.940806511
E02006656,2867,2540,0.885943495
E02006657,3951,3273,0.828397874
E02006658,3162,2692,0.851359899
E02006659,2997,2694,0.898898899
E02006660,5481,4625,0.84382412
E02006661,2808,2631,0.936965812
E02006662,2367,2007,0.847908745
E02006663,4264,3618,0.848499062
E02006664,2683,2477,0.923220276
E02006665,2953,2613,0.884862851
E02006666,2338,1918,0.820359281
E02006667,2509,1853,0.738541251
E02006668,2517,2002,0.795391339
E02006669,4358,3765,0.863928408
E02006670,3068,2275,0.741525424
E02006671,2791,1988,0.712289502
E02006672,2728,2391,0.876466276
E02006673,2435,1696,0.69650924
E02006674,2425,1845,0.760824742
E02006675,3229,3023,0.936203159
E02006676,2658,2347,0.882994733
E02006677,3201,2946,0.920337395
E02006678,3033,2631,0.867457962
E02006679,3872,3577,0.923811983
E02006680,3251,2522,0.775761304
E02006681,2538,2299,0.905831363
E02006682,4286,3496,0.815678955
E02006683,3094,2803,0.905946994
E02006684,2778,1966,0.707703384
E02006685,3234,2667,0.824675325
E02006686,2130,1663,0.780751174
E02006687,3017,2387,0.791183295
E02006688,2447,1986,0.811606048
E02006689,2584,2396,0.927244582
E02006690,2865,2577,0.89947644
E02006691,5595,4653,0.831635389
E02006692,2290,1848,0.8069869
E02006693,2462,2068,0.839967506
E02006694,2791,2143,0.767825152
E02006695,2762,2537,0.918537292
E02006696,2504,2309,0.922124601
E02006697,3030,2823,0.931683168
E02006698,2674,2293,0.857516829
E02006699,2569,2255,0.877773453
E02006700,2308,2134,0.924610052
E02006701,2383,2227,0.934536299
E02006702,2427,2052,0.845488257
E02006703,2891,2690,0.930473884
E02006704,2717,2435,0.896209054
E02006705,2819,2322,0.823696346
E02006706,3062,2283,0.745591117
E02006707,2638,2464,0.93404094
E02006708,3418,2566,0.750731422
E02006709,2850,2666,0.935438596
E02006710,3402,3056,0.898295121
E02006711,3235,3005,0.928902628
E02006712,2842,2675,0.941238564
E02006713,2881,2261,0.784796946
E02006714,2293,2086,0.909725251
E02006715,3455,2979,0.862228654
E02006716,2740,1954,0.713138686
E02006717,2426,2213,0.912201154
E02006718,2730,2198,0.805128205
E02006719,3229,2801,0.867451223
E02006720,2979,2651,0.889895938
E02006721,2401,2164,0.901291129
E02006722,2312,1630,0.705017301
E02006723,3441,2471,0.718105202
E02006724,2742,1747,0.637126185
E02006725,2411,1828,0.758191622
E02006726,2594,2036,0.784888204
E02006727,2475,2169,0.876363636
E02006728,2961,2567,0.866936846
E02006729,2831,2445,0.86365242
E02006730,2391,1661,0.694688415
E02006731,2597,2022,0.778590682
E02006732,3007,2679,0.890921184
E02006733,2559,2252,0.880031262
E02006734,3494,3060,0.875787064
E02006735,2379,1312,0.551492224
E02006736,2829,2576,0.910569106
E02006737,3464,2753,0.794745958
E02006738,3649,2417,0.662373253
E02006739,2106,1742,0.827160494
E02006740,3554,2265,0.637310073
E02006741,2151,2025,0.941422594
E02006742,3544,2448,0.690744921
E02006743,2579,1970,0.763861962
E02006744,3262,2146,0.657878602
E02006745,3252,2813,0.86500615
E02006746,3297,2801,0.849560206
E02006747,2482,2285,0.920628525
E02006748,2765,2540,0.918625678
E02006749,2185,1746,0.799084668
E02006750,2587,1951,0.754155392
E02006751,2561,2001,0.781335416
E02006752,2730,2552,0.934798535
E02006753,2595,2385,0.919075145
E02006754,2243,2152,0.959429336
E02006755,2212,2129,0.962477396
E02006756,2085,1955,0.93764988
E02006757,2854,2633,0.922564821
E02006758,2134,1953,0.915182755
E02006759,3285,2645,0.805175038
E02006760,3293,2952,0.896447009
E02006761,2776,1901,0.684798271
E02006762,2422,2133,0.880677126
E02006763,2619,2328,0.888888889
E02006764,2210,1787,0.808597285
E02006765,2696,2365,0.877225519
E02006766,3214,3001,0.933727442
E02006767,3804,3336,0.876971609
E02006768,2910,2491,0.856013746
E02006769,3047,2645,0.868066951
E02006770,3196,2106,0.658948686
E02006771,2933,2536,0.86464371
E02006772,2815,2270,0.806394316
E02006773,3790,2845,0.750659631
E02006774,3347,2638,0.788168509
E02006775,2070,1375,0.664251208
E02006776,2817,2476,0.878949237
E02006777,3248,2880,0.886699507
E02006778,2894,2498,0.863165169
E02006779,3497,2895,0.827852445
E02006780,2617,2080,0.79480321
E02006781,989,497,0.502527806
E02006782,3091,2306,0.746036881
E02006783,2893,1619,0.559626685
E02006784,3168,1821,0.574810606
E02006785,2567,1921,0.748344371
E02006786,2599,1615,0.621392843
E02006787,3034,2405,0.792682927
E02006788,2903,1836,0.63244919
E02006789,2662,2388,0.897069872
E02006790,3047,2651,0.870036101
E02006791,3068,1904,0.620599739
E02006792,4035,2319,0.57472119
E02006793,3356,1669,0.497318236
E02006794,2911,1033,0.354860873
E02006795,2639,2139,0.810534293
E02006796,3321,2649,0.79765131
E02006798,3210,1150,0.358255452
E02006799,3624,2300,0.634657837
E02006800,4170,2857,0.685131894
E02006801,3840,1230,0.3203125
E02006802,2867,899,0.31356819
E02006803,3763,3248,0.863141111
E02006804,3461,2619,0.756717712
E02006805,3197,2161,0.6759462
E02006806,3305,2596,0.785476551
E02006807,3013,2535,0.841354132
E02006808,2393,2023,0.845382365
E02006809,3083,2594,0.841388258
E02006810,4177,3006,0.719655255
E02006811,3927,3502,0.891774892
E02006812,3354,2434,0.725700656
E02006813,3791,2402,0.633605909
E02006814,3517,2862,0.813761729
E02006815,3739,2377,0.635731479
E02006816,2809,2533,0.901744393
E02006817,2974,2156,0.724949563
E02006818,3277,2791,0.851693622
E02006819,3254,1905,0.585433313
E02006820,4117,3553,0.863007044
E02006821,2630,2276,0.86539924
E02006822,3602,2990,0.830094392
E02006823,3422,3190,0.93220339
E02006824,3760,3395,0.902925532
E02006825,2713,2439,0.899004792
E02006826,4381,3338,0.761926501
E02006827,3355,2272,0.677198212
E02006828,2722,2364,0.86847906
E02006829,2772,2550,0.91991342
E02006830,2771,2097,0.75676651
E02006831,2636,2285,0.866843703
E02006832,2468,2233,0.904781199
E02006833,4211,3656,0.868202327
E02006834,3661,1906,0.520622781
E02006835,2520,2051,0.813888889
E02006836,3195,2859,0.894835681
E02006837,4130,3720,0.900726392
E02006838,2809,2576,0.917052332
E02006839,3271,3047,0.931519413
E02006840,4501,3710,0.824261275
E02006841,3949,1862,0.471511775
E02006842,2231,1236,0.554011654
E02006843,3270,1172,0.358409786
E02006844,3155,1029,0.32614897
E02006845,3352,2913,0.869033413
E02006846,2887,2527,0.875303083
E02006847,3551,3358,0.945649113
E02006848,2892,2614,0.903872752
E02006849,3437,3247,0.944719232
E02006850,3215,1005,0.312597201
E02006851,2961,857,0.289429247
E02006852,4551,3534,0.77653263
E02006853,3320,1127,0.339457831
E02006854,2991,1090,0.364426613
E02006855,2356,1616,0.685908319
E02006856,4786,2800,0.585039699
E02006857,3856,2919,0.757002075
E02006858,3224,2798,0.867866005
E02006859,2680,2401,0.895895522
E02006860,4028,2641,0.655660377
E02006861,3887,2035,0.523540005
E02006862,2499,2084,0.833933573
E02006863,3382,3048,0.901241869
E02006864,3361,3003,0.893484082
E02006865,2987,2673,0.894877804
E02006866,2792,2394,0.857449857
E02006867,3278,2761,0.842281879
E02006868,5068,2408,0.475138122
E02006869,4820,3358,0.696680498
E02006870,5429,4147,0.763860748
E02006871,5158,4004,0.776269872
E02006872,5413,4669,0.862553113
E02006873,2608,2392,0.917177914
E02006874,3172,2879,0.907629256
E02006875,3569,1536,0.430372653
E02006876,3492,1616,0.46277205
E02006877,3205,2661,0.830265211
E02006878,3373,2920,0.865698192
E02006879,3842,1660,0.432066632
E02006880,3683,2205,0.598696715
E02006881,4270,2897,0.678454333
E02006882,4342,3667,0.844541686
E02006883,3204,2104,0.656679151
E02006884,5412,3974,0.734294161
E02006885,3898,2746,0.704463828
E02006886,4365,4003,0.917067583
E02006887,3380,1527,0.451775148
E02006888,2857,1377,0.481974099
E02006889,3015,1352,0.448424544
E02006890,3621,2236,0.617508975
E02006891,3114,2749,0.882787412
E02006892,2956,2105,0.712110961
E02006893,4739,3643,0.76872758
E02006894,4471,2429,0.543278909
E02006895,3179,1347,0.42371815
E02006896,3102,1223,0.394261767
E02006897,3150,1125,0.357142857
E02006898,3371,1796,0.532779591
E02006899,3433,1471,0.428488203
E02006900,4067,2281,0.560855668
E02006901,4174,2535,0.607331097
E02006902,3368,1171,0.347684086
E02006903,4957,3707,0.74783135
E02006904,3787,1563,0.412727753
E02006905,3324,1547,0.465403129
E02006906,5154,4517,0.876406674
E02006907,3076,1795,0.583550065
E02006908,2880,1891,0.656597222
E02006909,4986,4422,0.886883273
E02006910,4301,2828,0.657521507
E02006911,4638,4230,0.912031048
E02006912,3885,1358,0.34954955
E02006913,2939,1301,0.442667574
E02006914,2299,818,0.355806873
E02006915,3047,1511,0.495897604
E02006916,3274,1664,0.508246793
E02006917,3087,1758,0.569484937
E02006918,3113,1129,0.362672663
E02006919,3595,2975,0.827538248
E02006920,3155,2680,0.849445325
E02006921,2909,988,0.339635614
E02006922,5729,4557,0.795426776
E02006924,4020,2949,0.73358209
E02006925,4102,3500,0.853242321
E02006926,2841,2629,0.925378388
E02006927,3338,2243,0.671959257
E02006928,2977,1253,0.420893517
E02006929,3333,1564,0.469246925
E02006930,2876,1615,0.561543811
E02006931,4113,2102,0.511062485
E02006932,3201,858,0.268041237
E02006933,3135,1706,0.544178628
E02006934,2782,1391,0.5
W02000001,3793,3156,0.832059056
W02000002,2916,2595,0.889917695
W02000003,4673,2902,0.621014338
W02000004,3241,2822,0.870718914
W02000005,3997,3450,0.863147361
W02000006,2847,2288,0.803652968
W02000007,3003,2582,0.85980686
W02000008,2789,2331,0.835783435
W02000009,3335,2951,0.884857571
W02000010,2785,1606,0.576660682
W02000011,3011,2198,0.729990037
W02000012,3546,2921,0.823745065
W02000013,2720,2357,0.866544118
W02000014,2949,2400,0.813835198
W02000015,3508,2412,0.687571266
W02000016,2767,2197,0.794000723
W02000017,3335,2775,0.832083958
W02000018,2997,2215,0.739072406
W02000019,3218,2592,0.805469236
W02000020,2958,2518,0.851250845
W02000021,3654,2871,0.785714286
W02000022,2881,2391,0.829920167
W02000023,2698,2304,0.853965901
W02000024,2556,2142,0.838028169
W02000025,3160,2329,0.737025316
W02000026,3730,3015,0.808310992
W02000027,4228,2511,0.593897824
W02000028,3043,2182,0.717055537
W02000029,2806,2439,0.869208838
W02000030,3002,2240,0.746169221
W02000031,3606,2937,0.814475874
W02000032,3539,2981,0.842328341
W02000033,3002,1931,0.643237841
W02000034,3258,2681,0.822897483
W02000035,3763,2971,0.789529631
W02000036,4986,3875,0.777176093
W02000037,3023,2477,0.819384717
W02000038,2755,2286,0.829764065
W02000039,3502,2783,0.794688749
W02000040,2807,2578,0.91841824
W02000041,3857,3177,0.823697174
W02000042,2622,2057,0.784515637
W02000043,2217,1694,0.764095625
W02000044,2391,1958,0.818904224
W02000045,4084,2336,0.571988247
W02000047,2058,1219,0.592322643
W02000049,2709,2319,0.856035437
W02000050,2789,2326,0.833990678
W02000051,2263,1942,0.858152894
W02000052,2305,1636,0.709761388
W02000053,2631,2357,0.895857089
W02000054,2460,2311,0.939430894
W02000055,2406,1974,0.820448878
W02000056,2172,1960,0.902394107
W02000057,2786,2285,0.82017229
W02000058,2291,1939,0.846355303
W02000059,2691,2265,0.841694537
W02000060,4491,3386,0.753952349
W02000061,2862,1817,0.63487072
W02000062,2400,2160,0.9
W02000063,3506,3238,0.923559612
W02000064,2596,1839,0.708397535
W02000065,3000,2647,0.882333333
W02000066,4150,2909,0.700963855
W02000067,2494,2296,0.920609463
W02000068,2453,1921,0.783122707
W02000069,2524,2289,0.906893819
W02000070,4266,3905,0.915377403
W02000071,3049,2775,0.91013447
W02000072,4668,3791,0.812125107
W02000073,4313,3405,0.789473684
W02000074,4098,3281,0.800634456
W02000075,2224,2073,0.932104317
W02000076,3169,2829,0.892710634
W02000077,2536,2182,0.860410095
W02000080,3287,2635,0.801642835
W02000081,2331,1816,0.779064779
W02000082,3171,2407,0.759066541
W02000083,3668,2911,0.793620502
W02000084,2240,1988,0.8875
W02000085,3965,3181,0.802269861
W02000086,2239,1636,0.730683341
W02000087,2938,1545,0.525867937
W02000088,3515,2525,0.718349929
W02000089,3781,2467,0.652472891
W02000090,2422,1960,0.809248555
W02000091,2636,2156,0.817905918
W02000092,3079,2158,0.700876908
W02000093,2826,2430,0.859872611
W02000094,3818,2736,0.716605553
W02000095,2697,2463,0.91323693
W02000096,2839,2364,0.832687566
W02000097,3893,3513,0.902388903
W02000098,2641,2422,0.917076865
W02000099,2955,2167,0.733333333
W02000100,2748,2311,0.840975255
W02000101,2350,2168,0.922553191
W02000102,2652,2427,0.915158371
W02000103,2349,2196,0.9348659
W02000104,2880,2174,0.754861111
W02000105,2135,1523,0.713348946
W02000106,2954,2562,0.867298578
W02000107,4449,3907,0.878174871
W02000108,3210,2820,0.878504673
W02000109,2583,1865,0.722028649
W02000110,3072,2723,0.886393229
W02000111,3751,3332,0.888296454
W02000113,3635,2763,0.760110041
W02000114,2970,2705,0.910774411
W02000116,3291,2886,0.876937101
W02000117,3321,1803,0.542908762
W02000118,2840,2051,0.722183099
W02000120,3257,2797,0.858765735
W02000122,2921,2609,0.893187265
W02000123,3432,2927,0.852855478
W02000124,4165,3227,0.774789916
W02000125,3308,2973,0.898730351
W02000126,3537,3185,0.900480633
W02000127,4462,3627,0.812864186
W02000128,3130,2743,0.876357827
W02000129,2807,2584,0.920555753
W02000130,3118,2158,0.692110327
W02000131,3020,2442,0.808609272
W02000132,2702,2394,0.886010363
W02000133,3322,2975,0.895544852
W02000134,3633,3211,0.883842554
W02000135,3097,2246,0.725217953
W02000136,3708,3247,0.875674218
W02000137,3047,2162,0.709550377
W02000138,4171,3128,0.749940062
W02000139,3318,2975,0.896624473
W02000140,3046,2357,0.773801707
W02000141,3004,2192,0.729693742
W02000142,2406,2103,0.874064838
W02000143,2516,2194,0.872019078
W02000144,3274,2924,0.893097129
W02000145,3124,2756,0.882202305
W02000146,2732,2555,0.935212299
W02000147,3221,2685,0.833592052
W02000148,2267,1682,0.741949713
W02000149,2945,2121,0.720203735
W02000151,3209,2608,0.812714241
W02000152,3387,2850,0.841452613
W02000153,3351,2973,0.887197851
W02000154,3344,2619,0.78319378
W02000156,3381,2912,0.861283644
W02000157,3845,3283,0.853836151
W02000158,2409,2078,0.862598589
W02000159,2575,1972,0.765825243
W02000160,3193,2781,0.870967742
W02000161,2320,1710,0.737068966
W02000162,3781,2968,0.784977519
W02000163,2371,1714,0.722901729
W02000164,3035,2362,0.778253707
W02000165,2827,2066,0.730810046
W02000166,3616,2778,0.768252212
W02000167,4551,2760,0.606460119
W02000168,2661,2163,0.812852311
W02000169,4034,3251,0.805899851
W02000170,3868,3112,0.804550155
W02000171,3288,2969,0.902980535
W02000172,4201,3291,0.783384908
W02000173,2987,2623,0.878138601
W02000174,3867,3248,0.839927592
W02000175,3416,2364,0.692037471
W02000176,4011,2902,0.723510347
W02000177,2982,2460,0.824949698
W02000178,3753,2154,0.573940847
W02000179,2807,2428,0.864980406
W02000180,3416,2360,0.690866511
W02000181,2980,2090,0.701342282
W02000182,3446,2531,0.734474753
W02000183,4279,2534,0.592194438
W02000184,3176,2386,0.751259446
W02000185,2175,1914,0.88
W02000186,3850,1892,0.491428571
W02000187,2373,2118,0.892541087
W02000188,3321,2165,0.651912075
W02000189,3678,2693,0.732191408
W02000190,2027,1757,0.866798224
W02000191,3916,2789,0.712206333
W02000192,5079,2429,0.478243749
W02000193,3609,2168,0.600720421
W02000194,2448,2011,0.821486928
W02000195,2672,2325,0.870134731
W02000196,3062,2339,0.763879817
W02000197,2637,2438,0.924535457
W02000198,3478,2933,0.843300748
W02000200,2232,1766,0.791218638
W02000201,2336,1786,0.764554795
W02000202,4904,3935,0.802406199
W02000203,2813,2192,0.779239246
W02000204,2940,2555,0.869047619
W02000205,2595,2022,0.779190751
W02000206,3367,1931,0.573507574
W02000207,2139,1874,0.876110332
W02000208,3773,2958,0.783991519
W02000209,2264,1450,0.640459364
W02000210,2663,1859,0.698084867
W02000211,3588,2370,0.660535117
W02000212,3342,2572,0.769599042
W02000213,2924,2444,0.835841313
W02000214,4151,2688,0.647554806
W02000215,4234,2721,0.6426547
W02000216,3019,2224,0.736667771
W02000217,2716,2161,0.795655376
W02000218,2966,1946,0.656102495
W02000219,3223,2278,0.706794912
W02000220,3449,2540,0.736445346
W02000221,3230,2338,0.723839009
W02000222,2585,2032,0.786073501
W02000223,2337,1903,0.814291827
W02000224,2556,1987,0.777386541
W02000225,3783,2841,0.750991277
W02000226,4163,3535,0.84914725
W02000227,3023,2262,0.748263315
W02000228,2350,1997,0.849787234
W02000229,2616,2029,0.775611621
W02000230,2171,1971,0.907876555
W02000231,3770,2478,0.65729443
W02000232,2427,2191,0.90276061
W02000233,2602,2095,0.805149885
W02000234,4112,3561,0.866001946
W02000235,4073,3299,0.809968082
W02000236,3079,2413,0.783696005
W02000237,2158,2028,0.939759036
W02000238,2715,2444,0.900184162
W02000239,2688,2541,0.9453125
W02000240,3628,2871,0.791345094
W02000241,4554,3639,0.799077734
W02000242,3333,2851,0.855385539
W02000243,3784,2589,0.684196617
W02000244,4318,3724,0.862436313
W02000245,3586,2774,0.773563859
W02000246,2347,2144,0.913506604
W02000247,3637,3104,0.853450646
W02000248,4624,3084,0.666955017
W02000249,3934,2678,0.680732079
W02000250,4307,3745,0.869514743
W02000251,3892,2921,0.750513875
W02000252,3742,2679,0.715927312
W02000253,2722,1963,0.721160911
W02000254,3356,2488,0.74135876
W02000255,2718,1995,0.733995585
W02000256,4329,2888,0.667128667
W02000257,3282,2186,0.666057282
W02000258,2573,1613,0.626894675
W02000259,2427,1508,0.621343222
W02000260,2640,1667,0.631439394
W02000261,3362,2356,0.700773349
W02000262,2322,1657,0.713608958
W02000263,2694,1913,0.710096511
W02000264,2657,1661,0.625141137
W02000265,3944,2633,0.667596349
W02000266,3183,2293,0.72038957
W02000267,2804,1934,0.689728959
W02000268,4030,2790,0.692307692
W02000269,3598,2548,0.708171206
W02000270,2888,2198,0.761080332
W02000271,2487,1587,0.638118215
W02000272,4294,3185,0.74173265
W02000273,3732,2268,0.607717042
W02000274,3921,2945,0.751083907
W02000275,2501,1875,0.74970012
W02000276,2518,2007,0.79706116
W02000277,3098,2398,0.774047773
