MSOA_code,under_70,over70-74,over75-79,over80,total
E02004630,937,500,359,473,2269
E02004631,443,262,207,229,1141
E02004632,1393,698,535,709,3335
E02004633,1118,592,400,467,2577
E02004634,1308,698,536,708,3250
E02004635,148,125,79,72,424
E02004636,1404,451,361,456,2672
E02004637,1860,393,303,583,3139
E02004638,1068,323,230,341,1962
E02004639,1482,338,300,503,2623
E02004640,1135,163,153,195,1646
E02004641,1279,528,519,698,3024
E02004642,2190,500,375,392,3457
E02004643,1246,201,145,227,1819
E02004644,1654,315,244,331,2544
E02004645,1756,490,347,393,2986
E02004646,1541,411,295,380,2627
E02004647,1156,343,254,426,2179
E02004648,1064,434,380,412,2290
E02004649,1284,218,147,145,1794
E02004650,1919,349,247,333,2848
E02004651,1570,479,313,361,2723
E02004652,959,529,439,618,2545
E02004653,1013,495,343,476,2327
E02004654,1591,701,500,672,3464
E02004655,1128,439,316,453,2336
E02004656,1518,566,351,545,2980
E02004657,900,404,311,364,1979
E02004658,795,409,293,375,1872
E02004659,1067,491,370,481,2409
E02004660,888,563,447,679,2577
E02004661,1285,627,443,598,2953
E02004662,957,412,289,384,2042
E02004663,925,445,294,396,2060
E02004664,995,344,269,448,2056
E02004665,1134,562,464,566,2726
E02004666,1788,546,418,480,3232
E02004667,1860,774,584,820,4038
E02004668,1361,816,591,681,3449
E02004669,1115,551,395,504,2565
E02004670,2190,762,679,1044,4675
E02004671,1348,498,357,393,2596
E02004672,2259,642,529,788,4218
E02004673,1257,411,342,513,2523
E02004674,1865,495,377,528,3265
E02006047,1452,643,451,514,3060
E02006048,1082,484,332,384,2282
E02006049,1466,573,434,528,3001
E02006050,1598,388,275,452,2713
E02006051,1403,579,449,660,3091
E02006052,1268,486,420,549,2723
E02006053,2141,522,381,474,3518
E02006054,1565,610,487,821,3483
E02006055,1277,447,303,389,2416
E02006056,1130,552,385,480,2547
E02006057,1209,505,335,457,2506
E02006058,1241,523,380,508,2652
E02006059,1071,542,352,462,2427
E02006060,1134,417,335,566,2452
E02006061,1418,636,509,688,3251
E02006062,1857,926,708,947,4438
E02006063,980,565,409,471,2425
E02006064,1141,657,552,873,3223
E02006065,1614,540,459,457,3070
E02006066,1355,633,472,535,2995
E02006067,1209,537,417,563,2726
E02006068,888,329,209,316,1742
E02006069,1188,403,232,402,2225
E02006070,1024,417,309,377,2127
E02006071,1324,561,395,603,2883
E02006072,1441,763,555,659,3418
E02006073,931,320,220,329,1800
E02006074,1528,581,421,510,3040
E02006075,618,309,251,307,1485
E02006076,1789,702,563,769,3823
E02006077,996,477,358,560,2391
E02006078,967,524,324,452,2267
E02006079,1371,522,397,521,2811
E02006080,1055,384,295,378,2112
E02006081,873,462,351,441,2127
E02006082,1190,535,412,415,2552
E02006083,967,465,323,408,2163
E02006084,1356,611,457,628,3052
E02006085,1208,450,299,341,2298
E02006086,1179,425,326,404,2334
E02006087,880,240,210,312,1642
E02006088,1306,325,223,361,2215
E02006089,1191,246,183,329,1949
E02006090,1149,351,267,473,2240
E02006091,1715,789,622,703,3829
E02006092,1079,479,320,358,2236
E02006093,1370,680,546,758,3354
E02006094,813,447,328,432,2020
E02006095,1451,633,505,658,3247
E02006096,1087,502,340,429,2358
E02006097,926,375,303,538,2142
E02006098,1215,680,509,557,2961
E02006099,1464,461,335,404,2664
E02006100,1423,440,361,486,2710
E02006101,942,381,339,424,2086
E02006102,1317,353,266,417,2353
E02006103,1268,630,481,602,2981
E02006104,1860,431,350,394,3035
E02006105,2099,430,327,489,3345
E02006106,2231,466,345,505,3547
E02006107,1580,393,260,375,2608
E02006108,1626,499,446,971,3542
E02006109,1755,550,477,710,3492
E02006110,1506,522,350,541,2919
E02006111,1516,875,673,888,3952
E02006112,1494,583,422,630,3129
E02006113,1167,547,475,834,3023
E02006114,969,624,471,728,2792
E02006115,1321,645,524,624,3114
E02006116,1399,776,593,709,3477
E02006117,874,519,413,521,2327
E02002905,1117,493,386,409,2405
E02002906,949,343,254,446,1992
E02002907,1190,409,321,465,2385
E02002908,1613,773,566,653,3605
E02002909,2003,909,597,810,4319
E02002910,1276,567,467,643,2953
E02002911,1652,726,494,701,3573
E02002912,1226,470,335,445,2476
E02002913,1146,526,401,468,2541
E02002914,1470,479,387,525,2861
E02002915,1361,400,400,661,2822
E02002916,1618,422,281,429,2750
E02002917,1058,338,258,416,2070
E02002918,1070,366,292,543,2271
E02002919,1421,413,298,419,2551
E02002920,952,341,317,334,1944
E02002921,1066,296,173,232,1767
E02002922,930,502,357,481,2270
E02002923,1383,733,606,892,3614
E02002924,635,441,294,431,1801
E02002925,1496,696,517,679,3388
E02002926,1377,753,608,962,3700
E02002927,1387,792,683,743,3605
E02002928,1023,415,296,327,2061
E02002929,1086,429,362,404,2281
E02002930,1062,413,326,418,2219
E02002931,1119,382,319,335,2155
E02002932,1151,335,241,299,2026
E02002933,1464,440,363,474,2741
E02002934,1169,315,201,222,1907
E02002935,943,391,274,364,1972
E02002936,1250,278,191,229,1948
E02002937,1790,656,511,587,3544
E02002938,975,291,205,255,1726
E02002939,1187,411,328,486,2412
E02002940,889,310,228,312,1739
E02002941,1492,496,421,503,2912
E02002942,1094,321,197,266,1878
E02002943,2294,412,268,321,3295
E02002944,1042,305,219,223,1789
E02002945,1065,396,288,233,1982
E02002946,1167,397,248,320,2132
E02002947,769,296,213,202,1480
E02002948,741,231,151,161,1284
E02002949,876,354,227,294,1751
E02002950,588,285,218,264,1355
E02002951,1291,523,305,422,2541
E02002952,1024,291,230,335,1880
E02002953,1088,437,364,387,2276
E02002954,1369,386,317,407,2479
E02002955,689,191,160,198,1238
E02002956,1262,388,269,349,2268
E02002957,1676,609,495,681,3461
E02002958,1256,342,271,419,2288
E02002959,919,274,215,304,1712
E02002960,996,313,232,271,1812
E02002961,714,182,167,224,1287
E02002962,1111,300,252,338,2001
E02002963,862,233,179,220,1494
E02002964,1286,577,415,548,2826
E02002965,769,155,114,141,1179
E02002966,792,247,151,212,1402
E02002967,1150,297,188,342,1977
E02002968,1850,371,235,378,2834
E02002969,1310,313,228,311,2162
E02002970,1074,333,261,260,1928
E02002971,711,301,171,139,1322
E02002972,857,331,225,232,1645
E02002973,1336,302,218,281,2137
E02002974,1015,395,288,450,2148
E02002975,1269,380,286,294,2229
E02002976,844,320,233,278,1675
E02002977,859,356,354,463,2032
E02002978,864,252,189,263,1568
E02002979,547,180,147,172,1046
E02002980,890,411,358,548,2207
E02002981,1097,307,199,277,1880
E02002982,1170,274,182,227,1853
E02002983,908,347,279,265,1799
E02002984,945,418,289,340,1992
E02006008,1399,517,421,545,2882
E02006009,846,406,359,596,2207
E02006010,1776,920,623,736,4055
E02006011,854,425,374,561,2214
E02006012,1045,502,390,525,2462
E02006013,1121,616,522,625,2884
E02006014,1433,769,630,651,3483
E02006015,1553,619,501,713,3386
E02006016,1169,613,471,471,2724
E02006017,1191,477,345,490,2503
E02006018,1678,742,636,773,3829
E02006019,872,399,325,520,2116
E02006020,995,364,260,324,1943
E02006021,1425,560,412,462,2859
E02006022,908,352,276,335,1871
E02006023,1230,335,245,349,2159
E02006024,1996,513,385,521,3415
E02006025,1715,541,478,699,3433
E02006026,1384,529,383,393,2689
E02006027,1010,356,280,383,2029
E02006028,1538,618,508,671,3335
E02006029,1200,327,253,377,2157
E02006030,1280,339,243,324,2186
E02006031,1216,324,277,390,2207
E02006032,1554,433,371,396,2754
E02006033,1381,493,417,668,2959
E02006034,2168,594,416,558,3736
E02006035,970,521,392,561,2444
E02006036,1189,391,304,431,2315
E02006037,1725,554,417,651,3347
E02006038,1540,552,456,537,3085
E02006039,1339,611,488,598,3036
E02006040,1118,530,438,437,2523
E02006041,800,437,289,372,1898
E02006042,890,576,449,747,2662
E02006043,980,478,400,450,2308
E02006044,812,541,397,421,2171
E02006045,1587,811,673,1122,4193
E02006046,1622,662,614,645,3543
E02006118,1106,550,457,446,2559
E02006119,991,406,282,446,2125
E02006120,1203,461,363,450,2477
E02006121,909,296,205,210,1620
E02006122,1166,322,259,279,2026
E02006123,1009,308,216,273,1806
E02006124,959,326,234,297,1816
E02006125,1108,402,334,321,2165
E02006126,1254,428,320,375,2377
E02006127,1080,232,122,167,1601
E02006128,1266,658,470,699,3093
E02006129,1048,320,304,366,2038
E02006130,1217,411,339,372,2339
E02006131,1307,545,379,515,2746
E02006132,1141,342,275,321,2079
E02006133,1305,341,260,387,2293
E02006134,2002,633,523,693,3851
E02006135,1567,499,379,501,2946
E02006136,1522,588,538,553,3201
E02006137,1435,360,303,428,2526
E02006138,841,180,112,148,1281
E02006139,770,228,141,218,1357
E02006140,1302,434,353,445,2534
E02006141,1071,254,200,290,1815
E02006142,908,355,227,281,1771
E02006143,1310,378,268,330,2286
E02006144,1045,375,263,383,2066
E02006145,1037,418,319,380,2154
E02006146,1235,505,419,416,2575
E02006147,1171,513,387,459,2530
E02006148,985,568,492,414,2459
E02006149,1151,476,467,766,2860
E02006150,1519,894,660,822,3895
E02006151,1308,523,497,459,2787
E02006152,1196,637,474,586,2893
E02006153,1307,456,397,439,2599
E02006154,1334,808,766,734,3642
E02006155,651,260,223,224,1358
E02006156,1374,569,513,688,3144
E02006157,962,391,301,360,2014
E02006158,1280,568,451,417,2716
E02006159,817,331,265,333,1746
E02006160,1237,549,375,433,2594
E02006161,1054,390,315,378,2137
E02006162,1254,585,379,504,2722
E02006163,1109,333,279,396,2117
E02006164,910,294,210,334,1748
E02006165,1013,406,257,422,2098
E02006166,1183,424,299,426,2332
E02006167,1270,358,289,373,2290
E02006168,1112,323,242,554,2231
E02006169,1037,282,219,246,1784
E02006170,895,396,278,412,1981
E02006171,1450,504,386,626,2966
E02006172,1791,657,531,799,3778
E02006173,1125,588,403,470,2586
E02006174,1794,790,627,678,3889
E02006175,904,298,262,251,1715
E02006176,1142,564,466,548,2720
E02006177,1736,652,565,574,3527
E02006178,1376,525,416,407,2724
E02006179,1114,442,404,428,2388
E02006180,1153,347,308,519,2327
E02006181,816,350,274,442,1882
E02006182,1102,454,458,604,2618
E02006183,1223,483,327,453,2486
E02006184,754,322,181,223,1480
E02006185,1214,417,373,576,2580
E02006186,2007,827,634,1048,4516
E02006187,988,595,525,615,2723
E02006188,989,418,386,485,2278
E02006189,1145,539,417,593,2694
E02006190,1764,578,460,743,3545
E02006191,1483,575,440,434,2932
E02006192,1622,559,461,536,3178
E02006193,1415,402,390,468,2675
E02006194,1404,372,306,494,2576
E02006195,1409,716,545,577,3247
E02006196,1151,231,187,193,1762
E02006197,1284,282,249,392,2207
E02006198,1614,476,348,470,2908
E02006199,1689,525,434,596,3244
E02006200,1360,337,267,342,2306
E02006201,2146,892,747,951,4736
E02006202,1520,704,535,599,3358
E02006203,1361,395,290,319,2365
E02006204,988,482,331,450,2251
E02006205,1171,677,463,525,2836
E02006206,1240,321,200,326,2087
E02006207,1020,606,486,523,2635
E02006208,1019,433,282,432,2166
E02006209,1434,765,588,761,3548
E02006210,721,374,296,306,1697
E02006211,1117,454,401,609,2581
E02006212,1209,580,455,616,2860
E02006213,1003,438,353,377,2171
E02006214,932,400,346,378,2056
E02006215,1210,568,452,544,2774
E02006216,1239,663,463,500,2865
E02006217,1467,608,494,674,3243
E02006218,1071,420,375,481,2347
E02006219,1140,439,296,237,2112
E02006220,1030,409,390,451,2280
E02006221,766,275,165,159,1365
E02006222,845,387,251,276,1759
E02006223,734,290,174,130,1328
E02006224,1056,330,194,161,1741
E02006225,1057,468,315,361,2201
E02006226,1188,410,260,296,2154
E02006468,1517,649,504,572,3242
E02006469,1112,427,329,378,2246
E02006470,1377,665,515,618,3175
E02006471,1278,509,379,352,2518
E02006472,1249,543,410,475,2677
E02006473,2141,653,455,704,3953
E02006474,1077,375,280,365,2097
E02006475,1279,505,357,519,2660
E02006476,1052,301,218,254,1825
E02006477,1196,475,328,425,2424
E02006478,1203,343,220,178,1944
E02006479,1081,295,264,277,1917
E02006480,1045,343,227,224,1839
E02006481,910,351,308,258,1827
E02006482,1120,380,242,253,1995
E02006483,925,334,229,378,1866
E02006484,994,302,252,366,1914
E02006485,1081,526,383,444,2434
E02006486,1229,385,292,363,2269
E02006487,1062,408,341,362,2173
E02006488,982,473,454,595,2504
E02006489,1172,337,275,231,2015
E02006490,1214,404,263,392,2273
E02006806,1370,367,317,433,2487
E02006492,2128,621,500,627,3876
E02006493,1438,373,233,219,2263
E02006494,881,254,218,354,1707
E02006495,1436,505,455,501,2897
E02006496,754,182,113,161,1210
E02006497,908,230,178,250,1566
E02006498,1914,601,395,421,3331
E02006499,961,295,262,370,1888
E02006500,781,289,297,373,1740
E02006501,1463,471,489,608,3031
E02006502,1679,750,661,1025,4115
E02006503,1532,601,533,690,3356
E02006504,1068,402,362,425,2257
E02006505,1171,558,481,652,2862
E02006506,1010,388,325,435,2158
E02006507,1756,607,484,618,3465
E02006508,1735,611,570,588,3504
E02006509,1075,417,363,494,2349
E02006510,1151,538,462,587,2738
E02006511,1560,666,514,698,3438
E02006512,1921,662,516,704,3803
E02006513,1299,495,407,698,2899
E02006514,1532,638,506,851,3527
E02006515,1727,732,534,663,3656
E02006516,1531,611,467,539,3148
E02006517,1293,579,444,488,2804
E02006518,1436,756,589,805,3586
E02006519,1445,501,443,645,3034
E02006520,1628,497,421,599,3145
E02006521,1452,490,410,703,3055
E02006522,1073,402,303,330,2108
E02006523,1722,634,497,744,3597
E02006524,901,249,187,271,1608
E02006525,1908,627,511,824,3870
E02006526,1609,472,372,424,2877
E02006527,1376,456,344,428,2604
E02006528,1389,381,279,343,2392
E02006529,1895,513,362,508,3278
E02006530,1878,542,458,624,3502
E02006531,1225,236,181,238,1880
E02006532,1681,505,391,428,3005
E02006533,1593,387,330,486,2796
E02006696,1127,378,379,563,2447
E02006697,1096,484,380,541,2501
E02006698,1029,374,254,470,2127
E02006699,754,393,338,462,1947
E02006700,931,375,386,535,2227
E02006701,1136,401,330,446,2313
E02006702,1009,333,239,325,1906
E02006703,1356,458,357,483,2654
E02006704,1145,429,364,505,2443
E02006705,1231,357,298,390,2276
E02006706,1035,404,345,632,2416
E02006707,1025,399,272,377,2073
E02006708,1098,322,221,296,1937
E02006709,1316,469,333,344,2462
E02006710,1772,668,522,616,3578
E02006711,1944,602,454,630,3630
E02006712,1669,580,430,568,3247
E02006713,1050,416,368,608,2442
E02006714,957,488,370,509,2324
E02006715,1404,516,341,435,2696
E02006716,1050,320,245,331,1946
E02006717,1121,488,381,505,2495
E02006718,1006,511,377,624,2518
E02006719,1137,625,437,704,2903
E02006720,1139,529,420,603,2691
E02006721,941,489,297,313,2040
E02006722,587,245,97,98,1027
E02006723,1059,300,213,319,1891
E02006724,659,197,133,181,1170
E02006725,660,309,163,157,1289
E02006726,845,283,211,241,1580
E02006727,843,383,282,323,1831
E02006728,1173,412,328,474,2387
E02006729,1023,486,273,201,1983
E02006730,675,229,175,143,1222
E02006731,811,327,262,255,1655
E02006732,1082,412,301,373,2168
E02006733,805,393,289,275,1762
E02006734,1480,475,434,587,2976
E02006735,948,160,137,209,1454
E02006736,1289,214,160,164,1827
E02006737,1460,420,313,337,2530
E02006738,1562,281,213,263,2319
E02006739,1022,273,274,390,1959
E02006740,1207,283,198,287,1975
E02006741,1300,227,131,220,1878
E02006742,1674,367,292,393,2726
E02006743,1317,306,168,191,1982
E02006744,1243,244,173,263,1923
E02006745,1718,555,372,616,3261
E02006746,1614,503,319,438,2874
E02006747,1041,303,215,271,1830
E02006748,1475,506,358,506,2845
E02006749,930,286,174,185,1575
E02006750,914,382,320,583,2199
E02006751,1037,406,305,420,2168
E02006752,1418,513,355,439,2725
E02006753,1620,477,352,442,2891
E02006754,1013,450,338,335,2136
E02006755,900,439,400,471,2210
E02006756,1089,351,237,292,1969
E02006757,1154,571,456,612,2793
E02006758,935,416,293,289,1933
E02006759,1160,612,546,742,3060
E02006760,1505,621,501,642,3269
E02006761,784,246,185,318,1533
E02006762,1001,396,312,436,2145
E02006763,1229,479,305,470,2483
E02006764,860,266,182,219,1527
E02006765,999,556,447,678,2680
E02006766,1350,700,491,563,3104
E02006767,1499,704,595,692,3490
E02006768,1045,488,470,444,2447
E02006769,1088,413,357,470,2328
E02006770,1087,281,234,241,1843
E02006771,1333,568,443,468,2812
E02006772,1055,451,358,498,2362
E02006773,1225,603,461,580,2869
E02006774,1108,399,280,319,2106
E02006775,868,271,204,227,1570
E02006776,972,509,294,306,2081
E02006777,1423,663,536,608,3230
E02006778,1028,528,414,585,2555
E02006779,1162,593,421,509,2685
E02006780,898,493,430,463,2284
E02001827,1160,358,303,493,2314
E02001828,1309,419,413,654,2795
E02001829,1617,468,392,554,3031
E02001830,1896,650,511,792,3849
E02001831,1913,436,346,477,3172
E02001832,1494,472,354,475,2795
E02001833,978,298,242,319,1837
E02001834,788,208,157,214,1367
E02001835,1556,407,305,527,2795
E02001836,1668,491,415,573,3147
E02001837,1202,293,226,269,1990
E02001838,1473,466,310,453,2702
E02001839,883,279,206,345,1713
E02001840,1136,258,219,300,1913
E02001841,1255,505,348,447,2555
E02001842,897,290,266,338,1791
E02001843,875,274,245,324,1718
E02001844,1792,502,426,749,3469
E02001845,792,215,213,173,1393
E02001846,1132,240,217,226,1815
E02001847,950,377,246,314,1887
E02001848,680,200,137,264,1281
E02001849,1077,209,148,193,1627
E02001850,853,269,237,318,1677
E02001851,1431,358,252,369,2410
E02001852,916,234,156,241,1547
E02001854,1233,286,246,352,2117
E02001855,1905,320,289,470,2984
E02001856,930,195,132,190,1447
E02001857,1563,315,193,308,2379
E02001858,982,180,136,215,1513
E02001859,653,158,130,228,1169
E02001860,716,136,115,196,1163
E02001861,688,146,134,190,1158
E02001862,1049,175,131,265,1620
E02001863,510,125,86,161,882
E02001864,474,123,95,128,820
E02001865,1010,184,147,204,1545
E02001866,557,115,83,165,920
E02001867,428,99,89,144,760
E02001868,996,240,187,328,1751
E02001869,460,102,72,110,744
E02001870,1150,218,165,299,1832
E02001871,1003,337,250,337,1927
E02001872,828,288,190,251,1557
E02001873,879,162,127,176,1344
E02001874,733,111,97,132,1073
E02001875,478,80,74,83,715
E02001876,542,95,73,133,843
E02001877,879,137,98,186,1300
E02001878,608,107,75,144,934
E02001879,899,127,124,243,1393
E02001880,878,198,151,156,1383
E02001881,770,147,107,167,1191
E02001882,848,264,227,299,1638
E02001883,853,291,182,267,1593
E02001884,546,102,66,118,832
E02001886,1280,271,180,265,1996
E02001888,765,229,177,259,1430
E02001889,563,120,92,167,942
E02001890,1527,301,251,363,2442
E02001892,862,191,140,189,1382
E02001893,1055,313,240,390,1998
E02001895,1036,321,236,365,1958
E02001896,510,119,81,210,920
E02001897,448,138,97,168,851
E02001898,910,290,272,335,1807
E02001899,1783,457,385,618,3243
E02001900,829,209,172,244,1454
E02001901,1944,286,191,298,2719
E02001902,796,207,173,238,1414
E02001903,369,99,65,128,661
E02001904,611,159,118,201,1089
E02001905,1370,256,215,334,2175
E02001906,1293,383,292,394,2362
E02001907,1285,436,367,479,2567
E02001908,454,113,91,149,807
E02001909,397,88,86,138,709
E02001910,460,116,93,156,825
E02001911,947,239,188,260,1634
E02001913,1453,243,199,319,2214
E02001914,890,198,123,188,1399
E02001915,1294,364,283,440,2381
E02001916,745,226,166,220,1357
E02001918,1225,341,169,288,2023
E02001919,794,188,138,283,1403
E02001920,1216,357,256,216,2045
E02001921,1309,276,216,264,2065
E02001922,1184,66,45,102,1397
E02001923,966,298,223,361,1848
E02001924,789,185,143,226,1343
E02001925,1051,303,240,382,1976
E02001926,1034,232,191,341,1798
E02001927,1234,222,199,326,1981
E02001928,1189,370,237,264,2060
E02001929,929,229,152,243,1553
E02001930,1218,254,194,195,1861
E02001931,1136,390,267,375,2168
E02001932,1122,242,150,208,1722
E02001933,1035,248,202,276,1761
E02001934,876,265,202,293,1636
E02001935,1326,351,287,516,2480
E02001936,924,312,275,362,1873
E02001937,975,268,187,294,1724
E02001938,1264,251,173,243,1931
E02001939,1156,375,307,503,2341
E02001941,714,205,155,288,1362
E02001942,1168,282,217,330,1997
E02001943,851,261,153,237,1502
E02001944,1199,342,221,270,2032
E02001945,1146,221,168,187,1722
E02001946,1419,427,269,398,2513
E02001947,688,165,168,264,1285
E02001948,959,296,230,347,1832
E02001949,795,206,164,310,1475
E02001950,1557,436,328,397,2718
E02001951,1258,404,224,212,2098
E02001952,1587,313,211,268,2379
E02001953,1145,452,287,441,2325
E02001954,1014,353,205,238,1810
E02001955,1101,256,231,427,2015
E02001956,1035,261,187,216,1699
E02001957,1328,336,315,375,2354
E02006807,1061,311,256,362,1990
E02006809,1882,357,204,427,2870
E02006895,685,100,63,114,962
E02006896,430,54,41,58,583
E02006897,521,72,57,56,706
E02006898,691,64,48,56,859
E02006899,532,43,19,14,608
E02006900,837,169,143,292,1441
E02006901,804,194,149,257,1404
E02001958,1170,277,238,272,1957
E02001959,1083,270,219,365,1937
E02001961,1115,229,196,229,1769
E02001962,774,161,98,188,1221
E02001963,1062,277,210,294,1843
E02001964,1383,213,180,246,2022
E02001965,1623,377,288,394,2682
E02001966,707,114,90,135,1046
E02001967,1137,430,393,509,2469
E02001968,1013,198,159,228,1598
E02001969,894,241,181,290,1606
E02001970,913,248,283,463,1907
E02001971,950,268,211,262,1691
E02001972,992,191,117,198,1498
E02001973,1117,279,178,226,1800
E02001974,1341,393,327,497,2558
E02001975,1376,251,212,288,2127
E02001976,1408,375,260,391,2434
E02001977,877,210,157,195,1439
E02001978,980,217,167,230,1594
E02001979,760,258,239,486,1743
E02001980,786,439,390,486,2101
E02001981,986,157,114,151,1408
E02001982,973,343,284,437,2037
E02001983,1026,330,233,334,1923
E02001984,1624,322,289,330,2565
E02001985,644,80,79,120,923
E02001986,930,315,245,316,1806
E02001987,655,175,141,241,1212
E02001988,700,169,122,194,1185
E02001989,693,245,157,222,1317
E02001990,1803,501,375,581,3260
E02001991,1302,486,342,550,2680
E02001992,1647,380,303,293,2623
E02001993,954,312,231,264,1761
E02001994,1085,384,289,389,2147
E02001995,1082,265,233,337,1917
E02001996,1029,210,158,247,1644
E02001997,1461,451,392,649,2953
E02001998,890,315,299,395,1899
E02001999,1115,300,254,340,2009
E02006805,1203,238,172,296,1909
E02002000,976,335,256,405,1972
E02002001,892,265,228,349,1734
E02002002,1068,524,526,738,2856
E02002003,1181,429,369,598,2577
E02002004,1036,295,246,375,1952
E02002005,999,269,257,280,1805
E02002006,887,247,214,287,1635
E02002007,1199,527,491,742,2959
E02002008,1224,289,222,329,2064
E02002009,607,192,143,165,1107
E02002010,785,221,209,338,1553
E02002011,816,412,356,422,2006
E02002012,1124,311,270,476,2181
E02002013,895,439,433,629,2396
E02002014,748,258,163,231,1400
E02002015,920,346,249,344,1859
E02002016,929,301,214,331,1775
E02002017,955,347,263,391,1956
E02002018,1181,655,586,740,3162
E02002019,973,306,259,325,1863
E02002020,1228,612,529,661,3030
E02002021,854,255,190,283,1582
E02002022,1203,336,211,265,2015
E02002023,698,343,366,262,1669
E02002024,1086,398,326,398,2208
E02002025,1210,326,279,347,2162
E02002026,1043,458,323,320,2144
E02002027,987,334,184,130,1635
E02002028,795,344,308,512,1959
E02002029,957,318,304,479,2058
E02002030,861,338,272,320,1791
E02002031,703,289,188,207,1387
E02002032,1200,432,320,389,2341
E02002033,1174,477,354,415,2420
E02002034,1013,408,310,422,2153
E02002035,1083,439,326,426,2274
E02002036,579,292,233,257,1361
E02002037,767,374,272,327,1740
E02002038,1348,523,504,490,2865
E02002039,724,361,276,501,1862
E02002040,821,466,371,514,2172
E02002041,795,415,392,565,2167
E02002042,1222,503,416,561,2702
E02002043,1256,279,206,297,2038
E02002044,984,271,170,206,1631
E02002045,1144,262,228,343,1977
E02002046,758,169,141,136,1204
E02002047,982,363,308,406,2059
E02002048,1086,321,312,478,2197
E02002049,787,264,213,230,1494
E02002051,746,199,143,158,1246
E02002052,1266,374,237,429,2306
E02002053,767,235,229,324,1555
E02002054,738,271,245,330,1584
E02002055,1269,378,254,363,2264
E02002056,1151,308,233,287,1979
E02002057,1262,350,261,382,2255
E02002058,1413,358,266,351,2388
E02002059,1348,414,297,428,2487
E02002060,697,186,120,236,1239
E02002061,632,178,147,250,1207
E02002062,881,253,193,302,1629
E02002063,1140,291,183,275,1889
E02002064,1504,450,353,451,2758
E02002065,1454,267,225,335,2281
E02002066,875,211,159,227,1472
E02002067,777,263,268,361,1669
E02002068,1257,210,115,189,1771
E02002069,791,278,230,334,1633
E02002070,1033,230,234,339,1836
E02002071,858,285,244,256,1643
E02002072,1261,346,254,340,2201
E02002073,1112,317,217,287,1933
E02002074,1175,328,270,322,2095
E02002075,1107,382,284,359,2132
E02002076,1416,298,225,299,2238
E02002077,1420,398,343,401,2562
E02002078,976,321,273,339,1909
E02002079,1183,380,286,363,2212
E02002080,919,283,217,331,1750
E02006810,1410,548,385,538,2881
E02002081,909,408,274,323,1914
E02002082,759,257,199,124,1339
E02002083,922,385,269,403,1979
E02002084,932,284,194,235,1645
E02002085,844,263,176,254,1537
E02002086,748,275,214,197,1434
E02002087,777,235,192,228,1432
E02002088,1151,394,353,339,2237
E02002089,1153,459,366,384,2362
E02002090,794,219,200,256,1469
E02002091,1044,332,297,541,2214
E02002092,1023,329,304,417,2073
E02002093,898,303,273,454,1928
E02002094,958,351,299,500,2108
E02002095,1442,534,387,443,2806
E02002096,1573,596,505,909,3583
E02002097,1201,481,377,438,2497
E02002098,1345,451,349,689,2834
E02002099,1045,372,332,598,2347
E02002101,831,326,299,435,1891
E02002102,1146,430,320,623,2519
E02002103,911,434,300,493,2138
E02002104,916,379,254,308,1857
E02002105,1172,517,445,586,2720
E02002106,1440,723,610,889,3662
E02002107,802,375,239,263,1679
E02002108,1413,600,473,721,3207
E02002109,1472,555,387,373,2787
E02006808,832,272,201,304,1609
E02002110,1010,311,260,277,1858
E02002111,911,335,293,375,1914
E02002112,856,313,264,283,1716
E02002113,920,319,242,336,1817
E02002114,910,379,328,580,2197
E02002115,935,331,273,426,1965
E02002116,1115,450,394,505,2464
E02002117,1073,353,205,299,1930
E02002118,987,292,229,422,1930
E02002119,936,293,258,338,1825
E02002120,1036,320,199,210,1765
E02002121,816,239,184,311,1550
E02002122,688,172,105,191,1156
E02002123,874,310,272,367,1823
E02002124,1095,392,343,696,2526
E02002125,931,306,198,327,1762
E02002126,859,218,154,203,1434
E02002127,872,235,171,255,1533
E02002128,829,326,312,385,1852
E02002129,936,341,281,324,1882
E02002130,798,217,194,213,1422
E02002131,1351,475,448,612,2886
E02002132,916,273,186,278,1653
E02002133,918,315,233,337,1803
E02002134,1192,281,243,288,2004
E02002135,838,187,147,170,1342
E02002136,1056,277,200,214,1747
E02002137,1113,351,363,604,2431
E02002138,871,246,198,301,1616
E02002139,1052,244,161,262,1719
E02002140,748,270,174,255,1447
E02002141,1113,338,351,485,2287
E02002142,748,215,124,165,1252
E02002143,882,215,168,199,1464
E02002144,1353,420,321,504,2598
E02002145,946,219,173,223,1561
E02002146,862,213,164,253,1492
E02002147,1003,286,201,325,1815
E02002148,1566,500,463,816,3345
E02002149,1489,483,400,582,2954
E02002150,769,212,152,261,1394
E02002151,800,215,143,151,1309
E02002152,818,197,150,260,1425
E02002153,1100,302,299,551,2252
E02002154,846,209,131,185,1371
E02002155,677,154,115,186,1132
E02002156,1428,340,286,451,2505
E02002157,1159,351,285,472,2267
E02002158,1049,386,305,565,2305
E02002159,605,143,94,123,965
E02002160,1212,341,291,335,2179
E02002161,657,140,95,122,1014
E02002162,1288,459,445,883,3075
E02002163,1284,249,181,239,1953
E02002164,409,86,75,97,667
E02002165,937,198,135,256,1526
E02002166,1009,330,299,399,2037
E02002167,1019,379,324,429,2151
E02002168,1080,211,147,276,1714
E02002169,1473,565,399,696,3133
E02002170,864,264,189,287,1604
