MSOA_code,under_70,over70-74,over75-79,over80,total
E02000468,914,372,239,399,1924
E02000469,710,268,198,247,1423
E02000470,945,459,337,495,2236
E02000471,1010,452,367,529,2358
E02000472,1068,446,310,404,2228
E02000473,1157,430,322,496,2405
E02000474,976,310,221,421,1928
E02000475,1088,468,384,605,2545
E02000476,907,272,186,361,1726
E02000477,1179,503,344,499,2525
E02000478,1095,424,332,449,2300
E02000479,934,273,181,265,1653
E02000480,1667,324,242,387,2620
E02000481,1161,439,352,645,2597
E02000482,968,384,266,570,2188
E02000483,1086,407,310,520,2323
E02000484,1130,423,282,366,2201
E02000485,1072,367,307,460,2206
E02000486,1040,375,300,439,2154
E02000487,1099,579,396,598,2672
E02000488,1033,493,324,441,2291
E02000489,1063,328,288,382,2061
E02000490,909,389,280,458,2036
E02000491,1105,338,258,351,2052
E02000492,896,332,292,452,1972
E02000493,707,189,140,229,1265
E02000494,1852,462,339,594,3247
E02000495,1778,442,340,593,3153
E02000496,1771,371,270,377,2789
E02000497,1736,363,307,535,2941
E02000498,1167,365,232,348,2112
E02000499,1546,384,308,553,2791
E02000500,1520,446,332,550,2848
E02000501,1502,337,284,415,2538
E02000502,1389,291,215,463,2358
E02000503,1418,309,191,322,2240
E02000504,1344,377,309,461,2491
E02000506,1551,395,326,480,2752
E02000507,1421,257,169,272,2119
E02000508,1283,218,159,275,1935
E02000509,1031,211,141,200,1583
E02000510,1497,337,234,372,2440
E02000511,1380,296,237,388,2301
E02000512,1138,226,173,220,1757
E02000513,1146,180,116,175,1617
E02000514,1548,267,183,289,2287
E02000515,1508,298,205,289,2300
E02000516,1192,211,136,163,1702
E02000517,1318,257,180,256,2011
E02000518,1389,291,194,261,2135
E02000519,1254,268,164,276,1962
E02000520,1584,271,187,293,2335
E02000521,1872,234,151,241,2498
E02000522,1360,259,185,326,2130
E02000523,1377,214,178,234,2003
E02000524,1012,191,126,180,1509
E02000525,1354,220,136,207,1917
E02006796,1291,292,242,358,2183
E02000526,1091,321,229,278,1919
E02000528,1716,332,241,254,2543
E02000529,1730,264,172,243,2409
E02000530,1185,162,104,154,1605
E02000531,1541,318,229,324,2412
E02000532,1365,367,284,286,2302
E02000533,1325,325,217,248,2115
E02000534,1284,278,211,303,2076
E02000535,1779,304,237,310,2630
E02000536,1698,318,208,316,2540
E02000537,1430,291,236,345,2302
E02000538,1531,264,162,225,2182
E02000539,1673,283,198,273,2427
E02000540,1512,303,201,305,2321
E02000541,1459,270,197,304,2230
E02000542,1522,278,196,314,2310
E02000543,1538,272,179,252,2241
E02000544,1294,327,199,300,2120
E02000545,1117,287,169,235,1808
E02000546,1449,271,188,257,2165
E02000547,1704,309,220,322,2555
E02000548,1544,267,144,237,2192
E02000549,2129,378,247,398,3152
E02000550,1436,213,128,192,1969
E02000551,1418,232,169,182,2001
E02000552,1058,207,127,182,1574
E02000553,933,216,106,195,1450
E02006792,1068,250,234,350,1902
E02000554,1008,218,113,138,1477
E02000555,1002,217,174,207,1600
E02000556,1107,237,128,155,1627
E02000557,1033,187,189,212,1621
E02000558,799,198,120,186,1303
E02000559,997,170,118,154,1439
E02000560,702,124,98,129,1053
E02000561,999,230,168,142,1539
E02000562,814,215,146,180,1355
E02000563,959,192,120,164,1435
E02000564,1239,176,134,159,1708
E02000565,795,162,100,145,1202
E02000566,951,221,156,171,1499
E02000567,1091,240,152,193,1676
E02000568,1037,214,138,216,1605
E02000569,1180,242,164,264,1850
E02000570,900,267,146,193,1506
E02000571,1001,213,145,177,1536
E02000572,1017,168,121,169,1475
E02000573,940,258,185,209,1592
E02000574,916,191,107,194,1408
E02000575,1119,212,141,200,1672
E02000576,855,179,123,219,1376
E02000577,941,192,127,191,1451
E02000578,787,161,124,160,1232
E02000579,980,264,199,217,1660
E02000580,870,228,166,171,1435
E02000581,869,224,184,245,1522
E02000582,734,196,152,286,1368
E02000583,713,211,171,231,1326
E02000584,712,275,190,253,1430
E02000585,873,221,206,238,1538
E02000586,553,199,135,160,1047
E02000587,728,233,176,243,1380
E02000588,543,180,142,189,1054
E02000589,644,158,129,162,1093
E02000590,680,211,166,253,1310
E02000591,753,198,147,139,1237
E02000592,514,134,119,184,951
E02000593,743,199,156,160,1258
E02000594,718,276,258,422,1674
E02000595,694,237,198,255,1384
E02000596,766,177,139,207,1289
E02000597,948,243,159,224,1574
E02000598,1136,329,231,309,2005
E02000599,1165,344,259,472,2240
E02000600,1320,267,208,269,2064
E02000601,1315,297,221,260,2093
E02000602,1349,258,158,226,1991
E02000603,1233,255,167,204,1859
E02000604,1142,329,221,305,1997
E02000605,1085,323,258,389,2055
E02000606,1160,303,208,293,1964
E02000607,804,226,156,211,1397
E02000608,675,185,121,167,1148
E02000609,1112,377,253,370,2112
E02000610,880,257,166,320,1623
E02000611,1124,414,299,395,2232
E02000612,1250,469,325,464,2508
E02000613,894,281,199,317,1691
E02000614,1213,293,191,278,1975
E02000615,1126,323,242,319,2010
E02000616,918,264,166,217,1565
E02000617,1335,340,257,336,2268
E02000619,1223,208,118,182,1731
E02000620,1261,168,151,193,1773
E02000621,1387,187,133,195,1902
E02000622,1081,132,92,133,1438
E02000623,1029,164,126,172,1491
E02000624,1056,156,75,147,1434
E02000625,902,120,69,106,1197
E02000626,904,94,92,100,1190
E02000627,990,153,105,167,1415
E02000628,974,156,101,139,1370
E02000629,990,141,99,100,1330
E02000630,836,153,94,128,1211
E02000631,1209,205,132,169,1715
E02000632,929,109,68,114,1220
E02000633,854,118,103,125,1200
E02000634,802,120,86,129,1137
E02000635,1020,154,91,119,1384
E02000636,746,177,117,132,1172
E02000637,964,122,81,121,1288
E02000638,1165,138,120,185,1608
E02000639,995,123,70,111,1299
E02000640,1137,179,151,183,1650
E02000641,953,125,76,146,1300
E02000642,1203,254,162,218,1837
E02000643,1204,155,96,158,1613
E02000644,1067,188,91,152,1498
E02000645,1140,194,115,159,1608
E02000646,1299,204,145,225,1873
E02000647,1194,222,147,258,1821
E02000648,853,167,116,151,1287
E02000649,1425,183,122,192,1922
E02000650,966,160,89,118,1333
E02000651,1209,184,130,225,1748
E02000652,870,176,134,233,1413
E02006801,1274,211,124,189,1798
E02000653,1144,120,91,117,1472
E02000654,931,120,66,107,1224
E02000655,861,104,87,101,1153
E02000657,822,142,113,119,1196
E02000658,893,161,104,139,1297
E02000659,833,160,128,163,1284
E02000660,711,123,99,87,1020
E02000661,736,200,160,261,1357
E02000662,825,96,92,97,1110
E02000663,706,147,121,113,1087
E02000664,1296,174,138,226,1834
E02000665,870,204,133,201,1408
E02000666,777,140,118,177,1212
E02000667,712,155,109,162,1138
E02000668,834,177,150,172,1333
E02000669,1019,137,92,135,1383
E02000670,636,93,95,149,973
E02000671,1114,187,118,183,1602
E02000672,1086,149,102,202,1539
E02000673,918,176,127,146,1367
E02000674,885,192,162,258,1497
E02000675,1119,303,182,284,1888
E02000676,1056,157,98,188,1499
E02000677,823,195,125,228,1371
E02000678,737,119,103,146,1105
E02000679,969,192,142,190,1493
E02000680,776,140,95,181,1192
E02000681,1072,261,141,222,1696
E02000682,928,216,133,229,1506
E02000683,753,160,123,203,1239
E02000685,939,199,158,241,1537
E02000686,810,127,84,109,1130
E02000687,980,228,164,255,1627
E02006783,860,132,97,170,1259
E02006784,916,235,169,276,1596
E02006798,904,117,100,106,1227
E02000689,1256,222,155,167,1800
E02000690,1179,313,261,407,2160
E02000691,1109,190,123,222,1644
E02000692,1347,320,223,412,2302
E02000693,1383,200,112,201,1896
E02000694,1238,221,126,168,1753
E02000695,1356,219,204,257,2036
E02000696,1147,180,84,108,1519
E02000697,1147,196,99,170,1612
E02000698,1446,361,268,370,2445
E02000699,1156,228,165,267,1816
E02000700,1235,170,109,127,1641
E02000701,1404,235,162,239,2040
E02000702,1325,185,111,191,1812
E02000703,1351,365,257,378,2351
E02000704,1185,246,177,278,1886
E02000705,1342,240,199,298,2079
E02000706,1486,177,115,191,1969
E02000707,1207,186,122,197,1712
E02000708,1244,324,199,309,2076
E02000709,1416,335,242,405,2398
E02000710,1397,297,218,368,2280
E02000711,1282,199,137,242,1860
E02000712,1465,278,182,339,2264
E02000713,1414,353,210,346,2323
E02000714,900,114,92,114,1220
E02000715,615,103,83,119,920
E02000716,664,118,71,122,975
E02000717,722,130,87,110,1049
E02000718,601,99,70,99,869
E02000719,870,118,83,115,1186
E02000720,783,163,102,131,1179
E02000721,780,163,80,146,1169
E02000722,830,132,80,139,1181
E02000723,1003,176,145,219,1543
E02000724,793,130,109,140,1172
E02000725,1016,126,85,120,1347
E02000726,2465,119,88,99,2771
E02000727,791,130,68,130,1119
E02000728,758,146,95,116,1115
E02000729,660,145,77,143,1025
E02000730,955,193,119,180,1447
E02000731,864,195,105,170,1334
E02000732,777,120,90,133,1120
E02000733,887,190,108,127,1312
E02000734,644,127,81,131,983
E02000735,655,152,118,158,1083
E02000736,707,134,94,128,1063
E02000737,909,187,104,149,1349
E02000738,829,141,93,144,1207
E02000739,565,141,76,102,884
E02000740,580,111,67,84,842
E02000741,734,140,89,99,1062
E02000742,696,107,73,134,1010
E02000743,790,137,86,153,1166
E02000744,751,151,99,132,1133
E02000745,658,152,72,82,964
E02000746,820,125,49,87,1081
E02000747,894,169,126,116,1305
E02000748,498,107,69,80,754
E02000749,734,156,91,146,1127
E02000750,1280,125,95,100,1600
E02000751,1898,607,473,666,3644
E02000752,857,236,154,219,1466
E02000753,765,190,145,230,1330
E02000754,851,241,150,222,1464
E02000755,666,199,162,184,1211
E02000756,1726,463,341,424,2954
E02000757,1502,425,279,451,2657
E02000758,854,233,159,282,1528
E02000759,1546,333,237,362,2478
E02000760,976,233,179,300,1688
E02000762,919,257,169,299,1644
E02000763,848,204,158,220,1430
E02000764,1661,466,407,684,3218
E02000765,677,187,115,258,1237
E02000767,873,223,188,287,1571
E02000768,802,283,151,266,1502
E02000769,1387,289,198,487,2361
E02000770,967,215,147,206,1535
E02000772,838,139,109,156,1242
E02000773,977,208,145,203,1533
E02000774,760,184,121,166,1231
E02000776,711,162,119,162,1154
E02000777,986,291,159,206,1642
E02000779,870,152,105,194,1321
E02000780,1317,307,194,303,2121
E02000781,1532,386,286,428,2632
E02000782,764,147,94,189,1194
E02000783,485,113,82,125,805
E02006800,1361,290,172,231,2054
E02006924,1710,402,296,496,2904
E02006925,1995,498,347,526,3366
E02000784,1530,461,381,489,2861
E02000785,1041,440,348,511,2340
E02000786,1569,479,316,373,2737
E02000787,1184,424,270,388,2266
E02000788,1121,378,253,335,2087
E02000789,559,263,189,283,1294
E02000790,594,193,151,159,1097
E02000791,488,273,205,262,1228
E02000792,608,291,248,341,1488
E02000793,1013,330,257,362,1962
E02000794,763,238,177,249,1427
E02000795,812,336,297,383,1828
E02000796,1583,432,306,449,2770
E02000797,677,237,145,197,1256
E02000798,1197,357,222,339,2115
E02000799,670,253,171,232,1326
E02000800,611,210,173,191,1185
E02000801,827,291,203,203,1524
E02000802,902,337,234,337,1810
E02000803,1479,465,277,448,2669
E02000804,849,333,230,320,1732
E02000805,1427,455,298,421,2601
E02000806,1589,510,365,486,2950
E02000807,1030,158,98,101,1387
E02000808,1209,172,95,144,1620
E02000809,1174,153,77,80,1484
E02000810,1274,227,125,152,1778
E02000812,1307,173,113,214,1807
E02000813,1052,166,96,136,1450
E02000814,1075,149,87,116,1427
E02000815,830,57,57,60,1004
E02000816,995,167,107,170,1439
E02000817,819,161,90,218,1288
E02000818,1061,165,122,156,1504
E02000819,1011,137,95,130,1373
E02000820,1075,137,112,146,1470
E02000821,799,125,90,114,1128
E02000822,724,138,61,98,1021
E02000823,933,158,117,153,1361
E02000824,892,150,106,140,1288
E02000825,908,122,85,118,1233
E02000826,911,141,99,126,1277
E02000827,1184,207,105,161,1657
E02000828,810,140,75,114,1139
E02000829,932,192,133,225,1482
E02000830,913,175,138,163,1389
E02000831,901,179,105,162,1347
E02000832,984,210,122,187,1503
E02000833,1004,122,91,120,1337
E02000834,1084,212,124,168,1588
E02000835,877,137,87,135,1236
E02000836,1031,179,145,178,1533
E02000837,1350,311,202,335,2198
E02000838,1156,230,140,193,1719
E02000839,1185,250,218,264,1917
E02006802,1022,130,89,122,1363
E02000840,1196,185,126,200,1707
E02000841,1335,179,146,197,1857
E02000842,1489,367,225,365,2446
E02000843,1099,232,140,246,1717
E02000844,1146,281,159,266,1852
E02000845,1064,273,197,289,1823
E02000846,1128,294,236,343,2001
E02000847,1321,491,383,499,2694
E02000848,1102,305,248,331,1986
E02000849,1123,309,229,295,1956
E02000850,1460,445,285,391,2581
E02000851,1295,254,220,333,2102
E02000852,1140,270,194,340,1944
E02000853,1049,270,168,269,1756
E02000854,1140,280,203,303,1926
E02000855,1106,397,299,451,2253
E02000856,1224,372,247,346,2189
E02000857,1087,269,222,490,2068
E02000858,943,227,179,203,1552
E02000859,1200,421,292,584,2497
E02000860,1106,277,167,318,1868
E02000861,1219,461,362,419,2461
E02000863,1095,377,231,309,2012
E02006836,1396,504,394,577,2871
E02000864,908,181,104,182,1375
E02000865,736,120,81,124,1061
E02000866,976,197,136,168,1477
E02000867,925,122,89,122,1258
E02000868,675,94,65,110,944
E02000869,525,120,75,115,835
E02000870,611,114,64,113,902
E02000871,861,108,76,138,1183
E02000872,630,72,48,92,842
E02000873,634,87,57,114,892
E02000874,631,64,56,90,841
E02000875,964,130,78,116,1288
E02000876,702,88,52,82,924
E02000877,972,110,98,140,1320
E02000878,1024,95,88,126,1333
E02000879,925,183,112,235,1455
E02000880,739,65,35,101,940
E02000881,783,126,78,107,1094
E02000882,1039,131,87,161,1418
E02000883,745,131,79,131,1086
E02000884,1019,81,67,88,1255
E02000885,825,134,104,155,1218
E02000886,648,111,59,92,910
E02000887,782,149,87,148,1166
E02000888,752,87,50,88,977
E02000889,765,89,60,92,1006
E02000890,543,133,65,86,827
E02000891,1118,127,94,95,1434
E02000893,626,147,88,141,1002
E02000894,722,140,85,95,1042
E02006853,605,87,59,84,835
E02006854,404,56,21,35,516
E02000895,1107,385,319,521,2332
E02000896,1353,401,298,507,2559
E02000897,1172,282,235,426,2115
E02000898,1160,313,250,383,2106
E02000899,1156,290,231,388,2065
E02000900,1038,269,208,257,1772
E02000901,1634,362,252,317,2565
E02000902,1071,228,161,217,1677
E02000903,871,172,130,152,1325
E02000904,781,173,121,153,1228
E02000905,946,186,105,152,1389
E02000906,857,142,106,142,1247
E02000907,773,180,118,210,1281
E02000908,998,168,110,153,1429
E02000909,988,196,104,167,1455
E02000910,1070,208,129,223,1630
E02000911,1135,181,121,148,1585
E02000912,903,186,138,147,1374
E02000913,1242,201,177,179,1799
E02000914,1192,176,124,214,1706
E02000915,1349,189,122,163,1823
E02000916,900,145,108,141,1294
E02000917,1022,141,93,129,1385
E02000918,1144,191,121,132,1588
E02000919,1083,168,112,179,1542
E02000920,1134,178,120,168,1600
E02000921,910,226,140,136,1412
E02000922,922,172,127,178,1399
E02000923,700,234,215,347,1496
E02000924,1327,199,150,201,1877
E02000925,765,164,107,154,1190
E02000926,1123,266,162,196,1747
E02000927,774,190,136,156,1256
E02000928,1248,309,210,220,1987
E02000929,751,147,116,148,1162
E02000930,892,163,104,151,1310
E02000931,735,143,105,119,1102
E02000932,1424,214,159,194,1991
E02000933,1409,349,209,310,2277
E02000934,915,189,117,159,1380
E02000935,765,133,125,199,1222
E02000936,1288,229,188,283,1988
E02000937,802,173,97,109,1181
E02000938,1476,317,217,408,2418
E02000939,786,205,151,266,1408
E02000940,1035,152,112,136,1435
E02000941,1167,258,154,190,1769
E02000942,1278,311,222,254,2065
E02000943,1050,168,126,172,1516
E02000944,1169,162,101,184,1616
E02000945,1086,169,121,163,1539
E02000946,819,168,75,142,1204
E02000947,1136,196,145,173,1650
E02000948,1264,188,127,219,1798
E02000949,1440,270,175,253,2138
E02000950,1111,212,150,210,1683
E02000951,912,138,87,127,1264
E02000952,945,152,98,119,1314
E02000953,1129,104,97,114,1444
E02000954,941,165,109,191,1406
E02000955,997,171,110,185,1463
E02000956,1174,132,72,118,1496
E02000957,1635,212,127,240,2214
E02000958,1357,233,151,258,1999
E02000959,989,147,95,145,1376
E02000960,967,207,173,334,1681
E02000961,1136,216,180,271,1803
E02000962,1038,289,243,349,1919
E02000963,1245,230,200,213,1888
E02000964,1361,224,192,219,1996
E02000965,884,150,119,157,1310
E02000966,1160,224,171,216,1771
E02000967,652,145,142,210,1149
E02000968,1687,317,240,394,2638
E02000969,1215,170,132,242,1759
E02000970,916,211,166,215,1508
E02000971,784,163,159,173,1279
E02000972,1098,162,121,152,1533
E02000973,935,261,178,213,1587
E02000974,956,227,159,204,1546
E02000975,665,152,99,106,1022
E02000976,789,183,159,186,1317
E02000977,766,160,106,152,1184
E02000978,630,195,151,256,1232
E02000979,984,253,169,225,1631
E02000980,1028,249,198,240,1715
E02000981,934,199,141,146,1420
E02000982,903,224,181,212,1520
E02000983,905,215,172,283,1575
E02002483,1406,480,303,493,2682
E02002484,1382,480,283,457,2602
E02002485,1078,368,264,284,1994
E02002487,567,174,119,141,1001
E02002488,874,344,263,394,1875
E02002489,820,288,183,280,1571
E02002490,714,246,153,183,1296
E02002491,795,270,196,426,1687
E02002492,912,372,225,336,1845
E02002493,961,450,321,441,2173
E02002494,973,295,213,301,1782
E02006909,1855,863,617,834,4169
E02002496,1067,201,127,197,1592
E02002497,732,187,115,150,1184
E02002498,746,157,121,172,1196
E02002499,1130,223,133,232,1718
E02002500,884,220,131,213,1448
E02002501,1005,180,150,160,1495
E02002502,1563,376,248,390,2577
E02002503,998,207,131,192,1528
E02002504,1465,387,255,366,2473
E02002505,959,199,105,171,1434
E02002506,1052,204,134,220,1610
E02002507,1049,292,250,336,1927
E02002508,855,279,271,386,1791
E02002509,966,253,156,271,1646
E02002510,1190,478,364,429,2461
E02002512,929,354,253,373,1909
E02002513,1576,540,335,481,2932
E02002514,1498,460,271,432,2661
E02006811,1945,673,529,663,3810
E02002515,767,283,193,381,1624
E02002516,749,274,206,292,1521
E02002517,597,268,193,279,1337
E02002518,1480,634,459,607,3180
E02002519,903,430,356,487,2176
E02002520,1728,928,783,955,4394
E02002521,785,448,352,563,2148
E02002523,702,185,112,138,1137
E02002524,740,375,264,285,1664
E02002525,1190,441,383,492,2506
E02002526,1073,476,290,318,2157
E02002527,635,252,180,200,1267
E02002529,823,378,264,274,1739
E02002530,777,442,314,346,1879
E02002532,929,375,270,413,1987
E02002533,889,486,357,418,2150
E02002534,707,543,409,496,2155
E02006812,1225,428,336,520,2509
E02006910,1456,502,370,522,2850
E02002535,1709,589,360,450,3108
E02002536,1510,465,366,551,2892
E02002537,1175,308,220,395,2098
E02002538,962,306,216,250,1734
E02002539,1618,657,496,529,3300
E02002540,1004,546,354,455,2359
E02002541,985,335,218,356,1894
E02002542,1271,351,202,292,2116
E02002543,1459,315,170,302,2246
E02002544,1173,319,206,328,2026
E02002545,863,394,251,327,1835
E02002546,1002,248,170,247,1667
E02002547,951,484,340,489,2264
E02002548,1509,316,196,257,2278
E02002549,1182,543,495,613,2833
E02002550,908,286,236,358,1788
E02002551,593,184,125,193,1095
E02002552,876,342,185,208,1611
E02002553,716,317,210,303,1546
E02002554,636,317,231,302,1486
E02002555,1417,625,451,649,3142
E02002556,1139,398,239,239,2015
E02002557,2228,361,197,259,3045
E02002558,1662,744,526,631,3563
E02002559,1304,548,395,391,2638
E02002560,828,309,226,278,1641
E02002561,808,433,247,297,1785
E02002562,614,222,176,264,1276
E02002563,794,360,228,385,1767
E02002564,1341,446,339,475,2601
E02002565,694,229,146,186,1255
E02002566,658,219,139,209,1225
E02002567,1012,399,270,399,2080
E02002568,890,383,270,503,2046
E02002569,1292,664,586,977,3519
E02002570,958,379,226,416,1979
E02002571,637,242,204,281,1364
E02002572,696,239,154,181,1270
E02002573,1263,570,440,595,2868
E02004290,902,372,286,334,1894
E02004291,1089,352,250,338,2029
E02004292,1191,537,501,682,2911
E02004293,1492,420,372,540,2824
E02004294,1287,575,409,517,2788
E02004295,1145,492,333,427,2397
E02004296,1206,458,304,366,2334
E02004297,1263,459,377,471,2570
E02004298,1652,622,419,626,3319
E02004299,1327,483,348,443,2601
E02004300,1155,482,341,392,2370
E02004301,1426,422,296,333,2477
E02004302,1110,403,313,329,2155
E02004303,1663,597,431,620,3311
E02004304,1308,417,322,506,2553
E02004305,1370,425,320,424,2539
E02004306,946,442,338,408,2134
E02004307,1138,355,243,309,2045
E02004308,1328,606,404,421,2759
E02004309,1038,352,236,403,2029
E02004310,1137,467,343,337,2284
E02004311,1353,559,369,451,2732
E02004312,1187,638,494,636,2955
E02004313,856,259,190,252,1557
E02004314,684,178,126,291,1279
E02004315,1664,469,325,454,2912
E02004316,982,322,228,268,1800
E02004317,1127,484,318,412,2341
E02004318,1021,350,273,341,1985
E02004319,1156,383,315,380,2234
E02004320,1401,470,315,484,2670
E02004321,1305,356,291,471,2423
E02004322,1348,471,319,429,2567
E02004323,1131,334,253,332,2050
E02004324,701,326,236,275,1538
E02004325,1152,352,227,371,2102
E02004326,1009,319,235,305,1868
E02004327,821,305,276,353,1755
E02004328,892,311,268,373,1844
E02004329,990,381,300,359,2030
E02004330,836,365,303,407,1911
E02004331,1111,400,319,352,2182
E02004332,1239,343,253,321,2156
E02004333,1054,531,369,373,2327
E02004334,1203,374,292,293,2162
E02004335,1077,344,246,308,1975
E02004336,1059,410,346,442,2257
E02004337,1552,594,323,452,2921
E02004338,1162,402,265,308,2137
E02004339,1112,519,419,445,2495
E02004340,1492,606,355,535,2988
E02004341,1338,570,392,390,2690
E02004342,581,217,151,223,1172
E02004343,792,306,227,381,1706
E02004344,1000,448,312,463,2223
E02004345,2391,947,659,823,4820
E02004346,940,433,293,299,1965
E02004347,1315,507,383,643,2848
E02004348,1062,664,478,550,2754
E02004349,1251,462,344,444,2501
E02004350,1325,616,437,521,2899
E02004351,1103,400,271,331,2105
E02004352,1136,420,283,421,2260
E02004353,1198,495,334,534,2561
E02004354,1373,566,340,362,2641
E02004355,1128,384,237,304,2053
E02005702,836,549,395,590,2370
E02005703,928,477,330,476,2211
E02005704,2054,981,713,858,4606
E02005705,1052,651,483,545,2731
E02005706,753,597,397,652,2399
E02005707,508,601,463,517,2089
E02005708,904,860,664,779,3207
E02005709,1054,322,212,274,1862
E02005710,1605,499,335,480,2919
E02005711,1351,481,329,363,2524
E02005712,1434,405,244,269,2352
E02005713,1194,527,314,264,2299
E02005714,819,346,181,135,1481
E02005715,1367,483,349,488,2687
E02005716,1617,609,312,338,2876
E02005717,1071,583,457,541,2652
E02005718,1089,690,470,408,2657
E02005719,1193,479,341,360,2373
E02005720,1933,793,531,569,3826
E02005721,863,328,205,336,1732
E02005722,1389,581,378,459,2807
E02005723,896,387,315,587,2185
E02005724,974,565,385,581,2505
E02005725,810,541,392,748,2491
E02005726,1078,561,420,656,2715
E02005727,650,431,316,394,1791
E02005728,849,534,390,439,2212
E02005729,766,408,303,388,1865
E02005730,1746,930,719,1065,4460
E02005731,1553,643,435,528,3159
E02005732,1243,728,585,816,3372
E02005733,977,644,444,519,2584
E02005734,885,393,262,379,1919
E02005735,1006,316,226,302,1850
E02005736,1202,473,318,303,2296
E02005737,1208,439,324,375,2346
E02005738,776,340,234,240,1590
E02005739,1459,553,464,632,3108
E02005740,1504,552,383,500,2939
E02005741,1308,546,374,556,2784
E02001708,2254,623,352,525,3754
E02001709,1861,590,425,630,3506
E02001710,1341,423,293,513,2570
E02001711,1339,421,291,516,2567
E02001712,1732,462,296,534,3024
E02001713,2000,488,360,549,3397
E02001714,1774,479,245,435,2933
E02001715,1624,441,255,411,2731
E02001718,913,292,206,258,1669
E02001719,1423,414,285,438,2560
E02001720,1377,220,144,196,1937
E02001721,1599,594,392,632,3217
E02001722,1326,410,336,662,2734
E02001723,920,198,157,259,1534
E02001724,1122,216,170,296,1804
E02001725,1168,205,132,184,1689
E02001726,1464,431,290,424,2609
E02001727,1282,418,300,442,2442
E02001728,1427,533,360,414,2734
E02001729,946,167,104,233,1450
E02001730,1255,205,128,162,1750
E02001731,1229,226,125,219,1799
E02001732,746,244,134,179,1303
E02001733,1429,429,303,428,2589
E02001734,970,319,235,348,1872
E02001735,779,211,154,262,1406
E02001736,1132,293,177,263,1865
E02001737,767,253,169,261,1450
E02006893,1702,839,646,891,4078
E02001738,873,509,410,584,2376
E02001739,1139,501,314,354,2308
E02001740,816,345,246,380,1787
E02001741,1230,574,382,623,2809
E02001742,876,417,308,400,2001
E02001743,1131,374,230,322,2057
E02001744,1128,348,222,380,2078
E02001745,989,359,221,258,1827
E02001746,1103,452,302,466,2323
E02001747,921,438,338,604,2301
E02001748,1065,349,185,290,1889
E02001749,910,446,230,366,1952
E02001750,1041,413,300,531,2285
E02001751,974,319,241,358,1892
E02001752,853,283,199,304,1639
E02001753,868,404,261,380,1913
E02001754,850,350,266,408,1874
E02001755,1444,450,326,486,2706
E02001756,1370,354,255,381,2360
E02001757,882,362,238,387,1869
E02001758,879,368,217,173,1637
E02001759,852,293,207,333,1685
E02001760,866,252,191,239,1548
E02001761,936,330,269,352,1887
E02001762,1171,331,217,214,1933
E02001763,1010,315,205,251,1781
E02001764,945,331,188,288,1752
E02001765,1055,282,216,300,1853
E02001766,996,253,159,192,1600
E02001767,1149,318,257,315,2039
E02001768,1433,376,279,299,2387
E02001769,1312,335,201,262,2110
E02001770,1104,309,231,335,1979
E02001771,1140,347,270,410,2167
E02001772,935,284,230,358,1807
E02001773,1069,406,282,417,2174
E02001774,889,294,197,212,1592
E02001775,988,320,199,332,1839
E02001776,1421,369,211,406,2407
E02001777,1033,321,192,279,1825
E02001778,1078,287,177,289,1831
E02001779,1002,300,189,260,1751
E02001780,1060,375,274,322,2031
E02001781,946,232,126,215,1519
E02001782,1535,445,312,525,2817
E02001783,1213,278,160,247,1898
E02001784,1094,320,273,353,2040
E02001785,1356,526,372,484,2738
E02001786,1345,330,216,380,2271
E02001787,963,418,254,266,1901
E02001788,1061,328,170,273,1832
E02001789,1046,426,305,477,2254
E02001790,1066,357,245,433,2101
E02001791,871,317,253,423,1864
E02001792,1184,451,337,606,2578
E02001793,1186,290,194,359,2029
E02001794,1297,382,320,505,2504
E02001795,1150,412,253,367,2182
E02001796,1297,547,355,560,2759
E02001797,754,424,274,330,1782
E02001798,1298,374,272,350,2294
E02001799,872,421,251,405,1949
E02001800,830,481,240,252,1803
E02001801,983,210,99,166,1458
E02001802,1126,287,192,295,1900
E02001803,1057,269,164,261,1751
E02001804,1232,322,253,349,2156
E02001805,1019,315,248,460,2042
E02001806,1051,365,221,300,1937
E02001807,899,426,258,318,1901
E02001808,927,211,164,248,1550
E02001809,819,546,325,343,2033
E02001810,1034,562,273,254,2123
E02001811,1267,465,332,434,2498
E02001812,1707,697,510,790,3704
E02001813,1231,403,292,371,2297
E02001814,1032,308,192,336,1868
E02001815,1461,759,464,471,3155
E02001816,1181,416,267,444,2308
E02001817,1308,307,259,382,2256
E02001818,1824,360,253,422,2859
E02001819,1259,545,397,549,2750
E02001820,1305,470,313,456,2544
E02001821,1203,316,184,261,1964
E02001822,1053,407,268,357,2085
E02001823,1049,371,238,315,1973
E02001824,1097,521,429,595,2642
E02001825,1083,470,396,533,2482
E02001826,1004,379,263,258,1904
E02001682,1088,499,348,509,2444
E02001683,1205,562,427,533,2727
E02001684,852,295,174,308,1629
E02001685,939,352,259,378,1928
E02001686,893,387,362,481,2123
E02001688,938,266,167,228,1599
E02001689,828,293,181,332,1634
E02001690,956,393,240,398,1987
E02001691,994,244,149,214,1601
E02001692,825,233,126,188,1372
E02001693,828,293,193,313,1627
E02001694,885,331,237,323,1776
E02001695,849,354,251,332,1786
E02001696,1343,480,274,486,2583
E02001697,1319,426,287,461,2493
E02001698,925,666,469,736,2796
E02001699,1097,342,258,412,2109
