MSOA,White%,Mixed%,Asian%,Black%,Other%
E02005085,0.9753,0.01,0.0102,0.0025,0.002
E02005086,0.9633,0.0108,0.0212,0.0034,0.0013
E02005087,0.9604,0.0093,0.0153,0.0129,0.002
E02005088,0.92,0.0201,0.0237,0.0326,0.0037
E02005089,0.941,0.0125,0.0211,0.0227,0.0027
E02005090,0.9626,0.0079,0.0252,0.0017,0.0026
E02005091,0.9648,0.0158,0.0107,0.0077,0.0009
E02005093,0.9713,0.0086,0.0155,0.0038,0.0008
E02005094,0.9555,0.0168,0.0203,0.0031,0.0043
E02005095,0.9774,0.0082,0.0125,0.0013,0.0005
E02005096,0.9533,0.0168,0.0258,0.0027,0.0014
E02005097,0.955,0.0179,0.0213,0.0032,0.0027
E02005098,0.9418,0.0192,0.0305,0.0053,0.0032
E02005099,0.9676,0.0145,0.0117,0.0041,0.0021
E02005100,0.9667,0.0164,0.0115,0.0034,0.0021
E02005101,0.9778,0.014,0.0063,0.001,0.0009
E02006832,0.9684,0.0123,0.0125,0.005,0.0018
E02005102,0.9839,0.0088,0.0061,0.001,0.0003
E02005103,0.9252,0.0131,0.0509,0.0042,0.0065
E02005104,0.9714,0.0093,0.0155,0.0032,0.0006
E02005105,0.957,0.0132,0.021,0.0061,0.0027
E02005106,0.8383,0.0122,0.1389,0.0041,0.0065
E02005107,0.9148,0.0161,0.0594,0.0058,0.004
E02005109,0.9805,0.0087,0.009,0.0011,0.0008
E02005110,0.9793,0.0077,0.0099,0.0018,0.0013
E02005111,0.972,0.009,0.0149,0.0032,0.001
E02005112,0.9839,0.0092,0.0053,0.001,0.0006
E02005113,0.9766,0.0081,0.0121,0.0024,0.0007
E02005114,0.9846,0.0082,0.005,0.0012,0.0009
E02006879,0.9248,0.0149,0.043,0.0107,0.0066
E02006880,0.9275,0.0217,0.0312,0.0121,0.0075
E02005115,0.9671,0.0134,0.0116,0.0048,0.0031
E02005116,0.9751,0.0098,0.0087,0.0052,0.0011
E02005117,0.975,0.0097,0.0115,0.0034,0.0003
E02005118,0.9654,0.0102,0.0135,0.0098,0.0011
E02005119,0.9832,0.0074,0.0053,0.0033,0.0009
E02005120,0.9435,0.015,0.0163,0.0232,0.002
E02005121,0.9355,0.0128,0.0127,0.0377,0.0013
E02005122,0.9748,0.0118,0.008,0.0042,0.0011
E02005123,0.9504,0.0163,0.0138,0.0175,0.002
E02005124,0.9565,0.0134,0.0183,0.0095,0.0023
E02005125,0.9696,0.0138,0.0078,0.0078,0.0009
E02005126,0.9619,0.0109,0.0189,0.006,0.0023
E02005127,0.9711,0.01,0.0091,0.0084,0.0015
E02005128,0.9823,0.0095,0.0051,0.0017,0.0014
E02005129,0.9735,0.0122,0.0092,0.003,0.0022
E02005130,0.9806,0.0091,0.0067,0.0026,0.001
E02005131,0.9822,0.0069,0.0046,0.0032,0.003
E02005132,0.916,0.0251,0.0285,0.0215,0.0089
E02005133,0.9586,0.0149,0.0187,0.0042,0.0037
E02005134,0.9292,0.0258,0.0275,0.0146,0.0029
E02005135,0.9392,0.0161,0.0284,0.011,0.0052
E02005136,0.9713,0.0122,0.012,0.0029,0.0015
E02005137,0.9592,0.0147,0.0191,0.0041,0.003
E02005138,0.9632,0.0177,0.0121,0.005,0.002
E02005139,0.9704,0.0096,0.0147,0.0027,0.0026
E02005140,0.9694,0.0126,0.0117,0.0048,0.0015
E02005141,0.9487,0.0191,0.0225,0.0064,0.0033
E02005142,0.9643,0.0094,0.0203,0.0029,0.003
E02005143,0.9665,0.0138,0.0136,0.0041,0.0021
E02005144,0.9689,0.0147,0.0113,0.0042,0.001
E02005145,0.9829,0.0086,0.0073,0.0006,0.0006
E02005146,0.9388,0.0213,0.027,0.0104,0.0026
E02005147,0.9344,0.0258,0.029,0.009,0.0018
E02005148,0.9691,0.0127,0.0116,0.0038,0.0028
E02005149,0.962,0.0125,0.0183,0.0054,0.0018
E02005150,0.9765,0.0102,0.01,0.0022,0.0012
E02005151,0.9655,0.0135,0.0129,0.0051,0.0031
E02005153,0.9563,0.0113,0.022,0.0055,0.0049
E02005154,0.9617,0.0163,0.017,0.0023,0.0027
E02005155,0.9451,0.0193,0.0271,0.0052,0.0033
E02005156,0.9796,0.0064,0.0102,0.0021,0.0018
E02005157,0.9606,0.0147,0.0201,0.0017,0.0029
E02005158,0.9668,0.0136,0.0143,0.0024,0.0029
E02005159,0.9684,0.0108,0.0122,0.0017,0.0069
E02005160,0.9306,0.0173,0.0428,0.0052,0.0041
E02005161,0.9322,0.0169,0.0436,0.0024,0.0048
E02006833,0.9695,0.0146,0.0101,0.002,0.0038
E02005162,0.9738,0.0117,0.009,0.004,0.0016
E02005163,0.9511,0.0198,0.022,0.0055,0.0017
E02005164,0.9379,0.0212,0.0328,0.0047,0.0034
E02005165,0.9621,0.0114,0.0202,0.0031,0.0032
E02005166,0.9337,0.0169,0.0361,0.0078,0.0055
E02005167,0.9653,0.0164,0.013,0.0029,0.0024
E02005168,0.9355,0.0235,0.03,0.007,0.004
E02005169,0.8835,0.02,0.0753,0.0126,0.0086
E02005170,0.9414,0.0203,0.0276,0.0083,0.0024
E02005171,0.9264,0.0159,0.0459,0.0087,0.0031
E02005172,0.9735,0.011,0.0092,0.0043,0.002
E02005173,0.9517,0.0224,0.0191,0.0027,0.0042
E02005174,0.9763,0.0113,0.0082,0.0024,0.0018
E02005175,0.9708,0.0099,0.0129,0.0041,0.0023
E02005921,0.9858,0.0071,0.0039,0.0017,0.0015
E02005922,0.9348,0.0174,0.0348,0.0108,0.0022
E02005923,0.8419,0.0174,0.1203,0.0174,0.0031
E02005924,0.8323,0.0238,0.1134,0.0248,0.0057
E02005925,0.8837,0.026,0.0717,0.0177,0.0009
E02005926,0.9415,0.0149,0.0338,0.0086,0.0012
E02005927,0.8856,0.019,0.0678,0.0207,0.0068
E02005928,0.974,0.0122,0.0093,0.0024,0.0021
E02005929,0.9799,0.0082,0.0085,0.002,0.0015
E02005930,0.9722,0.0148,0.0073,0.0037,0.002
E02005931,0.9428,0.0146,0.0127,0.0235,0.0063
E02005932,0.9376,0.0171,0.0318,0.0106,0.003
E02005933,0.9385,0.0191,0.0271,0.0129,0.0024
E02005934,0.9269,0.0217,0.0345,0.014,0.0028
E02005935,0.9288,0.0189,0.0336,0.0161,0.0026
E02005936,0.9433,0.0185,0.0211,0.0138,0.0032
E02005937,0.9004,0.0214,0.0532,0.0177,0.0073
E02005938,0.8787,0.0243,0.0677,0.0175,0.0118
E02005939,0.8939,0.0215,0.0546,0.0205,0.0095
E02005940,0.8738,0.0298,0.068,0.0159,0.0124
E02005941,0.8414,0.0377,0.0806,0.0187,0.0215
E02005942,0.8575,0.0345,0.0819,0.0147,0.0114
E02005943,0.7905,0.0334,0.1361,0.0236,0.0163
E02005944,0.7426,0.0446,0.1319,0.07,0.0108
E02005945,0.7656,0.0295,0.1527,0.0366,0.0155
E02005946,0.8212,0.036,0.0975,0.0359,0.0094
E02005947,0.808,0.0402,0.1221,0.0159,0.0138
E02005948,0.8279,0.0326,0.1037,0.0185,0.0174
E02005949,0.6978,0.0363,0.1833,0.0648,0.0178
E02005950,0.7895,0.0408,0.1259,0.0324,0.0115
E02005951,0.8096,0.0384,0.1109,0.0289,0.0123
E02005952,0.6906,0.0443,0.1848,0.0625,0.0177
E02005953,0.7614,0.0401,0.1518,0.0366,0.0102
E02005954,0.724,0.0448,0.1572,0.061,0.0131
E02005955,0.7639,0.035,0.1214,0.0721,0.0077
E02005956,0.7328,0.0577,0.0672,0.1347,0.0075
E02005957,0.763,0.0587,0.0536,0.1101,0.0146
E02005958,0.9639,0.0122,0.0197,0.0035,0.0007
E02005959,0.9446,0.0202,0.0247,0.0063,0.0043
E02005960,0.9684,0.0156,0.0124,0.0022,0.0014
E02005961,0.9587,0.0169,0.0139,0.0084,0.0021
E02005962,0.9831,0.0061,0.0076,0.0023,0.0008
E02005963,0.9448,0.0143,0.0305,0.0086,0.0018
E02005964,0.9777,0.0099,0.0092,0.0026,0.0006
E02005965,0.9747,0.0095,0.0128,0.002,0.0009
E02005966,0.9393,0.0159,0.031,0.0107,0.0031
E02005967,0.9468,0.0113,0.0265,0.0084,0.007
E02005968,0.958,0.0124,0.0134,0.0145,0.0017
E02005969,0.9618,0.0138,0.0166,0.0055,0.0023
E02005970,0.928,0.0183,0.0355,0.0165,0.0018
E02005971,0.9693,0.0059,0.0199,0.0031,0.0017
E02005972,0.9763,0.0113,0.009,0.0031,0.0003
E02005973,0.9537,0.0169,0.0229,0.0031,0.0034
E02005974,0.9552,0.0175,0.0216,0.003,0.0028
E02005975,0.9662,0.0139,0.0133,0.0039,0.0027
E02005976,0.9651,0.0147,0.0147,0.002,0.0036
E02005977,0.973,0.0145,0.0082,0.0028,0.0016
E02005978,0.9273,0.0162,0.0426,0.0076,0.0063
E02005979,0.9114,0.0236,0.0498,0.0075,0.0077
E02005980,0.9222,0.0155,0.0247,0.0333,0.0044
E02005981,0.9382,0.0115,0.0411,0.0065,0.0028
E02005982,0.9427,0.0142,0.025,0.0133,0.0048
E02005983,0.9199,0.0191,0.0419,0.0158,0.0033
E02005984,0.9778,0.0061,0.01,0.0047,0.0015
E02005985,0.9506,0.0134,0.024,0.0094,0.0026
E02005986,0.9575,0.0107,0.0208,0.0099,0.0011
E02005987,0.9721,0.0111,0.0088,0.0058,0.0022
E02005988,0.9694,0.0082,0.012,0.0099,0.0006
E02005991,0.9702,0.0117,0.0123,0.0041,0.0016
E02005992,0.9735,0.0097,0.0102,0.0043,0.0023
E02006886,0.9682,0.0087,0.0155,0.0032,0.0044
E02005993,0.9642,0.0096,0.0177,0.0055,0.003
E02005994,0.9778,0.0107,0.0089,0.0018,0.0008
E02005995,0.9865,0.0054,0.0054,0.0003,0.0024
E02005996,0.9651,0.0162,0.0143,0.0026,0.0017
E02005997,0.9806,0.0095,0.0068,0.0027,0.0004
E02005998,0.9678,0.0134,0.012,0.0028,0.004
E02005999,0.9867,0.0032,0.0063,0.0016,0.0021
E02006000,0.956,0.0163,0.0203,0.0052,0.0023
E02006001,0.9654,0.0118,0.0146,0.0069,0.0012
E02006002,0.9473,0.015,0.0278,0.0069,0.003
E02006003,0.9695,0.012,0.0138,0.0037,0.0009
E02006004,0.983,0.0095,0.0054,0.0016,0.0005
E02006005,0.9601,0.0164,0.014,0.0081,0.0014
E02006006,0.9681,0.0129,0.0127,0.0052,0.001
E02006007,0.9805,0.0092,0.0068,0.0029,0.0006
E02006317,0.8998,0.0265,0.0583,0.008,0.0075
E02006318,0.9314,0.0249,0.0309,0.0057,0.0071
E02006319,0.8974,0.0212,0.066,0.0083,0.0071
E02006320,0.9234,0.0227,0.0336,0.0127,0.0075
E02006321,0.9241,0.0312,0.0333,0.0057,0.0057
E02006322,0.8769,0.0273,0.0791,0.0069,0.0098
E02006323,0.9024,0.0296,0.0501,0.0091,0.0088
E02006324,0.8974,0.0253,0.0583,0.0105,0.0085
E02006325,0.8819,0.0283,0.0782,0.0049,0.0067
E02006326,0.8795,0.0265,0.0737,0.0118,0.0086
E02006327,0.9068,0.0235,0.0513,0.0049,0.0135
E02006328,0.9009,0.0313,0.0517,0.0072,0.0089
E02006329,0.8974,0.0249,0.0571,0.0086,0.012
E02006330,0.9262,0.0226,0.0364,0.0062,0.0086
E02006331,0.9318,0.0229,0.0364,0.0043,0.0046
E02006332,0.8596,0.0346,0.0774,0.0086,0.0198
E02006333,0.9063,0.0244,0.0476,0.0099,0.0117
E02006334,0.8995,0.0225,0.0559,0.0064,0.0156
E02006335,0.8024,0.0241,0.1336,0.0115,0.0283
E02006336,0.8591,0.024,0.0728,0.0237,0.0205
E02006337,0.8879,0.0217,0.0693,0.0092,0.0119
E02006338,0.8929,0.0225,0.0641,0.0085,0.012
E02006339,0.8194,0.0349,0.099,0.0279,0.0188
E02006341,0.8487,0.0302,0.0873,0.0209,0.0128
E02006342,0.8435,0.0262,0.0958,0.0209,0.0136
E02006343,0.9027,0.0245,0.0606,0.0068,0.0054
E02006837,0.8717,0.0213,0.0915,0.0076,0.0079
E02006344,0.9599,0.0145,0.0155,0.0071,0.0031
E02006345,0.9324,0.0156,0.021,0.022,0.009
E02006346,0.9628,0.0138,0.0167,0.0039,0.0028
E02006347,0.9454,0.0118,0.028,0.0099,0.0049
E02006348,0.9179,0.013,0.0437,0.0115,0.0138
E02006349,0.861,0.0214,0.0806,0.0164,0.0205
E02006350,0.9166,0.0196,0.0448,0.0081,0.011
E02006351,0.8881,0.0235,0.06,0.0085,0.02
E02006352,0.8837,0.0269,0.0596,0.0166,0.0131
E02006353,0.9422,0.0181,0.0277,0.0109,0.0011
E02006354,0.911,0.0177,0.0488,0.0067,0.0158
E02006355,0.7887,0.0213,0.1314,0.0336,0.0251
E02006356,0.8659,0.0295,0.0684,0.0119,0.0243
E02006357,0.9618,0.0093,0.0159,0.011,0.0019
E02006358,0.8016,0.0257,0.1219,0.0253,0.0255
E02006359,0.9371,0.0179,0.0258,0.0081,0.0111
E02006360,0.9655,0.0122,0.0143,0.0031,0.0048
E02006361,0.9725,0.0109,0.0098,0.0027,0.004
E02006362,0.9414,0.018,0.0326,0.006,0.002
E02006363,0.9463,0.0166,0.0258,0.0078,0.0034
E02006364,0.8931,0.0236,0.0648,0.0102,0.0082
E02006365,0.9282,0.0195,0.0382,0.0052,0.0088
E02006366,0.954,0.0159,0.0251,0.002,0.003
E02006367,0.9621,0.0119,0.0194,0.004,0.0026
E02006368,0.9691,0.0107,0.0141,0.0013,0.0048
E02006369,0.9733,0.0094,0.0128,0.0034,0.0011
E02006370,0.9477,0.015,0.0284,0.0041,0.0049
E02006371,0.94,0.0169,0.0314,0.0041,0.0076
E02006372,0.9623,0.0125,0.0122,0.0073,0.0058
E02006373,0.9725,0.0122,0.0114,0.002,0.002
E02006374,0.971,0.0086,0.0133,0.0038,0.0033
E02006375,0.9201,0.0205,0.0441,0.0095,0.0059
E02006376,0.9111,0.0213,0.0383,0.0251,0.0042
E02006377,0.9188,0.0221,0.0474,0.0076,0.0041
E02006378,0.9105,0.0246,0.0379,0.0236,0.0035
E02006379,0.9103,0.0201,0.0453,0.0201,0.0043
E02006380,0.9445,0.0136,0.0329,0.0045,0.0045
E02006381,0.9125,0.0199,0.0528,0.0089,0.0059
E02006382,0.8952,0.0244,0.0498,0.0256,0.0051
E02006383,0.9294,0.0204,0.0384,0.0087,0.0032
E02006384,0.8419,0.0298,0.0944,0.0233,0.0105
E02006385,0.8357,0.0301,0.0964,0.0269,0.0109
E02006386,0.9365,0.0214,0.0303,0.0071,0.0047
E02006387,0.9465,0.0185,0.0275,0.005,0.0025
E02006388,0.8512,0.0273,0.0912,0.0225,0.0078
E02006389,0.9399,0.0171,0.0282,0.0135,0.0013
E02006390,0.9413,0.0138,0.0308,0.0122,0.0019
E02006391,0.9274,0.0213,0.0344,0.0113,0.0056
E02006392,0.9004,0.0228,0.0528,0.0148,0.0092
E02006393,0.8415,0.028,0.1059,0.0122,0.0124
E02006394,0.8131,0.0267,0.1193,0.0169,0.024
E02006395,0.8996,0.0209,0.0663,0.0054,0.0078
E02006396,0.9173,0.0165,0.0496,0.0101,0.0066
E02006397,0.8673,0.0214,0.0763,0.0111,0.0239
E02006398,0.9154,0.0209,0.0497,0.0107,0.0034
E02006399,0.9056,0.0185,0.0615,0.0084,0.006
E02006400,0.8808,0.016,0.0793,0.019,0.0048
E02006401,0.9245,0.0179,0.042,0.0106,0.0049
E02006402,0.9287,0.0193,0.0426,0.0057,0.0038
E02006403,0.7902,0.0288,0.1392,0.0295,0.0123
E02006404,0.7745,0.0275,0.1528,0.0304,0.0148
E02006405,0.86,0.0245,0.0851,0.0206,0.0098
E02006406,0.8201,0.0257,0.1211,0.0134,0.0197
E02006407,0.8873,0.023,0.0683,0.0158,0.0056
E02006408,0.8814,0.0207,0.0735,0.0187,0.0057
E02006409,0.8977,0.0269,0.0521,0.0165,0.0068
E02006410,0.8385,0.0326,0.0885,0.0239,0.0165
E02006411,0.9046,0.0256,0.0563,0.0089,0.0046
E02006412,0.8953,0.0297,0.055,0.011,0.009
E02006413,0.9232,0.0237,0.0352,0.0088,0.009
E02006414,0.9443,0.0174,0.0275,0.0063,0.0045
E02006415,0.9467,0.0175,0.0268,0.003,0.006
E02006416,0.9535,0.0186,0.0205,0.0039,0.0035
E02006417,0.9319,0.0156,0.0435,0.0043,0.0048
E02006418,0.9436,0.0155,0.0349,0.0035,0.0025
E02006419,0.8752,0.0228,0.0858,0.0102,0.0059
E02006420,0.881,0.0167,0.0791,0.0101,0.0131
E02006421,0.9331,0.0223,0.0267,0.0149,0.003
E02006422,0.9188,0.0174,0.0474,0.0083,0.0081
E02006423,0.8237,0.0237,0.126,0.0154,0.0113
E02006424,0.895,0.0196,0.0659,0.0117,0.0079
E02006425,0.8464,0.0186,0.1169,0.0128,0.0053
E02006426,0.9304,0.017,0.0413,0.0084,0.003
E02006427,0.9233,0.0142,0.0406,0.0124,0.0096
E02006429,0.8993,0.0295,0.0443,0.0206,0.0062
E02006430,0.8929,0.0345,0.0452,0.0221,0.0052
E02006431,0.8989,0.0297,0.0454,0.0203,0.0057
E02006432,0.9316,0.0204,0.0314,0.0122,0.0044
E02006433,0.9618,0.0138,0.0183,0.0034,0.0028
E02006434,0.9636,0.0175,0.0104,0.0055,0.0029
E02006435,0.9601,0.0198,0.0134,0.0057,0.001
E02006436,0.9645,0.0182,0.0121,0.0037,0.0015
E02006437,0.963,0.0138,0.0165,0.005,0.0018
E02006438,0.9584,0.0145,0.0183,0.0056,0.0031
E02006790,0.9546,0.0209,0.0167,0.0066,0.0012
E02006439,0.9667,0.0125,0.0166,0.0024,0.0019
E02006440,0.9604,0.0126,0.0177,0.0041,0.0052
E02006441,0.9567,0.014,0.0205,0.0058,0.003
E02006442,0.9543,0.0123,0.0219,0.0017,0.0098
E02006443,0.9611,0.0162,0.0151,0.0047,0.0029
E02006444,0.9564,0.0117,0.0215,0.0047,0.0056
E02006445,0.9403,0.0182,0.0308,0.0057,0.005
E02006446,0.9674,0.0092,0.0152,0.0062,0.0021
E02006447,0.9634,0.0127,0.0162,0.0035,0.0042
E02006448,0.961,0.0185,0.0141,0.0045,0.0019
E02006449,0.9696,0.0132,0.0123,0.0033,0.0016
E02006450,0.959,0.0142,0.0173,0.0079,0.0016
E02006451,0.9668,0.0116,0.0152,0.0036,0.0028
E02006453,0.9721,0.0091,0.0145,0.0032,0.0011
E02006454,0.9704,0.0127,0.0107,0.0023,0.004
E02006455,0.9468,0.0139,0.0259,0.007,0.0064
E02006839,0.9467,0.0146,0.0334,0.0044,0.001
E02006456,0.9214,0.0188,0.043,0.0066,0.0102
E02006457,0.9097,0.0225,0.0488,0.0087,0.0104
E02006458,0.9032,0.0237,0.0554,0.0109,0.0068
E02006459,0.4694,0.0218,0.4656,0.0251,0.0182
E02006460,0.8355,0.0245,0.1169,0.0124,0.0108
E02006461,0.8586,0.0226,0.0967,0.0137,0.0085
E02006462,0.8846,0.0234,0.0677,0.0125,0.0117
E02006463,0.7877,0.031,0.1317,0.0272,0.0223
E02006464,0.9142,0.0197,0.0484,0.0105,0.0073
E02006465,0.8786,0.0239,0.0745,0.0129,0.01
E02006466,0.8952,0.0266,0.0616,0.0127,0.004
E02006467,0.9132,0.0217,0.0506,0.0076,0.0069
E02006534,0.9515,0.0155,0.0214,0.004,0.0076
E02006535,0.9628,0.0157,0.0173,0.0018,0.0024
E02006536,0.9649,0.0117,0.0179,0.0034,0.0021
E02006537,0.9422,0.0177,0.0251,0.0079,0.0071
E02006538,0.9612,0.0184,0.0124,0.0042,0.0038
E02006539,0.9663,0.0123,0.0117,0.0076,0.0021
E02006540,0.9688,0.0092,0.0122,0.0064,0.0035
E02006541,0.963,0.0122,0.0162,0.0049,0.0036
E02006542,0.9815,0.0063,0.0091,0.003,0.0002
E02006543,0.9816,0.0076,0.0076,0.0014,0.0018
E02006544,0.975,0.0096,0.0113,0.0029,0.0012
E02006545,0.9654,0.0154,0.0126,0.0048,0.0018
E02006546,0.9748,0.0126,0.0083,0.0029,0.0015
E02006547,0.9512,0.0115,0.0213,0.013,0.003
E02006548,0.9757,0.0104,0.0103,0.002,0.0017
E02006549,0.9862,0.0049,0.0072,0.0014,0.0003
E02006550,0.9785,0.0087,0.01,0.0014,0.0014
E02006551,0.9837,0.0063,0.0078,0.0014,0.0008
E02006552,0.92,0.0179,0.0487,0.0072,0.0063
E02006553,0.9644,0.0097,0.0196,0.0044,0.0019
E02006554,0.9879,0.0061,0.0039,0.0018,0.0003
E02006555,0.9718,0.0106,0.0124,0.0029,0.0023
E02006556,0.9807,0.0079,0.0082,0.0023,0.0008
E02006557,0.9614,0.0106,0.022,0.0042,0.0018
E02006558,0.9429,0.0148,0.0307,0.0087,0.0028
E02006559,0.9818,0.0086,0.0078,0.0009,0.001
E02006560,0.9812,0.0074,0.0089,0.0024,0.0001
E02006561,0.9718,0.0138,0.0095,0.0034,0.0015
E02006562,0.9771,0.0106,0.0089,0.0032,0.0002
E02006563,0.9801,0.0082,0.0062,0.0032,0.0023
E02006564,0.9831,0.0076,0.0073,0.0007,0.0012
E02006565,0.9839,0.0082,0.0061,0.0012,0.0006
E02006566,0.9699,0.0092,0.011,0.0035,0.0064
E02006567,0.9855,0.0082,0.0044,0.0005,0.0013
E02006568,0.9336,0.0169,0.0325,0.013,0.004
E02006569,0.9602,0.0077,0.0115,0.0175,0.0031
E02006570,0.9237,0.0173,0.0491,0.0054,0.0045
E02006571,0.978,0.0065,0.0129,0.0017,0.0008
E02006572,0.97,0.0076,0.0165,0.0037,0.0022
E02006573,0.9849,0.0058,0.0065,0.0021,0.0007
E02006574,0.9832,0.0067,0.0073,0.002,0.0008
E02006575,0.6004,0.0317,0.3112,0.0442,0.0125
E02006576,0.8632,0.0216,0.094,0.0137,0.0075
E02006577,0.8402,0.0255,0.1038,0.025,0.0056
E02006578,0.7441,0.0279,0.1847,0.0283,0.0149
E02006579,0.8053,0.0264,0.1386,0.0197,0.01
E02006580,0.8744,0.0266,0.0681,0.024,0.007
E02006581,0.7911,0.0328,0.1283,0.0376,0.0101
E02006582,0.8847,0.0247,0.0692,0.0144,0.0071
E02006583,0.8655,0.022,0.0917,0.0161,0.0047
E02006584,0.7851,0.0325,0.1118,0.0562,0.0144
E02006585,0.8517,0.0269,0.0885,0.0252,0.0076
E02006586,0.7102,0.036,0.1778,0.0633,0.0128
E02006587,0.7837,0.0433,0.1047,0.0579,0.0105
E02006588,0.9513,0.0154,0.0259,0.0059,0.0015
E02006589,0.9508,0.0155,0.027,0.0041,0.0025
E02006590,0.9592,0.0176,0.0158,0.0047,0.0028
E02006591,0.9369,0.0184,0.0359,0.0059,0.0029
E02006592,0.9617,0.0066,0.0265,0.0036,0.0016
E02006593,0.9127,0.0194,0.0538,0.01,0.004
E02006594,0.9645,0.014,0.0175,0.0036,0.0004
E02006595,0.9401,0.0216,0.0166,0.0194,0.0023
E02006596,0.9707,0.0122,0.0117,0.0035,0.002
E02006597,0.9692,0.013,0.0133,0.0034,0.0011
E02006598,0.9816,0.0087,0.0076,0.0015,0.0005
E02006599,0.9845,0.0059,0.0086,0.0003,0.0007
E02006600,0.9769,0.01,0.0112,0.0014,0.0004
E02006601,0.9652,0.0107,0.0172,0.005,0.0018
E02006602,0.9784,0.0115,0.0066,0.0023,0.0012
E02006603,0.982,0.0094,0.0063,0.0016,0.0006
E02006604,0.9363,0.0151,0.0379,0.0076,0.003
E02006605,0.9482,0.0129,0.0287,0.0067,0.0035
E02006606,0.9585,0.0155,0.0191,0.0039,0.0031
E02006607,0.9625,0.0131,0.0182,0.0054,0.0008
E02006608,0.9724,0.0132,0.0111,0.0028,0.0005
E02006609,0.9737,0.0102,0.0121,0.0032,0.0008
E02006610,0.9736,0.0138,0.0078,0.0035,0.0013
E02006611,0.9673,0.0128,0.0156,0.0029,0.0015
E02006612,0.8912,0.0173,0.0717,0.0153,0.0045
E02006613,0.922,0.0187,0.047,0.0098,0.0025
E02006614,0.9561,0.0116,0.0223,0.0054,0.0046
E02006615,0.9545,0.0159,0.0229,0.0056,0.001
E02006616,0.9555,0.0141,0.0213,0.0076,0.0015
E02006617,0.9202,0.0134,0.0563,0.0063,0.0039
E02006618,0.9549,0.0141,0.0265,0.0027,0.0018
E02006619,0.9745,0.0131,0.0086,0.0017,0.0021
E02006620,0.975,0.0136,0.0087,0.0017,0.001
E02006621,0.9687,0.0128,0.0157,0.0015,0.0013
E02006622,0.9619,0.0145,0.0179,0.0036,0.0021
E02006623,0.9607,0.0147,0.0151,0.0067,0.0028
E02006624,0.9683,0.0119,0.013,0.0042,0.0027
E02006625,0.9426,0.0161,0.0282,0.009,0.0041
E02006626,0.9405,0.0194,0.0298,0.0069,0.0034
E02006627,0.9487,0.0168,0.0266,0.0052,0.0027
E02006628,0.9051,0.0273,0.0494,0.0124,0.0058
E02006629,0.9024,0.0194,0.0624,0.0117,0.004
E02006630,0.9273,0.0188,0.034,0.0133,0.0066
E02006631,0.8728,0.0255,0.0719,0.0202,0.0096
E02006632,0.9516,0.018,0.0196,0.007,0.0038
E02006633,0.9617,0.0094,0.0233,0.0029,0.0028
E02002985,0.9726,0.0121,0.0069,0.0067,0.0017
E02002986,0.9739,0.0131,0.0062,0.0052,0.0016
E02002987,0.9721,0.0094,0.015,0.002,0.0015
E02002988,0.9468,0.0212,0.0183,0.0115,0.0022
E02002989,0.9172,0.0195,0.0451,0.0115,0.0068
E02002990,0.912,0.0267,0.0367,0.0181,0.0066
E02002991,0.8989,0.0212,0.0572,0.0111,0.0115
E02002992,0.9227,0.0239,0.0337,0.0133,0.0064
E02002993,0.8829,0.0306,0.0577,0.0181,0.0107
E02002994,0.9623,0.0162,0.0147,0.0039,0.0028
E02002995,0.9212,0.0389,0.0192,0.0198,0.0009
E02002996,0.8735,0.0243,0.0844,0.0086,0.0093
E02002997,0.9247,0.0223,0.039,0.0107,0.0034
E02002998,0.9213,0.0173,0.0444,0.0104,0.0066
E02002999,0.9436,0.0154,0.0237,0.0147,0.0027
E02003000,0.9739,0.0095,0.0121,0.0032,0.0014
E02003001,0.9579,0.0154,0.0191,0.0042,0.0035
E02003002,0.9385,0.0258,0.022,0.0085,0.0052
E02003003,0.9241,0.0187,0.0345,0.0125,0.0102
E02003004,0.9819,0.0075,0.0081,0.0008,0.0017
E02003005,0.9854,0.0075,0.0032,0.0013,0.0026
E02003006,0.9723,0.0109,0.0119,0.0036,0.0012
E02003007,0.9791,0.0079,0.0102,0.0017,0.0011
E02003008,0.9792,0.0116,0.0059,0.0021,0.0012
E02003009,0.9792,0.0054,0.009,0.0031,0.0032
E02003010,0.9786,0.0082,0.0092,0.0027,0.0012
E02003011,0.9826,0.0061,0.008,0.0018,0.0016
E02003172,0.9642,0.013,0.0111,0.0061,0.0056
E02003173,0.9758,0.0106,0.0089,0.0029,0.0018
E02003174,0.9659,0.0106,0.0166,0.0035,0.0035
E02003175,0.9428,0.0188,0.0275,0.0058,0.0051
E02003176,0.9578,0.0138,0.014,0.006,0.0084
E02003177,0.9466,0.0186,0.0237,0.0051,0.006
E02003178,0.951,0.0171,0.0233,0.0048,0.0038
E02003179,0.913,0.024,0.0436,0.008,0.0114
E02003180,0.9059,0.0269,0.051,0.0093,0.0069
E02003181,0.9153,0.0254,0.0368,0.0086,0.0139
E02003182,0.9069,0.021,0.0576,0.0072,0.0073
E02003183,0.9199,0.0215,0.0371,0.0083,0.0132
E02003184,0.8563,0.0355,0.0751,0.0137,0.0195
E02003185,0.9466,0.0197,0.0222,0.0065,0.0051
E02003186,0.8793,0.0368,0.0473,0.0202,0.0164
E02003187,0.9175,0.0231,0.0426,0.0127,0.0042
E02003188,0.8533,0.0366,0.0722,0.019,0.019
