MSOA,White%,Mixed%,Asian%,Black%,Other%
E02006769,0.9699,0.0113,0.0155,0.0022,0.0011
E02006770,0.9186,0.0186,0.0561,0.0052,0.0015
E02006771,0.9842,0.0071,0.0059,0.0018,0.0009
E02006772,0.9767,0.0102,0.0118,0.0008,0.0005
E02006773,0.9745,0.0105,0.0116,0.0022,0.0013
E02006774,0.964,0.0152,0.0155,0.0043,0.0009
E02006775,0.9781,0.0099,0.0095,0.0025,0
E02006776,0.9752,0.0135,0.0079,0.0029,0.0005
E02006777,0.9804,0.0113,0.0059,0.0007,0.0017
E02006778,0.9876,0.0065,0.0045,0.0009,0.0004
E02006779,0.976,0.0085,0.0113,0.0022,0.002
E02006780,0.9845,0.0066,0.0059,0.0014,0.0017
E02003616,0.969,0.0146,0.0125,0.0014,0.0025
E02003617,0.9599,0.0159,0.0148,0.0057,0.0038
E02003618,0.918,0.0221,0.0341,0.0229,0.0029
E02003619,0.9142,0.0261,0.0351,0.0218,0.0028
E02003620,0.8551,0.032,0.0722,0.0326,0.008
E02003621,0.8879,0.0247,0.0581,0.0242,0.0052
E02003622,0.7964,0.0584,0.0631,0.0739,0.0081
E02003623,0.8987,0.0204,0.0611,0.0145,0.0053
E02003624,0.8415,0.0335,0.0789,0.0409,0.0052
E02003625,0.7641,0.04,0.1194,0.0661,0.0104
E02003626,0.8525,0.0345,0.0675,0.0369,0.0087
E02003627,0.7676,0.0385,0.1358,0.0487,0.0094
E02003628,0.4018,0.0378,0.4752,0.0658,0.0194
E02003629,0.74,0.0482,0.1355,0.0665,0.0098
E02003630,0.598,0.054,0.2719,0.0675,0.0087
E02003631,0.7458,0.036,0.1649,0.048,0.0053
E02003632,0.7604,0.0373,0.1587,0.0356,0.0079
E02003633,0.77,0.0384,0.1364,0.0472,0.0081
E02003634,0.8399,0.0378,0.0861,0.0312,0.0051
E02003635,0.939,0.0185,0.0314,0.0095,0.0015
E02003599,0.9432,0.0218,0.022,0.0112,0.0018
E02003600,0.9581,0.0163,0.015,0.0092,0.0013
E02003601,0.9742,0.011,0.0118,0.0015,0.0015
E02003602,0.9672,0.0098,0.0128,0.0074,0.0029
E02003603,0.9544,0.017,0.0162,0.0105,0.0019
E02003604,0.9552,0.0141,0.0226,0.0068,0.0013
E02003605,0.8373,0.0191,0.083,0.0342,0.0263
E02003606,0.9636,0.0148,0.0177,0.0029,0.0011
E02003607,0.9498,0.0165,0.0242,0.0057,0.0039
E02003608,0.9534,0.0178,0.0216,0.0044,0.0027
E02003609,0.9574,0.0151,0.0195,0.0072,0.0009
E02003610,0.9615,0.0174,0.0159,0.0028,0.0024
E02003611,0.9492,0.015,0.0255,0.0086,0.0018
E02003612,0.9289,0.0216,0.0352,0.0109,0.0034
E02003613,0.9524,0.0222,0.0164,0.008,0.001
E02003614,0.9608,0.0151,0.0161,0.0066,0.0014
E02003615,0.9627,0.0146,0.016,0.0053,0.0014
E02003636,0.9294,0.0191,0.0356,0.0126,0.0033
E02003637,0.962,0.0153,0.0171,0.0043,0.0013
E02003638,0.9637,0.0169,0.0119,0.0056,0.0019
E02003639,0.9431,0.0201,0.0237,0.0088,0.0043
E02003640,0.9504,0.021,0.0181,0.0085,0.002
E02003641,0.9618,0.0153,0.0142,0.0051,0.0035
E02003642,0.8446,0.039,0.0321,0.0771,0.0073
E02003643,0.9466,0.0198,0.0199,0.0116,0.002
E02003644,0.899,0.0312,0.0342,0.0337,0.0019
E02003645,0.8753,0.0248,0.064,0.0317,0.0042
E02003646,0.9285,0.0192,0.0277,0.0206,0.0039
E02003647,0.9033,0.0261,0.0399,0.0238,0.0069
E02003648,0.9003,0.0297,0.0254,0.0412,0.0035
E02003649,0.9268,0.0159,0.0335,0.0221,0.0017
E02003650,0.9669,0.0133,0.0127,0.0052,0.0019
E02003651,0.96,0.0121,0.0154,0.0115,0.001
E02003258,0.7568,0.0286,0.1451,0.0615,0.008
E02003259,0.7374,0.0434,0.0967,0.1154,0.0072
E02003260,0.572,0.0663,0.1607,0.1922,0.0088
E02003261,0.7142,0.0383,0.1729,0.0644,0.0103
E02003262,0.5764,0.0591,0.1751,0.1806,0.0088
E02003263,0.5893,0.0392,0.2668,0.0973,0.0075
E02003264,0.5937,0.0443,0.2913,0.0547,0.016
E02003265,0.866,0.0316,0.0538,0.0386,0.01
E02003266,0.6116,0.06,0.1775,0.1432,0.0078
E02003267,0.2062,0.0263,0.6891,0.0626,0.0159
E02003268,0.3478,0.0436,0.4773,0.1183,0.0131
E02003269,0.7483,0.0351,0.1212,0.0744,0.021
E02003270,0.5519,0.0375,0.303,0.0894,0.0183
E02003271,0.8257,0.0346,0.0749,0.0555,0.0093
E02003272,0.1245,0.0226,0.7803,0.0611,0.0115
E02003273,0.6802,0.0402,0.1682,0.0976,0.0138
E02003274,0.1946,0.0359,0.6703,0.0842,0.015
E02003275,0.5789,0.0517,0.1968,0.1401,0.0325
E02003276,0.2969,0.0314,0.5655,0.092,0.0142
E02003277,0.6183,0.0473,0.2088,0.1039,0.0217
E02003278,0.6398,0.0431,0.1683,0.1225,0.0263
E02003237,0.9588,0.0138,0.0196,0.0053,0.0024
E02003238,0.9254,0.0218,0.0336,0.0177,0.0015
E02003239,0.944,0.0175,0.0234,0.0118,0.0033
E02003240,0.9728,0.0121,0.0083,0.0059,0.0009
E02003241,0.9503,0.0171,0.0213,0.0101,0.0011
E02003242,0.936,0.0172,0.031,0.0116,0.0042
E02003243,0.8709,0.0374,0.0487,0.0289,0.0142
E02003244,0.8061,0.0306,0.1267,0.0232,0.0134
E02003245,0.7895,0.0358,0.1294,0.0337,0.0116
E02003246,0.6071,0.0357,0.3158,0.0288,0.0125
E02003247,0.8797,0.0295,0.0523,0.0357,0.0028
E02003248,0.5438,0.0258,0.3976,0.019,0.0138
E02003249,0.7676,0.0364,0.1572,0.0275,0.0112
E02003250,0.5695,0.041,0.3383,0.0301,0.0211
E02003251,0.7756,0.0148,0.1847,0.0153,0.0096
E02003252,0.7268,0.0248,0.208,0.0304,0.01
E02003253,0.913,0.0236,0.0346,0.0218,0.007
E02003254,0.9409,0.0153,0.0309,0.0109,0.0021
E02003255,0.9302,0.0181,0.0342,0.0142,0.0034
E02003257,0.8921,0.0377,0.0271,0.0385,0.0046
E02006877,0.8917,0.0271,0.052,0.0234,0.0058
E02006878,0.8532,0.0397,0.0636,0.0357,0.0078
E02003279,0.9637,0.0087,0.0179,0.0074,0.0023
E02003280,0.9365,0.0143,0.0318,0.0147,0.0028
E02003281,0.9562,0.0131,0.0174,0.009,0.0043
E02003282,0.8947,0.0185,0.0607,0.0196,0.0066
E02003283,0.9429,0.0157,0.0296,0.0086,0.0032
E02003284,0.9287,0.0211,0.0239,0.0205,0.0058
E02003285,0.8435,0.029,0.0793,0.039,0.0092
E02003286,0.9736,0.0098,0.0113,0.0036,0.0017
E02003287,0.9177,0.0157,0.0454,0.0175,0.0037
E02003288,0.8401,0.0297,0.0748,0.0473,0.0081
E02003289,0.9538,0.0215,0.016,0.0053,0.0035
E02003290,0.8979,0.033,0.03,0.0321,0.0072
E02003291,0.9444,0.0201,0.0192,0.012,0.0043
E02003292,0.8857,0.0373,0.0329,0.0376,0.0066
E02003293,0.8545,0.0284,0.0635,0.0435,0.0101
E02003294,0.9377,0.017,0.0321,0.0103,0.0028
E02003295,0.9262,0.0178,0.0342,0.0183,0.0035
E02003296,0.9666,0.0098,0.0092,0.0131,0.0013
E02003297,0.964,0.0133,0.0072,0.0122,0.0033
E02003298,0.9572,0.0116,0.0101,0.019,0.0021
E02003299,0.9464,0.0173,0.0177,0.0137,0.0049
E02003300,0.9399,0.0123,0.0257,0.0188,0.0033
E02003301,0.8801,0.0193,0.0261,0.0707,0.0037
E02003302,0.8605,0.0187,0.022,0.0944,0.0043
E02003303,0.9098,0.0187,0.0103,0.0564,0.0048
E02003304,0.8911,0.0141,0.0492,0.0417,0.004
E02003305,0.9232,0.0101,0.038,0.0243,0.0045
E02003307,0.8971,0.0191,0.0126,0.0688,0.0024
E02003308,0.9461,0.0121,0.0068,0.0333,0.0017
E02003309,0.8762,0.0197,0.0562,0.043,0.005
E02003310,0.7529,0.0285,0.0467,0.1643,0.0076
E02003311,0.7625,0.0276,0.1012,0.098,0.0106
E02003312,0.7393,0.0283,0.0723,0.1468,0.0132
E02003313,0.8325,0.014,0.0188,0.1304,0.0044
E02006859,0.6681,0.0383,0.1073,0.1706,0.0157
E02006926,0.7396,0.0343,0.0751,0.1367,0.0144
E02003719,0.8247,0.0311,0.1062,0.0277,0.0104
E02003720,0.8228,0.0326,0.1139,0.0195,0.0111
E02003721,0.8586,0.0258,0.0808,0.0153,0.0195
E02003722,0.881,0.0279,0.068,0.0132,0.0099
E02003723,0.8033,0.0366,0.1404,0.0083,0.0114
E02003724,0.8306,0.0354,0.0804,0.0263,0.0272
E02003725,0.8125,0.035,0.1265,0.0118,0.0143
E02003726,0.8249,0.0365,0.103,0.0154,0.0203
E02003727,0.8441,0.0312,0.0892,0.0193,0.0161
E02003728,0.7932,0.0328,0.1293,0.0205,0.0242
E02003729,0.7884,0.0274,0.1502,0.0167,0.0172
E02003730,0.8373,0.0305,0.1038,0.0142,0.0142
E02003731,0.817,0.0284,0.1257,0.0142,0.0147
E02003732,0.9605,0.0141,0.0157,0.0062,0.0035
E02003733,0.9782,0.0094,0.0078,0.003,0.0017
E02003734,0.9432,0.0189,0.0206,0.0121,0.0054
E02003735,0.9358,0.0197,0.0306,0.0098,0.0041
E02003736,0.9709,0.0122,0.0106,0.0046,0.0016
E02003737,0.9674,0.0146,0.009,0.0065,0.0025
E02003738,0.9697,0.015,0.0075,0.0054,0.0024
E02003739,0.9737,0.0114,0.0106,0.0019,0.0024
E02003740,0.9639,0.0113,0.0215,0.0018,0.0015
E02006825,0.9742,0.0105,0.0091,0.0038,0.0024
E02003742,0.9841,0.0046,0.0073,0.0032,0.0008
E02003743,0.9634,0.0118,0.0173,0.0049,0.0026
E02003744,0.9702,0.0106,0.0118,0.0035,0.0039
E02003745,0.9777,0.0088,0.0087,0.004,0.0008
E02003746,0.9464,0.0139,0.0185,0.0183,0.0029
E02003747,0.9779,0.009,0.0091,0.0025,0.0015
E02003748,0.9763,0.0077,0.0104,0.005,0.0007
E02003749,0.9767,0.0095,0.01,0.0035,0.0003
E02003750,0.9773,0.0065,0.0104,0.0053,0.0006
E02003751,0.9793,0.0086,0.0083,0.0028,0.0009
E02003752,0.9724,0.0102,0.0104,0.0057,0.0011
E02003753,0.9525,0.0151,0.0196,0.0103,0.0024
E02003754,0.9779,0.009,0.0082,0.0023,0.0026
E02003755,0.9709,0.0083,0.0138,0.0054,0.0017
E02003756,0.97,0.0145,0.0092,0.0043,0.002
E02003757,0.9715,0.0093,0.0127,0.0044,0.002
E02003758,0.9678,0.0117,0.0137,0.0048,0.002
E02003759,0.9804,0.0083,0.0087,0.0021,0.0005
E02003760,0.8681,0.0258,0.0734,0.0296,0.0031
E02003761,0.9266,0.0196,0.0371,0.0114,0.0052
E02003762,0.9508,0.0165,0.0162,0.0138,0.0028
E02003763,0.9302,0.0176,0.0404,0.0102,0.0015
E02003764,0.8811,0.0222,0.0626,0.023,0.0111
E02003765,0.9019,0.0153,0.074,0.0046,0.0041
E02003766,0.9486,0.0189,0.02,0.0092,0.0033
E02003767,0.9715,0.0132,0.0098,0.0035,0.002
E02003768,0.9667,0.0123,0.0147,0.0046,0.0017
E02003769,0.9408,0.0144,0.0167,0.0246,0.0035
E02003770,0.9589,0.0178,0.0127,0.0088,0.0018
E02003771,0.9506,0.0147,0.0252,0.0072,0.0024
E02003772,0.9696,0.0101,0.0139,0.0057,0.0006
E02003773,0.9609,0.0153,0.0149,0.0081,0.0009
E02003774,0.9688,0.0128,0.0133,0.0042,0.0009
E02003775,0.9683,0.0137,0.0119,0.0041,0.002
E02003776,0.9517,0.0156,0.0222,0.0076,0.0029
E02003777,0.9431,0.0181,0.0277,0.0069,0.0042
E02003778,0.9305,0.0171,0.0239,0.0213,0.0071
E02003779,0.9307,0.0164,0.04,0.0085,0.0044
E02003780,0.9066,0.0213,0.0525,0.0141,0.0055
E02003781,0.9107,0.0219,0.0547,0.0096,0.0031
E02003783,0.9175,0.019,0.0517,0.0055,0.0064
E02003784,0.943,0.0174,0.0307,0.005,0.004
E02003785,0.843,0.022,0.1137,0.0124,0.0089
E02003786,0.9309,0.0188,0.0388,0.0061,0.0054
E02003787,0.974,0.0127,0.0075,0.0036,0.0022
E02003788,0.9495,0.0192,0.0241,0.005,0.0022
E02003789,0.9415,0.0139,0.0337,0.008,0.0029
E02003790,0.9722,0.0108,0.0104,0.0051,0.0015
E02003791,0.9669,0.011,0.0145,0.0056,0.002
E02003792,0.9672,0.013,0.012,0.0052,0.0026
E02003793,0.9701,0.0116,0.0097,0.0059,0.0027
E02006873,0.8423,0.0319,0.0937,0.023,0.0092
E02006874,0.9064,0.0158,0.0627,0.0087,0.0063
E02004424,0.9633,0.0097,0.0222,0.0039,0.001
E02004425,0.9575,0.0144,0.0199,0.0065,0.0016
E02004426,0.9538,0.0136,0.02,0.0083,0.0044
E02004427,0.9634,0.0098,0.0226,0.0032,0.0011
E02004428,0.9561,0.0134,0.0155,0.013,0.0019
E02004429,0.9569,0.0091,0.0226,0.0098,0.0016
E02004430,0.9575,0.0141,0.0175,0.0084,0.0025
E02004431,0.9477,0.0131,0.0245,0.0121,0.0025
E02004432,0.9692,0.0103,0.0106,0.0075,0.0023
E02004433,0.9405,0.0171,0.0216,0.0183,0.0024
E02004434,0.9337,0.0155,0.0154,0.0324,0.003
E02004435,0.9297,0.0205,0.0143,0.0326,0.0029
E02004436,0.9009,0.0209,0.0184,0.0581,0.0017
E02004437,0.917,0.0211,0.0275,0.0303,0.0042
E02004438,0.8874,0.0203,0.0427,0.0469,0.0028
E02004439,0.878,0.0286,0.0345,0.0534,0.0055
E02004440,0.878,0.0152,0.0679,0.0372,0.0016
E02004441,0.912,0.0188,0.0254,0.0397,0.0042
E02004442,0.895,0.0252,0.02,0.0572,0.0027
E02004443,0.882,0.0181,0.0678,0.0273,0.0048
E02004444,0.9273,0.0138,0.0394,0.0171,0.0024
E02004445,0.903,0.0175,0.0214,0.0552,0.0029
E02004446,0.9783,0.01,0.0081,0.0029,0.0006
E02004447,0.9877,0.0069,0.0024,0.0014,0.0017
E02004448,0.9846,0.0068,0.0061,0.0014,0.0011
E02004449,0.9735,0.0103,0.0104,0.0041,0.0018
E02004450,0.9876,0.0066,0.0038,0.0008,0.0012
E02004451,0.98,0.0067,0.0096,0.0018,0.0018
E02004452,0.9623,0.0128,0.018,0.0052,0.0017
E02004453,0.956,0.0157,0.0158,0.0107,0.0018
E02004454,0.9428,0.0172,0.022,0.015,0.003
E02004455,0.9627,0.013,0.0177,0.0047,0.002
E02004456,0.9527,0.0151,0.0205,0.0089,0.0028
E02004457,0.9589,0.0119,0.0193,0.0091,0.0009
E02004458,0.9677,0.0134,0.0116,0.0044,0.0028
E02004459,0.9792,0.0111,0.0065,0.0023,0.0009
E02004460,0.9657,0.0132,0.0138,0.0061,0.0012
E02004461,0.9495,0.0241,0.0139,0.0115,0.001
E02004462,0.9498,0.0162,0.022,0.0108,0.0013
E02004463,0.9659,0.012,0.0125,0.0071,0.0024
E02004464,0.979,0.0087,0.006,0.0052,0.001
E02004465,0.9675,0.0106,0.0161,0.0035,0.0023
E02004466,0.9323,0.0169,0.0271,0.0214,0.0022
E02004467,0.9324,0.0152,0.0346,0.0141,0.0037
E02004468,0.9329,0.0133,0.041,0.0059,0.0068
E02004469,0.9284,0.0181,0.0377,0.0133,0.0025
E02004470,0.8941,0.0241,0.0563,0.0184,0.0071
E02004471,0.9167,0.023,0.0363,0.0194,0.0046
E02004472,0.9543,0.0147,0.0215,0.0063,0.0032
E02004473,0.9674,0.0138,0.0099,0.0073,0.0016
E02004474,0.9673,0.0072,0.0164,0.008,0.0011
E02004475,0.9544,0.0121,0.0234,0.0075,0.0026
E02004476,0.9746,0.006,0.0109,0.0074,0.0011
E02004477,0.9817,0.0089,0.0055,0.0017,0.0022
E02004478,0.9534,0.0164,0.0185,0.0095,0.0023
E02004479,0.9673,0.0122,0.0127,0.0064,0.0014
E02004480,0.9623,0.0103,0.0114,0.0132,0.0028
E02004481,0.9835,0.0042,0.0073,0.0049,0.0001
E02004482,0.9677,0.0143,0.0095,0.0064,0.002
E02004483,0.9713,0.0092,0.0086,0.0099,0.001
E02004484,0.9751,0.0094,0.0055,0.007,0.003
E02004485,0.9655,0.011,0.016,0.005,0.0026
E02004486,0.9252,0.0133,0.0398,0.0123,0.0094
E02004487,0.9371,0.0177,0.0246,0.0168,0.0038
E02004488,0.9359,0.0137,0.0322,0.0157,0.0024
E02004489,0.9277,0.0164,0.0368,0.0131,0.006
E02004490,0.8957,0.0202,0.0574,0.0245,0.0022
E02004491,0.9339,0.0175,0.0323,0.0104,0.0058
E02004492,0.9292,0.0205,0.0335,0.0142,0.0027
E02004493,0.8964,0.0196,0.0556,0.0191,0.0094
E02004494,0.8698,0.027,0.0618,0.0327,0.0087
E02004495,0.9665,0.0144,0.0122,0.005,0.0018
E02004496,0.9195,0.019,0.0447,0.0132,0.0035
E02004497,0.9558,0.0102,0.0223,0.0064,0.0054
E02004498,0.9377,0.0219,0.026,0.0122,0.0022
E02004499,0.9493,0.0101,0.0292,0.0087,0.0027
E02004500,0.9683,0.0106,0.0121,0.0059,0.0031
E02004501,0.9591,0.0163,0.012,0.0112,0.0014
E02004502,0.9791,0.0099,0.0078,0.0023,0.0009
E02004503,0.97,0.0099,0.0136,0.0042,0.0023
E02004504,0.9653,0.0126,0.0139,0.0068,0.0014
E02004505,0.9685,0.0106,0.0125,0.0064,0.002
E02004506,0.9675,0.0124,0.0134,0.005,0.0018
E02004507,0.8911,0.0196,0.0533,0.0211,0.0149
E02004508,0.9756,0.0111,0.0111,0.0011,0.0011
E02004509,0.8763,0.0257,0.0683,0.0189,0.0107
E02004512,0.8684,0.0293,0.066,0.0183,0.0179
E02004513,0.8278,0.0281,0.0763,0.0391,0.0287
E02004514,0.9319,0.0135,0.0373,0.0087,0.0087
E02004515,0.9758,0.0103,0.0095,0.0029,0.0014
E02004516,0.9002,0.0261,0.038,0.0191,0.0166
E02004517,0.9509,0.0153,0.0241,0.0053,0.0043
E02004518,0.9249,0.0232,0.0295,0.0106,0.0118
E02004519,0.9485,0.016,0.0312,0.0023,0.002
E02004520,0.8978,0.0238,0.0353,0.0374,0.0056
E02004521,0.9364,0.0226,0.0205,0.011,0.0095
E02004522,0.8424,0.0206,0.0801,0.0341,0.0227
E02004523,0.9348,0.0172,0.027,0.016,0.0051
E02004524,0.9827,0.0075,0.0064,0.0018,0.0016
E02004525,0.9863,0.005,0.0063,0.0016,0.0008
E02004526,0.9871,0.0053,0.0053,0.0017,0.0007
E02006922,0.9276,0.0153,0.0352,0.0128,0.009
E02004527,0.9608,0.0138,0.014,0.0079,0.0035
E02004528,0.9632,0.0136,0.0128,0.0045,0.006
E02004529,0.9687,0.0086,0.0166,0.0033,0.0027
E02004530,0.9714,0.0118,0.0083,0.0058,0.0027
E02004531,0.9424,0.0237,0.0215,0.0099,0.0024
E02004532,0.943,0.0157,0.0289,0.011,0.0015
E02004533,0.9135,0.0249,0.0152,0.0388,0.0075
E02004534,0.9064,0.025,0.0287,0.0351,0.0049
E02004535,0.9247,0.025,0.0168,0.0281,0.0053
E02004536,0.9623,0.017,0.0127,0.0051,0.003
E02004537,0.9198,0.0278,0.0243,0.024,0.0041
E02004538,0.9027,0.0205,0.0541,0.0134,0.0094
E02004539,0.9117,0.0201,0.0382,0.0246,0.0054
E02004540,0.8923,0.0281,0.0599,0.0129,0.0067
E02004541,0.8796,0.0314,0.0625,0.0177,0.0089
E02004542,0.7693,0.0195,0.1701,0.0278,0.0134
E02004543,0.6551,0.0287,0.236,0.0577,0.0225
E02004544,0.9397,0.0141,0.0261,0.0155,0.0046
E02004545,0.9094,0.0206,0.0367,0.0303,0.0029
E02004546,0.859,0.0214,0.0705,0.0466,0.0026
E02004547,0.8308,0.0214,0.1018,0.0406,0.0054
E02004548,0.8966,0.0244,0.0467,0.0243,0.0081
E02004549,0.916,0.0244,0.0274,0.0289,0.0032
E02004550,0.8529,0.0234,0.0634,0.0548,0.0055
E02004551,0.9074,0.0241,0.0337,0.0315,0.0032
E02004552,0.9143,0.0174,0.031,0.0308,0.0065
E02004553,0.904,0.0215,0.0301,0.0409,0.0036
E02004554,0.8797,0.0209,0.0249,0.0711,0.0035
E02004555,0.9884,0.0061,0.003,0.0015,0.001
E02004556,0.982,0.0082,0.0053,0.0035,0.001
E02004557,0.9803,0.0075,0.0064,0.005,0.0009
E02004558,0.9706,0.0115,0.0157,0.0012,0.0009
E02004559,0.977,0.0076,0.0128,0.0017,0.0009
E02004560,0.9832,0.0073,0.0053,0.0029,0.0013
E02004561,0.9816,0.0088,0.0073,0.0014,0.001
E02004562,0.9808,0.0087,0.0076,0.0021,0.0008
E02004563,0.9858,0.0061,0.0055,0.0021,0.0005
E02004564,0.9696,0.0109,0.0113,0.0059,0.0023
E02004565,0.9761,0.011,0.0078,0.0036,0.0015
E02004566,0.9651,0.0145,0.0121,0.0073,0.001
E02004567,0.9647,0.0103,0.0128,0.0098,0.0025
E02004568,0.969,0.0108,0.0138,0.0048,0.0016
E02004569,0.9678,0.0129,0.0119,0.0059,0.0015
E02004570,0.9675,0.0129,0.0117,0.0061,0.0017
E02004571,0.9725,0.0085,0.0139,0.003,0.002
E02004572,0.9774,0.0109,0.0064,0.0046,0.0007
E02004573,0.9625,0.0163,0.0153,0.0044,0.0015
E02004574,0.9814,0.0081,0.0071,0.0026,0.0008
E02004575,0.976,0.0108,0.0077,0.0032,0.0022
E02004576,0.9796,0.0088,0.0075,0.0035,0.0006
E02004577,0.9796,0.0086,0.0081,0.0023,0.0013
E02004578,0.9663,0.0117,0.0143,0.0052,0.0025
E02004579,0.981,0.0075,0.007,0.0029,0.0016
E02004580,0.9823,0.0084,0.0066,0.0024,0.0003
E02004581,0.9823,0.0065,0.0084,0.0016,0.0012
E02004582,0.9782,0.0087,0.0094,0.0016,0.0021
E02004583,0.9793,0.0096,0.0072,0.0029,0.001
E02004584,0.9888,0.0048,0.0036,0.0019,0.0009
E02004585,0.9723,0.011,0.0118,0.003,0.002
E02004586,0.9693,0.0153,0.0117,0.0032,0.0005
E02004587,0.9779,0.0127,0.0076,0.001,0.0008
E02004588,0.9469,0.0213,0.0179,0.009,0.0049
E02004589,0.9672,0.0123,0.0154,0.0035,0.0016
E02004590,0.9808,0.0105,0.0036,0.0032,0.0019
E02004591,0.9768,0.0101,0.0115,0.0006,0.001
E02004592,0.951,0.0158,0.0246,0.0055,0.0031
E02004593,0.9835,0.0071,0.0055,0.0031,0.0007
E02004594,0.9694,0.0087,0.0124,0.0073,0.0022
E02004595,0.9718,0.0112,0.0124,0.0031,0.0015
E02004596,0.9477,0.0185,0.0204,0.0091,0.0043
E02004597,0.9666,0.0127,0.0124,0.0069,0.0015
E02004598,0.9668,0.0137,0.0107,0.0067,0.0021
E02004599,0.9683,0.0112,0.0133,0.0053,0.0019
E02004843,0.9593,0.016,0.0118,0.0111,0.0017
E02004844,0.9495,0.0157,0.0157,0.0145,0.0046
E02004845,0.9519,0.016,0.0159,0.013,0.0032
E02004846,0.9535,0.0122,0.0188,0.0109,0.0046
E02004847,0.9026,0.0258,0.018,0.0465,0.0071
E02004848,0.9142,0.0206,0.0225,0.0339,0.0088
E02004849,0.9065,0.0208,0.0391,0.0222,0.0114
E02004850,0.8954,0.0236,0.0235,0.0446,0.0129
E02004851,0.9117,0.0178,0.0298,0.0305,0.0102
E02004852,0.8892,0.0284,0.0235,0.0515,0.0073
E02004853,0.9165,0.0238,0.02,0.0298,0.0098
E02004854,0.8506,0.0316,0.0348,0.0737,0.0093
E02004855,0.7548,0.0405,0.0331,0.1523,0.0193
E02004856,0.9619,0.0181,0.0105,0.0083,0.0011
E02004857,0.9633,0.0196,0.0106,0.0058,0.0007
E02004858,0.9632,0.0161,0.0156,0.0035,0.0016
E02004859,0.9679,0.0125,0.015,0.0015,0.0031
E02004860,0.818,0.0291,0.0855,0.0623,0.005
E02004861,0.9595,0.0148,0.017,0.004,0.0047
E02004862,0.8653,0.0218,0.0565,0.0518,0.0046
E02004863,0.8445,0.0273,0.073,0.0498,0.0053
E02004864,0.9537,0.0186,0.0231,0.0027,0.0019
E02004865,0.9152,0.0263,0.039,0.0186,0.0009
E02004866,0.9267,0.0189,0.0354,0.016,0.003
E02004867,0.9538,0.0173,0.024,0.0028,0.0021
E02004868,0.893,0.0224,0.0585,0.0236,0.0026
E02004869,0.9655,0.0135,0.0149,0.0028,0.0034
E02004870,0.8663,0.026,0.0714,0.0316,0.0047
E02004871,0.9294,0.0164,0.0359,0.0158,0.0026
E02004872,0.8969,0.0185,0.0635,0.0177,0.0034
E02004873,0.9189,0.0224,0.0446,0.0108,0.0033
E02004874,0.8551,0.0238,0.0849,0.0317,0.0045
E02004875,0.8286,0.0257,0.1153,0.0268,0.0036
E02004876,0.9148,0.0241,0.031,0.0264,0.0037
E02004877,0.9386,0.0222,0.0274,0.0082,0.0035
E02004878,0.9794,0.0077,0.0092,0.0015,0.0021
E02004879,0.9801,0.0105,0.0031,0.0051,0.0013
E02004880,0.9561,0.0155,0.0195,0.0058,0.0032
E02004881,0.95,0.0174,0.0212,0.0079,0.0035
E02004882,0.9161,0.0268,0.0365,0.0176,0.003
E02004883,0.9676,0.0124,0.0141,0.004,0.0019
E02004884,0.9348,0.0251,0.0265,0.009,0.0047
E02004885,0.9382,0.0186,0.0321,0.0074,0.0036
E02004886,0.9709,0.0131,0.0082,0.0044,0.0034
E02004887,0.9698,0.0128,0.0135,0.0032,0.0007
E02004888,0.9579,0.0119,0.0208,0.0074,0.0019
E02004889,0.9471,0.0161,0.0241,0.0091,0.0036
E02004890,0.9537,0.0143,0.022,0.008,0.0021
E02004891,0.9713,0.0131,0.0101,0.0034,0.0021
E02004892,0.9563,0.0173,0.014,0.0115,0.0009
E02004893,0.9521,0.0213,0.0178,0.0062,0.0026
E02004894,0.9416,0.0164,0.0308,0.0081,0.0031
E02004895,0.964,0.0158,0.0129,0.0062,0.0011
E02004896,0.88,0.0245,0.0654,0.0193,0.0108
E02004897,0.8988,0.0251,0.0468,0.0222,0.0071
E02004898,0.8698,0.0278,0.0622,0.034,0.0061
E02004899,0.9008,0.0272,0.0447,0.0176,0.0096
E02004900,0.8923,0.0227,0.0589,0.0146,0.0115
E02004901,0.8342,0.0297,0.0546,0.0724,0.009
E02004902,0.814,0.0305,0.0666,0.0763,0.0126
E02004903,0.823,0.0256,0.1115,0.0308,0.0092
E02004904,0.8351,0.0291,0.0611,0.063,0.0117
E02004905,0.8039,0.0237,0.1247,0.0379,0.0099
E02004906,0.8008,0.0271,0.0791,0.0767,0.0163
E02004907,0.858,0.0262,0.0808,0.0279,0.0071
E02004908,0.8609,0.0223,0.0946,0.0112,0.0109
E02004909,0.9361,0.0125,0.0322,0.0162,0.0029
E02004910,0.9591,0.0151,0.0158,0.0075,0.0025
E02004911,0.9199,0.0272,0.0317,0.0184,0.0029
E02004912,0.9373,0.0197,0.0325,0.0074,0.0031
E02004913,0.9163,0.0218,0.0369,0.0218,0.0032
E02004914,0.8405,0.0354,0.0991,0.0198,0.0052
E02004915,0.837,0.0347,0.0846,0.0333,0.0103
E02004916,0.8692,0.0311,0.0739,0.0202,0.0057
E02004917,0.8325,0.0329,0.0935,0.0317,0.0094
E02004918,0.7893,0.0395,0.1219,0.0382,0.0111
E02004919,0.8249,0.0418,0.0891,0.0333,0.0108
E02004920,0.8762,0.0365,0.0519,0.0306,0.0048
