MSOA Code,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop
E02006012,2886,1065,998,920,410,79,6358
E02006013,3517,1305,1153,1187,480,110,7752
E02006014,4516,1566,1581,1404,507,110,9684
E02006015,5804,1611,1286,1109,535,154,10499
E02006016,3965,1401,1240,1155,406,69,8236
E02006017,4203,1323,1139,940,464,78,8147
E02006018,7046,1721,1445,1347,656,112,12327
E02006019,3464,852,779,716,463,69,6343
E02006020,4719,1202,923,597,259,69,7769
E02006021,4365,1612,1260,902,375,64,8578
E02006022,3619,946,816,605,283,69,6338
E02006023,5409,1558,1371,1083,507,105,10033
E02006024,6097,1472,1155,861,472,107,10164
E02006025,5559,1445,1098,1103,596,154,9955
E02006026,3766,1153,1045,821,307,57,7149
E02006027,2544,915,860,744,357,71,5491
E02006028,4817,1573,1255,1139,531,117,9432
E02006029,5087,1110,843,671,358,52,8121
E02006030,5367,1158,817,576,263,68,8249
E02006031,5188,1225,861,650,342,95,8361
E02006032,5522,1295,1002,829,315,47,9010
E02006033,4819,1267,1057,974,500,165,8782
E02006034,6063,1515,1240,932,432,120,10302
E02006035,2545,787,815,913,458,84,5602
E02006036,3512,1015,830,632,349,89,6427
E02006037,5888,1527,1270,992,486,171,10334
E02006038,4259,1237,1176,1015,451,75,8213
E02006039,4179,1237,1201,1011,450,111,8189
E02006040,4059,1370,1099,993,381,54,7956
E02006041,2711,1070,978,780,327,79,5945
E02006042,2246,938,1052,1027,582,144,5989
E02006043,3214,1153,1114,903,379,67,6830
E02006044,2670,1060,1152,976,406,74,6338
E02006045,5262,1577,1499,1498,924,228,10988
E02006046,4315,1570,1343,1290,521,82,9121
E02003892,2707,1105,1209,1013,335,87,6456
E02003893,2961,1170,1186,910,310,68,6605
E02003894,4409,1271,1187,992,417,72,8348
E02003895,4987,1299,1180,919,400,66,8851
E02003896,3152,862,753,714,323,51,5855
E02003897,2805,945,851,733,225,19,5578
E02003898,3031,1166,1120,1012,343,53,6725
E02003899,2822,789,731,775,303,58,5478
E02003900,3941,1040,933,806,333,51,7104
E02003901,3418,1312,1384,1156,472,111,7853
E02003902,2889,745,748,559,237,36,5214
E02003903,2986,1066,1050,859,325,39,6325
E02003904,1886,887,949,824,365,84,4995
E02003905,3978,1106,898,632,222,31,6867
E02003906,3117,832,837,765,321,65,5937
E02003907,4732,1116,1114,936,394,78,8370
E02003908,4999,1152,945,883,443,90,8512
E02003909,6214,1459,1236,995,480,107,10491
E02003910,3708,903,725,665,377,82,6460
E02003911,4415,1366,1223,1364,582,90,9040
E02003912,3615,1339,1257,1219,467,112,8009
E02003913,2770,892,1044,974,423,71,6174
E02003914,5750,907,745,629,270,38,8339
E02003915,5073,932,797,676,315,58,7851
E02003916,4480,640,734,683,381,82,7000
E02003917,4652,1127,1109,851,390,66,8195
E02003918,3585,1106,1093,882,380,75,7121
E02003919,4361,1066,848,708,383,55,7421
E02003920,4685,1157,894,837,423,85,8081
E02003921,3199,946,826,751,309,64,6095
E02003922,5271,1265,951,776,349,61,8673
E02003923,5471,1009,934,767,328,62,8571
E02003924,3545,1032,950,912,444,87,6970
E02003925,4324,1069,900,702,298,57,7350
E02003926,4547,1417,1209,888,336,62,8459
E02003927,6743,1371,1418,1329,516,117,11494
E02003928,7428,1690,1292,1137,536,78,12161
E02003929,3171,1127,1108,1020,423,82,6931
E02003930,4817,1342,1533,1312,516,110,9630
E02003931,5464,1455,1555,1386,655,152,10667
E02003932,3672,1174,1311,896,407,98,7558
E02003933,3225,1155,1279,1054,394,85,7192
E02003934,3663,1128,1082,936,361,82,7252
E02003935,6806,1487,1139,901,471,114,10918
E02003936,3646,1505,1453,1279,488,128,8499
E02003937,2556,825,848,771,441,189,5630
E02003938,3865,964,940,884,383,80,7116
E02003939,3590,981,900,934,559,136,7100
E02003940,2684,1137,1072,884,381,84,6242
E02003941,5150,1160,898,780,367,87,8442
E02003942,4946,1011,895,711,359,76,7998
E02003943,3294,1037,1161,928,423,113,6956
E02003944,5417,1435,1298,1328,553,113,10144
E02003945,2577,1000,995,979,429,124,6104
E02003946,4856,1549,1368,1246,478,125,9622
E02003947,2967,1114,1119,988,349,109,6646
E02003948,4313,1294,1023,1038,506,110,8284
E02003949,3275,1077,963,804,420,112,6651
E02003950,2645,878,1013,670,293,104,5603
E02003951,2527,920,976,971,438,97,5929
E02003952,5263,1172,1041,856,345,109,8786
E02003953,6575,1598,1385,1222,529,123,11432
E02003954,4311,1005,901,663,392,131,7403
E02003955,5773,1411,1201,994,478,109,9966
E02003956,4637,1132,1007,721,330,66,7893
E02003957,5878,1778,1502,1237,526,98,11019
E02003958,4802,1308,1122,798,330,56,8416
E02003959,3977,1034,861,786,354,98,7110
E02003960,2518,984,980,963,482,130,6057
E02003961,5153,1450,1371,1220,530,139,9863
E02003962,4093,1089,872,736,393,130,7313
E02003963,5656,1379,1213,1080,652,168,10148
E02003964,3279,1251,1319,1402,645,134,8030
E02006781,1159,325,298,275,121,46,2224
E02006634,4306,1498,1273,999,446,111,8633
E02006635,4594,1263,997,939,556,184,8533
E02006636,3379,1203,1058,853,414,80,6987
E02006637,6550,1664,1160,1025,510,81,10990
E02006638,2952,952,874,855,518,105,6256
E02006639,3994,1580,1263,1137,424,68,8466
E02006640,3846,1267,1097,783,352,44,7389
E02006641,4274,1410,1106,885,397,95,8167
E02006642,2851,1071,836,632,225,38,5653
E02006643,15015,1318,926,557,207,62,18085
E02006644,3241,1110,998,801,308,67,6525
E02006645,4615,1166,925,736,315,77,7834
E02006646,4601,1213,800,626,390,109,7739
E02006647,2830,1044,948,803,271,62,5958
E02006648,3286,993,746,659,327,98,6109
E02006649,4217,1228,922,703,354,97,7521
E02006650,7963,1783,1389,1246,524,79,12984
E02006651,3961,1352,1015,812,284,51,7475
E02006652,5910,1613,953,689,359,79,9603
E02006653,5691,1573,1068,916,341,73,9662
E02006654,5500,1292,932,889,620,162,9395
E02006655,3535,1409,1087,867,423,133,7454
E02006656,4083,1294,772,433,197,30,6809
E02006657,7095,1538,1030,790,329,86,10868
E02006658,3988,1277,994,832,386,63,7540
E02006659,4790,1057,870,784,338,95,7934
E02006660,7656,1940,1608,1414,690,144,13452
E02006661,8816,804,597,384,164,40,10805
E02006662,3671,854,813,571,238,41,6188
E02006663,7857,1740,1255,844,514,144,12354
E02006664,3221,1043,930,796,334,79,6403
E02006665,2937,1091,1057,1068,454,128,6735
E02006666,3997,999,680,586,334,84,6680
E02006667,4609,933,658,397,182,34,6813
E02006668,2929,953,760,787,327,115,5871
E02006669,5039,1660,1430,1341,688,143,10301
E02006670,4080,946,745,586,285,100,6742
E02006671,3545,878,687,581,331,86,6108
E02006672,5623,1132,854,820,489,154,9072
E02006673,2404,590,728,689,448,129,4988
E02006674,3556,814,683,510,329,70,5962
E02006675,3789,1439,1184,985,465,85,7947
E02006676,2882,1049,1012,849,431,90,6313
E02006677,3813,1303,1174,1040,554,146,8030
E02006678,4584,1072,789,798,318,39,7600
E02006679,6429,1744,1408,1177,560,96,11414
E02006680,3927,1147,905,787,509,131,7406
E02006681,2717,912,871,799,414,99,5812
E02006682,4923,1416,1466,1301,710,194,10010
E02006683,5085,1305,941,728,297,57,8413
E02006684,4402,895,658,485,210,23,6673
E02006685,6644,1139,1008,857,457,111,10216
E02006686,3087,818,645,539,308,140,5537
E02006687,4894,1195,811,557,208,21,7686
E02006688,3416,852,557,525,237,37,5624
E02006689,3632,999,964,893,351,46,6885
E02006690,3003,1112,1015,950,390,66,6536
E02006691,9198,2061,1374,1235,593,153,14614
E02006692,3506,641,609,502,314,89,5661
E02006693,3215,917,805,667,308,50,5962
E02006694,3135,928,799,803,425,111,6201
E02006695,2833,1130,975,952,450,101,6441
E02003616,2670,1011,781,691,291,66,5510
E02003617,4340,1558,1219,1038,526,108,8789
E02003618,5025,1308,995,865,469,71,8733
E02003619,6907,1778,1432,1136,457,105,11815
E02003620,4188,1202,1039,946,561,99,8035
E02003621,3844,1161,1069,1069,527,100,7770
E02003622,5820,1199,893,665,388,85,9050
E02003623,6521,1491,1220,942,449,87,10710
E02003624,3488,767,547,494,333,133,5762
E02003625,5585,1103,846,598,442,185,8759
E02003626,3354,806,595,396,182,33,5366
E02003627,7100,1358,891,581,333,124,10387
E02003628,7312,958,630,310,232,41,9483
E02003629,7092,1242,862,525,373,97,10191
E02003630,8233,1299,769,428,203,57,10989
E02003631,3261,809,684,459,205,42,5460
E02003632,3703,861,656,433,216,54,5923
E02003633,6502,1285,926,646,283,57,9699
E02003634,8859,1671,1253,934,351,84,13152
E02003635,4956,1062,695,604,313,79,7709
E02003599,3938,826,582,384,165,34,5929
E02003600,3996,1006,784,639,210,58,6693
E02003601,4395,1176,1072,747,298,57,7745
E02003602,3100,1030,919,741,336,59,6185
E02003603,7137,1419,1075,795,376,112,10914
E02003604,7425,1262,930,724,340,78,10759
E02003605,6157,1243,874,852,309,53,9488
E02003606,4291,1374,1073,897,432,57,8124
E02003607,6874,1552,1085,835,348,82,10776
E02003608,7338,1899,1392,983,445,87,12144
E02003609,7617,1700,1081,802,353,69,11622
E02003610,5312,1320,831,700,451,46,8660
E02003611,5770,1429,1073,826,389,106,9593
E02003612,8283,1637,1152,902,371,68,12413
E02003613,3625,863,588,483,260,69,5888
E02003614,4856,1273,954,571,242,35,7931
E02003615,5777,1605,1228,961,408,73,10052
E02003636,4287,1266,764,682,332,51,7382
E02003637,5526,1722,1289,1032,501,62,10132
E02003638,4394,1132,1009,774,347,62,7718
E02003639,6181,1298,936,721,389,129,9654
E02003640,3637,821,739,670,260,87,6214
E02003641,3241,844,692,606,194,24,5601
E02003642,7068,1224,829,423,189,17,9750
E02003643,9942,1401,981,686,331,45,13386
E02003644,6466,1363,1011,601,328,78,9847
E02003645,4244,1103,705,601,388,63,7104
E02003646,6983,1308,976,753,326,67,10413
E02003647,6693,1279,876,751,492,144,10235
E02003648,3755,765,542,362,254,59,5737
E02003649,3799,1086,782,840,330,38,6875
E02003650,3382,1149,1027,908,406,82,6954
E02003651,3679,963,894,841,327,26,6730
E02005702,3007,1069,1035,919,453,123,6606
E02005703,3399,1084,1019,773,377,100,6752
E02005704,5910,2160,2082,1616,762,130,12660
E02005705,3102,1321,1508,1123,467,111,7632
E02005706,5232,1362,1279,1005,546,126,9550
E02005707,3045,1199,1201,1192,458,79,7174
E02005708,4146,1822,2018,1623,717,116,10442
E02005709,4577,911,709,488,251,73,7009
E02005710,5648,1323,1135,835,392,98,9431
E02005711,4756,1124,997,849,336,53,8115
E02005712,5613,1163,883,637,261,19,8576
E02005713,3200,1040,1064,776,285,39,6404
E02005714,2874,886,803,484,76,19,5142
E02005715,5234,1110,1066,819,438,101,8768
E02005716,5175,1260,1249,844,299,69,8896
E02005717,3628,1161,1194,1002,506,92,7583
E02005718,2918,894,1070,1109,364,61,6416
E02005719,4931,1254,1095,903,321,47,8551
E02005720,6536,1847,1777,1328,472,114,12074
E02005721,2947,921,786,513,304,55,5526
E02005722,4106,1471,1360,950,339,63,8289
E02005723,2949,892,976,753,493,114,6177
E02005724,3226,1040,953,915,450,84,6668
E02005725,3197,1019,999,890,587,187,6879
E02005726,3838,1219,1101,1003,551,122,7834
E02005727,2875,1175,1092,804,338,49,6333
E02005728,3326,1151,1118,971,396,68,7030
E02005729,2839,953,887,679,292,47,5697
E02005730,6335,2049,1900,1605,866,271,13026
E02005731,6329,1779,1310,1096,441,92,11047
E02005732,4059,1440,1505,1290,726,141,9161
E02005733,3975,1447,1474,1065,408,111,8480
E02005734,3227,932,903,713,311,47,6133
E02005735,5111,1049,772,554,234,79,7799
E02005736,5131,1105,972,742,249,45,8244
E02005737,3928,1178,1046,742,319,76,7289
E02005738,2607,834,704,553,204,21,4923
E02005739,4826,1447,1242,1069,523,92,9199
E02005740,6132,1508,1264,949,420,95,10368
E02005741,4473,1472,1168,868,475,95,8551
E02003172,3416,948,805,696,361,95,6321
E02003173,3230,923,899,795,481,109,6437
E02003174,4304,1184,989,904,492,106,7979
E02003175,5755,1268,940,737,329,106,9135
E02003176,4772,1031,740,530,266,45,7384
E02003177,5093,1190,833,562,357,61,8096
E02003178,5230,1108,876,735,387,78,8414
E02003179,3814,919,696,694,344,94,6561
E02003180,7201,991,601,494,208,55,9550
E02003181,5595,1170,829,653,323,97,8667
E02003182,3790,963,775,619,296,87,6530
E02003183,4163,936,734,685,339,99,6956
E02003184,6019,826,534,342,207,79,8007
E02003185,4658,1156,775,589,301,64,7543
E02003186,6793,1156,658,400,213,10,9230
E02003187,6209,1281,932,623,323,58,9426
E02003188,9755,915,918,750,494,158,12990
E02003189,4753,1246,1035,846,567,207,8654
E02003190,7393,1438,949,499,274,94,10647
E02003191,3771,1134,1238,1211,673,243,8270
E02003192,9501,1047,910,816,426,163,12863
E02003194,2986,810,903,939,423,105,6166
E02003195,3305,760,669,461,239,61,5495
E02003196,4472,1751,1462,1312,938,235,10170
E02003197,3912,1040,864,614,274,25,6729
E02003198,4692,1053,718,654,227,45,7389
E02003199,5111,1375,1127,935,503,101,9152
E02003200,6259,1355,1088,1003,436,94,10235
E02003201,7051,1467,1093,845,379,73,10908
E02003202,3878,815,708,561,269,44,6275
E02003203,4822,1083,786,567,234,58,7550
E02003204,5244,1300,992,883,511,139,9069
E02003205,4594,1269,1030,883,464,88,8328
E02003206,6149,1484,1006,885,432,87,10043
E02003207,4619,939,620,640,279,51,7148
E02003208,7257,1462,1241,1051,748,164,11923
E02003209,3607,999,856,648,298,58,6466
E02003210,5088,1340,1140,1128,718,167,9581
E02003211,3508,1055,1315,1608,1109,361,8956
E02004236,2863,876,891,864,449,80,6023
E02004237,4398,1207,939,986,564,166,8260
E02004238,2731,941,1092,1484,975,223,7446
E02004239,2628,857,893,1070,519,116,6083
E02004240,3946,965,676,503,237,42,6369
E02004241,5412,1198,1077,1127,720,149,9683
E02004242,2269,940,1115,1251,668,173,6416
E02006883,3444,642,553,564,454,222,5879
E02006885,4729,956,807,775,493,169,7929
E02004243,3225,1149,1011,797,294,47,6523
E02004244,3821,1052,951,976,515,111,7426
E02004245,4074,1083,973,960,488,131,7709
E02004246,2568,1127,1325,1508,662,164,7354
E02004247,2865,1127,995,779,306,83,6155
E02004248,2804,1024,1199,1506,889,201,7623
E02004249,2820,875,829,805,339,33,5701
E02004250,3448,950,1176,1330,816,240,7960
E02004251,3124,966,893,934,514,111,6542
E02004252,3989,1022,944,918,619,181,7673
E02004253,3953,1356,1452,1608,969,303,9641
E02004254,5566,1515,1365,1188,503,82,10219
E02004255,3838,1104,984,976,565,173,7640
E02004256,4563,1441,1432,1107,489,138,9170
E02004257,5143,1165,1054,917,502,154,8935
E02004258,4570,1535,1608,1541,765,191,10210
E02004259,3459,1121,1141,1014,434,87,7256
E02004260,5414,1161,1080,969,371,66,9061
E02004261,5868,1505,1257,1110,577,153,10470
E02004262,3629,1462,1344,1104,372,65,7976
E02004263,2971,943,893,720,334,59,5920
E02004264,4729,1291,1119,1005,476,81,8701
E02004265,4205,1310,1342,1186,620,124,8787
E02004266,5321,1147,1025,939,366,68,8866
E02004267,1955,846,961,814,354,77,5007
E02004268,4172,1501,1567,1621,754,202,9817
E02004269,5058,1149,1156,1396,879,256,9894
E02004270,3157,1321,1345,1213,522,121,7679
E02004271,4106,1553,1633,1568,682,146,9688
E02004272,5581,2052,1808,1620,689,149,11899
E02004273,2631,1224,1320,1244,635,169,7223
E02004274,3010,968,1061,930,456,124,6549
E02004275,3015,1142,1493,1259,545,84,7538
E02004276,2205,798,1004,948,480,117,5552
E02004277,6518,1762,1406,1431,1042,306,12465
E02004278,4695,1338,1218,1063,541,118,8973
E02004279,3640,1298,1387,1130,486,96,8037
E02004280,3958,1332,1277,1070,518,75,8230
E02004281,4377,1167,946,686,275,33,7484
E02004282,3397,1206,1592,1577,809,205,8786
E02004283,4417,1301,1252,1130,536,115,8751
E02004284,5051,1460,1419,1128,579,147,9784
E02004285,4046,1165,960,838,435,101,7545
E02004286,2744,842,707,555,273,86,5207
E02004287,2876,865,788,733,248,61,5571
E02004288,3540,1006,756,504,196,41,6043
E02004289,3789,1110,1108,901,299,61,7268
E02003652,7483,1503,1085,746,334,81,11232
E02003653,4304,910,698,602,305,56,6875
E02003654,3017,998,864,638,254,39,5810
E02003655,5825,1656,1263,993,339,61,10137
E02003656,3316,1009,850,711,362,94,6342
E02003657,3691,1144,966,685,288,54,6828
E02003658,5146,1357,1110,833,352,116,8914
E02003659,6430,1522,988,762,262,81,10045
E02003660,5824,1798,1276,972,404,74,10348
E02003661,3462,1044,768,516,244,51,6085
E02003662,4497,999,606,394,174,35,6705
E02003663,10288,1128,661,367,146,46,12636
E02003664,6566,992,546,367,242,95,8808
E02003665,4103,913,507,413,215,33,6184
E02003666,6103,958,577,393,284,75,8390
E02003667,7154,1249,756,466,172,37,9834
E02003668,5144,1271,980,899,601,112,9007
E02003669,5938,904,581,371,131,37,7962
E02003670,6731,1276,954,657,277,91,9986
E02003671,4424,831,584,286,85,13,6223
E02003672,5897,1784,1351,1130,554,105,10821
E02003673,4805,1258,1136,1109,537,127,8972
E02003674,2900,911,724,662,242,48,5487
E02003675,5999,1274,889,801,466,159,9588
E02003676,3863,1480,1132,926,459,72,7932
E02003677,6524,1420,986,772,413,77,10192
E02003678,3533,821,628,458,266,100,5806
E02003679,4580,954,593,542,325,72,7066
E02003680,5042,1526,1191,1123,609,113,9604
E02003681,6344,1459,1049,947,613,222,10634
E02003682,4596,1118,827,714,304,53,7612
E02003683,4339,1052,759,617,396,88,7251
E02003685,4326,1327,946,830,448,108,7985
E02003686,3870,1164,882,770,555,132,7373
E02003687,3288,920,661,490,367,100,5826
E02006823,4507,1338,1181,994,600,145,8765
E02003688,7650,1812,1233,1066,789,202,12752
E02003689,5112,1414,1033,860,536,167,9122
E02003690,3691,1046,781,694,526,149,6887
E02003691,3815,1108,770,696,383,136,6908
E02003692,5002,1422,1151,855,481,76,8987
E02003693,3430,1099,926,747,421,96,6719
E02003694,4888,1199,903,595,317,68,7970
E02003695,6685,1741,1249,863,452,105,11095
E02003696,3866,1154,1038,1042,654,197,7951
E02003697,2871,961,811,712,324,90,5769
E02003698,4015,1383,1023,1085,499,76,8081
E02003699,3066,885,729,570,268,65,5583
E02003701,7513,1529,962,911,449,99,11463
E02003702,4336,1419,984,867,351,67,8024
E02003703,5821,1144,713,457,217,42,8394
E02003704,3183,896,732,559,227,47,5644
E02003705,5104,752,542,313,163,25,6899
E02003706,4805,817,567,426,215,57,6887
E02003707,5127,832,481,302,185,28,6955
E02003708,7719,920,658,259,175,27,9758
E02003709,4063,675,456,273,176,24,5667
E02003710,8789,1208,846,566,304,82,11795
E02003711,6826,1150,779,582,264,70,9671
E02003712,4444,1120,875,776,499,105,7819
E02003713,3088,855,711,630,448,70,5802
E02003714,4043,924,732,541,240,40,6520
E02003715,3362,1011,831,804,325,48,6381
E02003716,2723,872,736,660,390,90,5471
E02003717,4797,1275,993,989,622,154,8830
E02003718,3307,807,583,515,273,114,5599
E02006824,5113,1404,1062,1097,520,109,9305
E02003719,5488,1060,776,474,352,111,8261
E02003720,5733,995,815,577,317,104,8541
E02003721,5949,1035,806,520,381,123,8814
E02003722,5032,1001,832,650,305,92,7912
E02003723,8095,577,506,392,240,54,9864
E02003724,6348,1100,765,435,238,69,8955
E02003725,12351,920,765,624,364,115,15139
E02003726,6513,786,616,350,141,36,8442
E02003727,6420,923,540,334,177,53,8447
E02003728,6341,979,743,478,295,82,8918
E02003729,5129,1020,804,665,327,95,8040
E02003730,10901,1423,794,699,349,119,14285
E02003731,6000,1157,862,599,437,125,9180
E02003732,6328,1325,978,743,396,118,9888
E02003733,4789,1342,1063,925,345,64,8528
E02003734,7860,1547,1209,1051,512,164,12343
E02003735,5777,1210,931,857,436,92,9303
E02003736,5618,1589,1322,1152,439,76,10196
E02003737,9044,1901,1408,1013,486,120,13972
E02003738,3548,985,756,663,273,55,6280
E02003739,3523,1005,773,685,331,100,6417
E02003740,3341,973,830,670,387,110,6311
E02006825,3613,991,832,768,340,58,6602
E02003742,3145,1041,1042,964,394,78,6664
E02003743,7500,1373,1041,867,461,134,11376
E02003744,8614,1930,1648,1266,716,181,14355
E02003745,5519,1578,1438,1227,459,93,10314
E02003746,4678,1077,802,744,369,86,7756
E02003747,6670,1618,1484,1299,650,161,11882
E02003748,4222,1053,1069,920,463,92,7819
E02003749,3192,1029,842,653,242,66,6024
E02003750,3796,1040,972,962,545,166,7481
E02003751,3653,1145,971,812,364,82,7027
E02003752,6562,1609,1281,1033,539,128,11152
E02003753,6997,1572,1229,1035,391,90,11314
E02003754,2913,952,881,604,293,40,5683
E02003755,4558,1351,1011,818,356,52,8146
E02003756,3915,1153,838,723,275,56,6960
E02003757,3474,1012,897,685,339,131,6538
E02003758,5691,1375,1204,893,353,90,9606
E02003759,3041,1040,856,698,214,59,5908
E02003760,6890,1067,646,414,231,29,9277
E02003761,3216,896,731,680,347,85,5955
E02003762,5689,1378,1039,949,415,98,9568
E02003763,5967,1345,1176,844,313,51,9696
E02003764,7423,1396,847,507,347,93,10613
E02003765,4243,945,763,774,466,131,7322
E02003766,4536,1023,775,639,252,54,7279
E02003767,3310,1214,880,743,310,40,6497
E02003768,4979,1474,1283,1308,577,117,9738
E02003769,3762,1240,1100,974,337,103,7516
E02003770,6838,1392,983,847,317,63,10440
E02003771,3763,990,665,628,348,98,6492
E02003772,3532,1064,916,837,340,60,6749
E02003773,7009,1551,993,848,390,52,10843
E02003774,3366,844,613,616,305,79,5823
E02003775,4010,1079,817,667,255,58,6886
E02003776,3678,1008,786,659,362,100,6593
E02003777,5546,1007,825,621,264,42,8305
E02003778,4081,818,612,512,252,73,6348
E02003779,2882,776,675,491,166,37,5027
E02003780,8095,1427,1040,818,533,178,12091
E02003781,4005,980,689,460,257,46,6437
E02003783,4456,976,821,738,440,159,7590
E02003784,4859,1405,1011,885,398,56,8614
E02003785,5711,1198,921,782,463,98,9173
E02003786,3668,909,755,679,421,156,6588
E02003787,3710,1197,1038,887,405,61,7298
E02003788,4231,1158,838,808,352,77,7464
E02003789,4113,987,854,794,407,78,7233
E02003790,4967,1522,1247,1022,532,129,9419
E02003791,4533,1334,962,798,321,76,8024
E02003792,5323,1455,1222,1101,440,123,9664
E02003793,3869,1235,821,760,275,39,6999
E02006873,7838,944,313,217,137,20,9469
E02006874,6488,1444,917,665,287,63,9864
E02003965,5549,1699,1600,1392,671,176,11087
E02003966,3172,1241,1144,973,394,82,7006
E02003967,4366,1343,1205,951,454,59,8378
E02003968,4846,1387,1195,1085,498,100,9111
E02003969,4060,944,764,611,286,49,6714
E02003970,4063,1400,1180,933,422,121,8119
E02003971,3733,1299,1232,1012,474,117,7867
E02003972,5034,1469,1067,967,460,82,9079
E02003973,5379,1225,1034,693,313,76,8720
E02003974,4408,1120,961,837,405,74,7805
E02003975,3821,1084,953,794,416,98,7166
E02003976,3030,1126,996,919,504,134,6709
E02003977,3436,1045,817,618,272,41,6229
E02003978,2983,915,664,669,278,47,5556
E02003979,3349,1235,1080,1123,629,114,7530
E02003980,4028,915,770,548,196,30,6487
E02003981,3917,1020,723,597,257,78,6592
E02003982,4260,1178,953,865,315,58,7629
E02003983,4666,1103,799,614,278,41,7501
E02003984,4218,886,673,498,249,69,6593
E02003985,3750,930,884,795,326,56,6741
E02003986,3481,939,764,709,262,36,6191
E02003987,2867,1019,950,701,301,75,5913
E02003988,3201,1152,980,842,387,89,6651
E02003989,3714,1038,970,874,411,85,7092
E02003990,5561,1563,1374,1114,627,143,10382
E02003991,3684,1198,1189,944,403,89,7507
E02003992,4987,1254,948,594,335,88,8206
E02003993,4033,1468,1495,1174,519,102,8791
E02003994,4374,1002,751,590,408,111,7236
E02003995,6078,1368,1012,870,412,88,9828
E02003996,6319,1322,951,575,278,58,9503
E02003997,6264,1201,972,675,316,91,9519
E02003998,4262,907,725,602,274,47,6817
E02003999,6161,1605,1485,1236,618,128,11233
E02004000,2784,831,710,523,289,62,5199
E02004001,2820,862,720,551,279,62,5294
E02004002,5535,1574,1240,1006,526,80,9961
E02004003,6276,1977,1630,1159,491,87,11620
E02004004,6119,1342,1151,758,373,90,9833
E02004005,4323,1182,1031,835,352,45,7768
E02004006,4041,1511,1396,1106,539,96,8689
E02004007,4966,1579,1435,1250,489,100,9819
E02004008,2859,1162,1130,790,294,72,6307
E02004009,2967,1146,962,718,336,44,6173
E02004010,4515,1055,780,625,379,161,7515
E02004011,5031,1551,1471,1335,695,181,10264
E02004012,2422,992,932,748,342,71,5507
E02004013,4618,1676,1558,1298,581,118,9849
E02004014,3474,1324,1262,1017,464,97,7638
E02004015,3090,955,903,829,497,141,6415
E02004016,4148,1365,1094,1050,484,119,8260
E02004017,4878,1351,1118,882,494,98,8821
E02004018,5005,1258,991,736,344,113,8447
E02004019,3701,1317,1188,1107,499,94,7906
E02004020,4547,1375,1133,980,541,181,8757
E02004021,2196,945,931,852,338,80,5342
E02004022,2283,1001,1049,823,304,45,5505
E02004023,2842,958,1005,846,448,98,6197
E02004024,3301,1201,1199,1065,545,101,7412
E02004025,3548,1216,1262,1265,552,169,8012
E02004026,4473,1260,1010,839,445,108,8135
E02004027,3025,1217,1425,1481,794,213,8155
E02004028,3485,1311,1167,1160,531,70,7724
E02004029,4146,984,923,598,275,46,6972
E02004030,2680,1010,1007,828,341,54,5920
E02004031,5143,1052,783,601,240,80,7899
E02004032,4419,1289,1173,1152,419,102,8554
E02004033,5120,1468,1093,823,394,136,9034
E02004034,3477,1136,1065,1142,420,77,7317
E02004035,3036,1134,1076,943,381,73,6643
E02004036,6116,1548,1233,1060,404,65,10426
E02004037,4601,1355,960,824,339,64,8143
E02004038,4309,1274,955,805,402,126,7871
E02004039,4510,1353,1010,802,351,91,8117
E02004040,5881,1478,1071,787,353,63,9633
E02004041,4491,1055,901,692,242,50,7431
E02004043,3989,1118,1028,847,339,90,7411
E02004044,4678,1366,1037,966,497,142,8686
E02006827,4978,1170,860,722,298,62,8090
E02004045,5412,1523,1282,1054,446,77,9794
E02004046,3332,1007,887,691,311,79,6307
E02004047,3987,793,692,559,229,32,6292
E02004048,4289,1044,766,566,231,37,6933
E02004049,3905,1274,1149,927,400,113,7768
E02004050,4931,1155,774,647,326,53,7886
E02004051,6187,1520,1120,903,346,69,10145
E02004052,4834,1370,1041,815,370,71,8501
E02004053,4875,1150,865,684,261,39,7874
E02004054,5252,1497,1037,844,371,61,9062
E02004055,4004,1084,871,764,384,78,7185
E02004056,5152,1035,857,579,263,38,7924
E02004057,5173,1110,833,520,217,25,7878
E02004058,4616,1141,857,746,323,79,7762
E02004059,3649,1196,975,824,436,80,7160
E02004060,4357,1057,962,850,347,55,7628
E02004061,4332,1255,863,699,380,91,7620
E02004062,4118,1256,1188,877,320,81,7840
E02004063,4010,1282,1088,961,491,123,7955
E02004064,6647,1287,877,497,278,77,9663
E02004065,3708,1264,1307,1160,557,133,8129
E02004066,6639,1740,1336,1187,562,142,11606
E02004067,3867,974,809,593,240,67,6550
E02004068,3314,1422,1134,944,434,114,7362
E02004069,2689,1075,1046,995,441,80,6326
E02004070,2598,993,1067,930,479,126,6193
E02004071,2468,812,738,650,288,73,5029
E02004072,4600,1466,1329,1221,552,137,9305
E02004073,4456,1515,1447,1143,524,108,9193
E02004074,3020,1039,920,758,332,49,6118
E02004075,3206,1438,1167,954,381,69,7215
E02004076,4393,1094,804,713,345,94,7443
E02004077,4138,1504,1079,928,424,68,8141
E02004078,4470,963,759,626,299,54,7171
E02004080,6133,1360,954,774,424,117,9762
E02004081,3052,936,878,684,339,71,5960
E02004082,2939,1073,903,764,403,131,6213
E02004083,5120,1205,804,708,272,57,8166
E02004084,3631,840,656,610,348,97,6182
